报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.08,-0.14,-0.21,0.61,-0.64,-0.26,-0.29,0.27,0.2,0.42,0.14,1.29,0.86,0.6,0.16,1.38,0.9,0.56,0.2,2,1.36,0.75,1.02,0.77,1.11,
每股净资产(元),6.15,5.97,12.11,12.32,11.04,11.42,14.95,15.24,16.26,16.38,16.35,16.21,15.76,15.42,18.25,18.09,17.61,17.56,25.71,25.51,3.69,3.08,--,--,--,
每股经营活动产生的现金流量净额(元),-0.19,-0.15,-0.2,-0.28,-0.47,-0.28,-0.53,-0.68,-0.46,-0.15,-0.37,0.43,-0.01,0.35,-0.03,0.61,-0.04,-0.06,-0.46,0.87,0.53,0.36,1.1,--,--,
主营业务收入(万元),71125,41375,17226,71902,58682,40171,18675,58309,35402,23520,9400,53756,35188,22861,5551,47381,29544,18060,4840,35879,22362,12661,23913,18406,12936,
主营业务利润(万元),30781,18211,6871,30461,25319,18738,8387,41696,26243,19632,7966,46977,30872,20099,4956,42828,26658,16342,4415,32353,20227,11456,20426,14258,6406,
营业利润(万元),-13750,-8487,-5698,12816,-19248,-8260,-6350,351,2299,7821,1651,25389,17715,12200,2657,23798,15653,9675,2118,17342,11491,6244,8917,3516,555,
投资收益(万元),-318,-437,-824,56021,214,214,--,12,12,12,--,--,--,--,--,--,--,--,--,--,0,0,-1219,0,0,
营业外收支净额(万元),977,279,546,980,590,178,56,679,141,171,156,1357,780,590,140,793,326,263,259,977,649,504,503,815,391,
利润总额(万元),-12773,-8208,-5152,13796,-18658,-8082,-6293,1030,2440,7992,1806,26747,18495,12790,2797,24591,15979,9938,2377,18319,12140,6748,9420,4331,946,
净利润(万元),-11167,-6712,-4826,14342,-14995,-6186,-5137,4789,3671,7688,2586,23280,15538,10780,2336,20754,13486,8385,1997,15442,10206,5656,7633,3470,742,
净利润(扣除非经常性损益后)(万元),--,-8100,--,-44358,--,-6987,--,6680,--,7193,--,19243,--,8089,--,16644,--,6489,--,14611,9655,5228,7075,2415,-653,
经营活动产生的现金流量净额(万元),-8843,-7217,-4620,-6593,-11029,-6502,-9572,-12173,-8256,-2789,-6803,7838,-224,6248,-492,9198,-580,-892,-4603,8671,3951,2692,8218,-569,3185,
现金及现金等价物净增加额(万元),24693,-13562,-23230,-64575,-80014,-59491,-31646,-19263,-74849,-57897,-27677,-57101,-21219,-15635,-7776,-34637,-39344,-26962,-27099,226047,2220,2346,5595,-284,1837,
总资产(万元),663028,631488,582590,596772,607691,624973,648874,613584,571523,454870,445735,445026,345820,304895,297858,300706,289542,288385,280822,298642,67841,61914,38612,30190,21752,
流动资产(万元),244525,217910,207835,222071,180687,201428,232009,269011,235244,216346,229187,238688,270712,238144,241938,249867,244098,245695,240685,260674,34794,29905,23461,17106,10270,
总负债(万元),297094,310618,267102,275574,311598,319019,339691,319737,241752,135776,127170,128070,58603,27271,24178,29362,25466,24910,23735,43552,40166,38789,21143,20354,19986,
流动负债(万元),144408,167867,127698,141541,164497,173346,194401,187832,207620,109960,101629,101968,56159,24929,21564,26870,17334,16891,15714,33109,29563,26994,10417,19141,18380,
股东权益不含少数股东权益(万元),288017,279353,283465,288291,258362,267170,269119,274256,292664,298546,297999,295413,287217,277624,273680,271344,264076,263475,257087,255090,27675,23125,17469,9836,1766,
净资产收益率加权(%),-3.96,-2.36,-1.69,5.11,-5.63,-2.28,-1.76,1.5,1.24,2.57,0.87,8.31,5.61,3.91,0.86,7.85,5.15,3.23,0.78,35.33,0,27.87,55.91,48.75,53.25,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
