报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2009-12-31,2008-12-31,2007-12-31,
基本每股收益(元),-0.08,-0.02,-0.02,0.13,0.23,0.22,0.15,0.12,0.12,0.1,0.08,0.34,0.27,0.21,0.18,0.87,0.62,0.47,0.24,1.15,0.87,0.97,0.41,0.39,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.55,6.49,11.56,11.37,11.12,10.96,2.5,--,0,--,--,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.17,-0.08,-0.01,0.51,0.21,0.09,0.02,1.35,0.78,1.34,0.32,0.26,
主营业务收入(万元),35416,23035,9787,52133,40945,30175,16761,39595,29728,21206,10718,45973,33664,24561,10762,56455,42120,30247,13501,64943,48260,56163,32297,26943,
主营业务利润(万元),11576,7893,2755,21654,18910,14561,8054,12214,9299,6952,3531,14698,10630,7826,3462,17623,13347,9610,4377,20933,15659,17352,7782,4164,
营业利润(万元),-2752,-450,-790,5254,8635,8160,5284,3670,3887,3571,2189,9308,7545,5796,3223,12138,9301,6631,2897,13916,10698,11722,4635,3022,
投资收益(万元),-42,-16,-6,-10,--,--,--,--,--,--,--,--,--,0,--,15,15,15,15,--,0,--,--,0,
营业外收支净额(万元),409,375,272,544,504,458,161,261,274,52,31,-484,-346,-340,-349,22,-22,28,101,241,45,26,51,-0,
利润总额(万元),-2343,-75,-518,5797,9139,8618,5445,3931,4161,3622,2220,8824,7199,5457,2874,12159,9279,6659,2998,14157,10743,11749,4686,3022,
净利润(万元),-2291,-544,-476,3650,6522,6314,4118,3333,3360,2954,1844,7438,5944,4536,2362,10236,7007,5009,2270,11010,8385,9335,3810,2823,
净利润(扣除非经常性损益后)(万元),-2637,-862,-707,3223,6128,5960,3981,3112,3128,2910,1819,7844,--,4758,--,10219,--,4977,2182,10823,8352,9314,3361,2892,
经营活动产生的现金流量净额(万元),-3607,-1290,1671,5056,1477,2547,3655,2101,1933,2697,2768,6288,3754,-1670,-115,6533,2719,1140,205,13006,7495,12876,3035,2466,
现金及现金等价物净增加额(万元),-4111,-3436,2135,5712,3723,10541,1935,-343,-835,218,1090,5463,440,-2505,489,-1556,106529,108123,-2305,-1396,-5532,9699,1006,1088,
总资产(万元),194000,194735,191244,187644,187289,188421,198958,148871,147500,148828,155945,152139,148570,150556,156045,156884,156063,154255,37667,34825,28763,27096,15136,11425,
流动资产(万元),90352,91371,87723,88610,92769,94176,104658,108231,107440,108407,115290,111832,112051,116302,125571,129194,133879,134235,21912,24597,19194,20822,10559,8842,
总负债(万元),46739,46724,44669,41963,39193,41045,51703,8922,7645,9178,10053,8113,6036,9433,8127,11327,13734,13924,13639,13066,9630,16348,5380,6867,
流动负债(万元),45566,46039,43946,41777,39093,40945,51603,8822,7645,9178,10053,8113,6036,9433,8127,11327,13734,13924,13639,13066,9630,16348,5380,6867,
股东权益不含少数股东权益(万元),140486,141213,140157,140518,143311,143153,144063,139950,139855,139650,145892,144026,142533,141124,147918,145557,142329,140331,24028,21758,19133,10749,9756,4558,
净资产收益率加权(%),-1.64,-0.39,-0.34,2.61,4.6,4.43,2.9,2.37,2.37,2.07,1.27,5.16,4.04,3.1,1.61,9.98,-7.93,8.06,--,67.74,56.12,65.76,49.29,89.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
