报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,1998-12-31,
基本每股收益(元),0,0,0,0,0,0,-0,--,-0,-0,-0.01,0.03,-0,-0.01,-0,0.05,-0,-0,-0,0.01,-0.01,-0.01,-0.01,2.39,0.38,0.23,-0.04,-3.55,-0.23,-0.16,-0.06,-1.05,-0.22,-0.13,-0.04,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,-0.08,--,-0.11,-0.11,-0.11,-0.1,-0.15,-0.15,-0.15,-0.15,-0.18,-0.17,-0.16,-0.16,-3.11,-3.26,-3.53,-3.49,1.21,1.28,1.38,1.44,2.27,2.37,2.46,2.49,3.04,3.03,3.26,5.67,5.58,5.57,5.39,5.31,4.79,4.61,4.52,4.44,4.28,4.15,5.63,5.58,5.6,5.43,5.32,5.32,1.75,1.62,1.41,1.33,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.01,--,-0,0.01,0.02,-0.01,-0.01,-0.01,-0,-0.14,-0.12,-0.11,-0.11,-0.1,-0.09,-0.04,-0.01,--,-0.02,-0.02,-0.03,0.19,0.02,-0,-0,-0.09,0,--,0,1.26,0,0,0,0.59,0,0,0,1.51,0,0,0,1.01,0,0.06,--,0.04,0,0.2,0.14,--,
主营业务收入(万元),4945,3506,2225,4737,3161,2112,993,4254,2635,1790,518,647,0,0,0,211,0,0,0,6,33,33,30,1959,908,793,350,2093,1027,604,302,4368,4003,3497,1064,13543,12279,9284,6798,40321,31514,20834,9399,40204,28757,19643,9083,33682,23767,15807,6931,21737,15798,8018,2970,12379,5466,9890,3121,1614,
主营业务利润(万元),1402,960,568,1197,879,565,240,1097,545,391,-52,325,-32,0,0,174,0,0,0,6,32,32,29,-772,-591,-432,-140,-1053,-773,-557,-341,-83,249,334,144,7387,7212,5255,4002,22714,17762,11487,4978,24658,17895,12527,5498,20656,14456,9015,3527,12048,8600,3922,926,5999,2566,4560,1209,787,
营业利润(万元),252,328,251,303,148,101,-70,241,-71,-51,-262,85,-289,-197,-87,-87,-165,-111,-51,-831,-584,-214,-183,3736,6368,-6153,-1223,-85265,-7340,-5001,-2542,-33651,-7479,-4251,-1244,-9846,-5404,-5511,1245,9674,8567,5690,1784,10295,7374,4715,1591,8076,5195,3187,723,4641,3561,1634,141,2228,1013,1888,549,207,
投资收益(万元),1,1,1,50,38,27,13,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,10392,10225,-3750,--,--,--,--,0,--,0,0,-1,-353,-55,-37,-18,-73,-55,-37,-18,-73,-55,-37,-18,-73,-55,-37,-18,-73,-55,-37,0,0,0,0,0,--,
营业外收支净额(万元),-1,-1,2,-61,1,1,2,3218,5,6,6,1002,200,--,--,1861,7,-3,-4,1316,19,-84,-59,90722,5220,13279,-1,-23390,--,--,--,--,--,-1,-4,-11275,0,--,0,-201,0,0,0,-388,0,-173,0,-285,0,1,0,-208,2,3,0,-29,0,0,0,7,
利润总额(万元),251,327,253,242,149,102,-68,3459,-66,-45,-256,1087,-89,-197,-87,1774,-158,-114,-54,485,-565,-298,-242,94458,11589,7126,-1224,-108654,-7420,-5089,-2623,-33764,-7504,-4251,-1247,-21475,-5462,-5545,1229,9400,8375,5536,1646,9834,7147,4506,1403,7718,5140,3152,705,4360,3509,1601,141,2199,995,1877,639,213,
净利润(万元),106,189,123,61,26,3,-68,3264,-133,-105,-256,1071,-89,-197,-87,1774,-158,-114,-54,485,-565,-298,-242,94435,11561,7110,-1126,-107912,-7083,-4849,-1961,-31912,-6794,-3827,-1247,-20743,-5816,-5864,960,7927,6464,4445,1335,7823,5700,3485,984,5732,3741,2136,456,3204,2651,1148,100,1518,639,1013,407,150,
净利润(扣除非经常性损益后)(万元),107,191,121,122,88,64,-70,--,--,-110,--,-193,--,-197,--,-260,--,-111,--,-475,--,-214,--,-4765,--,-6169,0,-84522,0,-4761,0,-31042,--,-4028,--,-20788,0,-5866,0,7945,0,4443,0,7821,0,3460,0,5708,0,2167,0,3443,2649,1145,--,1740,0,0,0,--,
经营活动产生的现金流量净额(万元),-7013,-6443,-1841,-252,-67,-431,-491,593,-433,-384,-249,126,-76,387,644,-222,-373,-306,-56,-5341,-4569,-4319,-4285,-4116,-2651,-1187,-142,-23,-701,-646,-782,5628,469,-26,-78,-2867,-103,-351,1615,21718,13028,7169,5423,10121,5479,2861,3408,18983,11893,8484,1998,9073,0,520,--,346,525,954,0,--,
现金及现金等价物净增加额(万元),41,550,-1837,-224,-33,-411,-491,634,-355,-307,-251,1975,264,667,744,98,-53,-46,-56,-4321,-4399,-4319,-4285,6237,8643,3696,-147,-51,-715,-661,-780,742,398,-85,-134,-4592,-4768,-4646,-1457,-4371,-1757,-2563,-2024,-536,3329,-4885,-1881,-4694,-2413,-3171,-6102,-19649,0,-7901,--,33895,133,-897,0,--,
总资产(万元),10969,10678,6227,5447,6211,5531,5670,5499,5094,5020,4998,5146,3102,3681,3803,3172,3077,3141,3351,3406,2975,3250,3092,7400,70391,75481,86166,87183,146277,147060,147603,149202,180135,182074,182626,183951,193952,190868,194167,190244,186813,182069,175456,175204,153152,143652,142269,142013,141577,133045,133947,127559,117764,100892,76612,78888,27277,26784,15674,13183,
流动资产(万元),10911,10620,6174,5391,6166,5483,5620,5448,5044,4966,4946,5091,2578,3158,3279,2649,2537,2601,2811,2866,2129,2404,2240,6538,64077,19925,24988,24677,31041,30866,30318,30708,44874,45450,44650,44541,40741,36284,39187,37408,37701,33023,32842,34556,39864,30039,28181,26797,31551,28486,32588,--,--,--,44259,0,0,0,0,5233,
总负债(万元),10615,10290,5905,5249,6047,5390,5600,5361,8235,8132,8261,8153,7309,7996,8008,7290,9128,9148,9298,9299,9950,9769,9554,13620,164854,174133,191126,190911,107334,105785,103863,102838,107508,106195,103965,104044,96587,93538,90061,87135,85089,80794,77456,78564,87953,80752,80975,81799,83404,76533,79193,74375,64414,49151,27555,29814,17655,17892,8786,6701,
流动负债(万元),10341,10032,5657,5015,5827,5179,5388,5170,8094,7958,8125,8018,7309,7996,8008,7290,9128,9148,9298,9299,9950,9704,9489,13555,164854,174133,191126,190911,92962,91413,91386,90361,95992,94678,79948,92527,85109,82060,66078,63155,61144,56849,53508,54619,50581,45234,40457,41317,39962,33091,35751,--,--,--,25475,0,0,0,0,5401,
股东权益不含少数股东权益(万元),304,388,322,198,164,141,69,138,-3180,-3152,-3303,-3047,-4208,-4315,-4205,-4118,-6051,-6007,-5947,-5893,-6975,-6519,-6462,-6221,-94463,-98915,-107150,-106024,36765,39000,41888,43849,68967,71934,74613,75761,92207,92158,98982,98022,96459,96168,93058,91723,60362,58147,56906,55922,53923,52318,50638,50182,50397,48894,47865,47878,8541,7902,6889,6482,
净资产收益率加权(%),42.24,64.68,--,--,17.54,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,-6.94,0,-207.25,0,-11.71,0,-53.36,--,-4.6,--,-23.67,0,-6.17,0,8.35,0,4.73,0,12.26,0,6.09,0,10.73,0,4.16,0,6.48,0,0,--,6.97,0,13.7,6.08,5.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
