报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1995-12-31,1994-12-31,1993-12-31,
基本每股收益(元),0.15,0.1,0.1,-0.86,-0.29,-0.25,-0.18,-0.31,0.07,0.27,0.23,0.69,0.65,0.47,0.37,0.66,0.44,0.33,0.25,0.48,0.24,0.24,0.22,0.66,0.31,0.21,0.2,0.64,0.47,0.27,0.2,0.41,0.26,0.14,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.1,3.87,3.83,3.65,3.78,3.41,3.19,3.08,3.24,2.99,2.76,2.76,3.28,3.06,2.71,2.61,3.13,2.93,2.76,2.56,2.86,2.67,2.5,2.38,2.5,2.37,2.27,2.24,2.36,2.3,2.23,2.2,2.3,2.24,2.2,2.09,2.09,2.07,2.1,2.26,2.44,2.42,2.51,2.57,2.78,2.73,1.98,1.66,2.48,2.02,2.66,2.19,1.96,1.95,1.88,2.54,1.57,1.31,1.18,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.14,0.13,0.29,0.11,0.02,0.97,0.43,0.3,0.07,-0.08,-0.31,-0.2,0,1.26,1.18,0.64,0.13,0.05,0.1,-0.15,0.12,1.22,0.57,0.34,0.36,0.28,0,--,0,0.18,0,0,0,0.31,0,0,0,0.35,0,0,0,0.27,0,-0.02,--,0.26,0.21,0.34,0.34,0.56,-0.24,0.3,-0.1,--,--,--,--,--,--,
主营业务收入(万元),61891,38884,26362,36487,27826,14186,7431,48575,48894,41135,32353,163619,123701,87585,64088,148191,105935,66013,41972,181816,90223,69032,42755,167350,84490,44062,27021,117891,87537,54731,35247,100395,71550,48518,28313,80451,49962,32295,18201,60404,41899,26386,17513,79372,60980,38673,24853,91870,65585,48450,27756,105239,75666,54519,30095,114436,62432,128056,70109,118107,53405,31726,12457,30260,10707,31061,38198,26631,20792,
主营业务利润(万元),37756,23996,16671,19743,15284,7178,3879,26187,30386,28077,23656,116982,89820,64038,47063,94398,67750,42425,29894,81609,52595,40106,28305,88472,53785,28710,21130,82095,62600,37956,25111,64784,45553,30632,--,47670,31309,19963,12130,36229,26065,17308,11752,36615,24461,11023,6604,22721,16006,12838,8315,30306,20436,17824,10329,40036,23176,35515,19663,33966,16695,5381,1755,3139,195,3585,2910,2399,428,
营业利润(万元),10761,7662,7213,-30745,-16740,-14962,-10409,-15350,2284,13839,11977,50999,48013,34137,26483,40452,29080,21935,18216,37760,20098,18110,16014,48689,22544,14034,12574,48863,36369,22262,13795,43171,28212,17809,11484,22309,12899,7169,5164,14729,10796,7122,5605,13480,9452,2001,1760,-15624,-13082,-5745,3149,7656,6792,8494,4810,22066,16137,22060,14732,30235,15578,2819,274,3168,0,3658,2904,2384,471,
投资收益(万元),--,--,--,--,--,--,--,12744,12744,12744,--,470,470,470,--,2095,1949,1949,1949,4111,3474,793,793,1435,1259,537,36,1969,943,790,126,1203,1226,1172,1286,410,87,81,-38,1757,78,17,15,-748,-138,-161,-80,-464,-201,-161,-80,-328,-200,-126,-75,16,35,26,-4,18,--,1507,0,430,410,100,118,111,11,
营业外收支净额(万元),7,-10,212,1112,491,378,169,-543,4506,4432,3452,2911,358,101,36,7767,3441,2352,13,2210,1487,983,3,1260,861,830,814,-82,--,--,--,--,--,--,--,10,0,--,0,255,0,0,0,179,0,0,0,-89,-114,-85,-25,-444,-126,-22,0,-285,0,-48,0,220,163,0,0,0,-397,0,--,--,--,
利润总额(万元),10768,7652,7425,-29633,-16248,-14583,-10240,-15893,6790,18271,15429,53910,48371,34239,26519,48218,32521,24288,18229,39970,21585,19093,16017,49950,23405,14864,13388,48781,35497,21408,13870,43180,28188,17811,11487,22728,13020,7271,5141,16741,11091,7322,5672,12911,9151,1726,1584,-16177,-13397,-5991,3043,6885,6476,8346,4736,21900,16021,22037,14697,30474,15742,4281,258,3537,205,3382,2503,2282,380,
净利润(万元),7080,5019,4813,-41847,-13991,-12168,-8548,-15357,3460,13404,11405,33773,31740,22987,18045,32047,21305,15905,12245,23539,11705,11861,10740,32056,15184,10315,9671,31368,23204,13365,9545,20124,12605,6766,4982,10087,5480,3537,3440,7781,4267,2818,2756,7043,5229,605,706,-17688,-15778,-7775,1171,1534,1204,4048,1993,17278,13099,17897,12350,22860,7125,3640,199,2987,168,2868,2112,1940,300,
