报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.29,0.32,0.16,1.21,0.79,0.55,0.13,1.17,0.96,0.75,
每股净资产(元),9.45,9.47,6.81,6.65,6.24,--,--,5.44,4.27,3.42,
每股经营活动产生的现金流量净额(元),-0.61,-0.6,-0.44,0.61,-0.52,0.01,-0.32,1.34,0.91,0.18,
主营业务收入(万元),36300,26099,12248,58159,42249,27484,11254,46673,37058,33229,
主营业务利润(万元),11149,8344,3880,20711,14946,10385,3959,18311,15279,12584,
营业利润(万元),2677,2810,1388,10527,7357,5405,1261,10255,8245,6445,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),334,325,19,345,138,26,21,202,350,239,
利润总额(万元),3011,3135,1407,10873,7495,5431,1281,10457,8595,6684,
净利润(万元),2539,2704,1200,9084,5943,4125,1005,8759,7200,5617,
净利润(扣除非经常性损益后)(万元),--,2442,1185,8716,5762,4036,989,8528,6871,5508,
经营活动产生的现金流量净额(万元),-6104,-6046,-3285,4547,-3925,64,-2420,10019,6735,1382,
现金及现金等价物净增加额(万元),30886,36853,-3418,-5262,-6927,-1315,4902,6715,974,-2471,
总资产(万元),118328,118308,78523,78009,74375,--,--,66593,49161,42605,
流动资产(万元),97033,99029,59351,59222,61750,--,--,54979,37977,31206,
总负债(万元),23781,23597,27419,28104,27612,--,--,25772,17100,16919,
流动负债(万元),23708,23521,27340,28022,27525,--,--,25677,16999,16767,
股东权益不含少数股东权益(万元),94547,94711,51104,49904,46764,--,--,40821,32062,25687,
净资产收益率加权(%),3.41,4.14,2.38,20.02,13.57,9.62,2.43,24.04,25.12,24.34,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
