报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1997-12-31,1996-12-31,1995-12-31,
基本每股收益(元),0,0,0,0.01,0.01,0,0,0.01,-0.02,-0.02,-0.01,-0.14,-0.1,-0.04,0.01,0.24,0.21,0.17,0.14,0.91,0.74,0.5,0.22,0.77,0.57,0.39,0.28,1.22,0.93,0.62,0.3,0.76,0.55,0.36,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.21,--,2.26,2.32,3.55,3.54,3.51,3.46,6.78,6.64,5.02,4.77,4.5,4.27,4.07,3.89,5.93,5.65,4.18,3.87,3.51,3.25,3.04,2.85,2.67,2.49,2.43,2.38,2.32,2.28,2.25,2.23,2.22,2.2,2.18,2.17,2.15,2.15,2.22,2.26,2.37,2.36,2.36,2.36,2.33,2.34,2.33,2.34,2.04,1.97,2.75,2.67,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.24,--,-0.25,-0.27,-0.36,0.02,-0.03,0.03,-0.26,0.6,0.47,0.29,0.14,0.08,0.05,0.17,0.15,1.02,0.06,0.36,0.51,0.42,0.19,0.17,-0.22,1.03,0,--,0,0.55,0,0,0,0.45,0,0,0,0.37,0,0,0,-0.07,0,-0.13,--,-0.08,0.02,-0.05,0.14,-0.1,--,-0.16,--,--,--,
主营业务收入(万元),453229,298406,131864,902332,537536,371582,154605,955141,547032,373036,188702,936008,599799,408324,190219,1032596,649125,443569,214580,965374,721157,483524,222868,806889,574213,386655,167401,704760,501141,325236,151108,472508,337513,242491,114000,344068,255235,163116,72039,245089,167112,108273,52849,183293,129653,80956,33401,100564,63718,43164,19456,81642,49554,33744,11856,66511,34684,54378,23304,42562,18126,39635,41620,32995,38227,
主营业务利润(万元),86372,53412,25110,139437,93447,63109,33831,137400,83604,55063,34753,90699,65017,54094,40631,135661,104089,77002,39647,143206,113306,77999,40898,110540,86044,59491,25368,100610,77852,52361,22098,71214,50574,34195,--,42898,27721,19551,8740,26871,18393,12833,6509,25009,16629,11190,4646,8552,4953,3348,3570,14197,9699,7223,2699,11083,6669,9246,4621,10424,3386,9824,9382,--,--,
营业利润(万元),-2374,-2075,-2123,-7826,-3365,-3395,-2079,-3891,-9941,-8292,-3209,-39170,-25908,-12065,1885,37072,34232,26874,11748,69578,56793,37911,16453,54252,39867,26653,11327,44550,33565,22155,11079,30901,22728,14732,6955,9404,7103,4903,2158,4236,2917,2176,796,2448,1419,1117,240,-7260,-4982,-3486,198,1750,1585,1506,203,3143,2554,4701,2520,7235,1915,6400,5818,--,--,
投资收益(万元),--,--,--,--,--,--,--,10,--,--,--,-24,--,--,--,-4,--,--,--,0,--,--,--,0,13,13,0,-0,-75,-75,--,-213,-77,-77,0,0,0,--,0,1,0,0,0,-116,0,0,0,1,1,1,0,0,1,1,0,8,0,15,-0,13,21,100,0,--,--,
营业外收支净额(万元),6465,5310,4974,9860,4620,3575,2231,4850,3473,2324,417,4249,551,471,29,3450,-43,-334,-335,-2417,-1475,-869,-423,1123,742,953,1103,734,--,939,292,-1750,--,--,--,-1637,0,--,0,-1670,0,0,0,-464,0,0,0,-406,-187,0,0,-37,-87,-99,0,-434,0,215,0,773,0,0,--,--,--,
利润总额(万元),4091,3235,2851,2034,1255,180,151,959,-6468,-5969,-2793,-34921,-25358,-11594,1915,40521,34189,26540,11413,67160,55318,37043,16030,55375,40609,27606,12431,45284,34645,23094,11372,29151,21362,13839,6469,8144,5713,3873,1662,2739,1738,1215,538,1868,958,796,62,-7636,-5168,-3690,112,1844,1499,1408,145,2816,2442,5141,2886,8274,2253,7344,6268,--,--,
净利润(万元),1087,758,383,3213,1947,1137,627,2550,-5212,-4767,-1865,-33223,-23324,-9186,1915,39037,34246,26851,11413,65178,52986,35481,16030,55375,40592,27589,12419,45237,34638,23088,11367,28155,20405,13345,6425,8056,5637,3832,1645,2699,1711,1206,527,1824,956,812,49,-7901,-5200,-3735,68,1070,1032,1015,27,2053,2025,5237,2453,7033,1915,6242,4200,4041,4968,
净利润(扣除非经常性损益后)(万元),-4371,-3734,-3837,-5101,-1912,-1862,-1265,-1442,-8045,-6640,--,-36827,--,-9617,--,35790,--,26846,--,66049,--,35421,--,53530,0,26268,0,43324,0,22540,--,28017,0,13154,--,7565,0,5089,0,2568,0,2166,0,1963,0,1133,0,-8300,0,-3434,0,1379,1430,1421,--,2065,2025,4330,2038,6126,--,--,--,--,--,
