报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.26,0.07,0.65,0.39,0.31,0.07,0.5,0.52,0.43,
每股净资产(元),4.8,4.74,4.66,3.26,3,--,--,2.61,2.11,1.58,
每股经营活动产生的现金流量净额(元),-0.09,-0.03,-0.58,-0.13,-0.92,-0.33,-0.73,0.21,0.3,-0.35,
主营业务收入(万元),21849,15887,5525,30405,20684,15017,5049,26344,27603,22349,
主营业务利润(万元),6827,5087,1598,9180,6293,4465,1280,7918,8274,6923,
营业利润(万元),3181,2507,524,4280,2754,2172,435,3500,3853,3046,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),211,156,83,395,211,163,86,312,219,275,
利润总额(万元),3392,2663,607,4676,2965,2334,521,3812,4072,3321,
净利润(万元),2639,2069,507,4282,2586,2030,440,3303,3450,2859,
净利润(扣除非经常性损益后)(万元),--,1952,--,3946,2407,1892,--,3038,3263,2953,
经营活动产生的现金流量净额(万元),-810,-266,-5083,-869,-6101,-2165,-4848,1390,1961,-2328,
现金及现金等价物净增加额(万元),2875,7214,13412,-1972,-6953,-2755,-5204,4812,1416,-3929,
总资产(万元),56801,57958,62494,47438,44040,--,--,41956,32255,24354,
流动资产(万元),46190,48968,54115,39347,36101,--,--,34000,24218,19918,
总负债(万元),14536,16263,21480,25955,24251,--,--,24754,18356,13905,
流动负债(万元),14344,16013,21164,25688,24126,--,--,24620,18356,13905,
股东权益不含少数股东权益(万元),42265,41696,41014,21484,19788,--,--,17202,13899,10449,
净资产收益率加权(%),7.09,5.88,1.81,22.14,13.98,11.14,2.52,21.24,28.34,31.92,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
