报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1998-12-31,1997-12-31,
基本每股收益(元),0.01,0.04,0.01,0.35,0.27,0.2,0.09,0.36,0.26,0.19,0.09,0.36,0.3,0.2,0.2,0.98,0.68,0.45,0.21,0.76,0.5,0.31,0.14,0.6,0.43,0.24,0.11,0.44,0.3,0.18,0.1,0.31,0.21,0.12,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.67,--,5.52,5.43,8.71,8.58,8.2,7.97,7.88,5.58,5.32,5.13,5.08,4.94,3.7,3.51,3.38,3.37,3.24,3.12,3.13,3.03,2.93,2.84,2.89,2.78,2.71,2.67,2.75,2.69,2.67,2.61,2.69,2.61,2.48,4.27,4.13,3.91,3.66,3.46,3.29,3.22,3.17,3.13,3.09,3.06,3.09,4.77,2.23,0.43,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.08,--,0.44,0.27,0.01,1,0.56,0.26,0.15,1.05,1.02,0.7,0.22,0.98,0.6,0.4,0.12,0.49,0.23,0.25,0.08,0.97,0.85,0.34,0.12,0.24,0,--,0,0.25,0,0,0,0.7,0,--,0,1.16,0,0,0,0.48,0,0.12,--,0.28,0.11,0.36,0.12,0.09,--,--,
主营业务收入(万元),670705,451053,235572,1009675,742134,477272,230702,860431,638088,427326,201633,580177,439800,289732,141730,516139,362928,248707,121477,454451,327430,213636,101448,400347,291997,181888,85081,318198,237599,157128,77727,283877,211032,133931,66193,226199,174157,113855,58608,190587,146684,97084,49576,177984,134214,89922,44912,155095,101526,60991,26416,76232,54149,35179,16627,57583,27697,51800,25507,35791,28366,26956,
主营业务利润(万元),172631,118090,57009,334054,238941,155181,70544,294454,219683,145652,67435,144522,104022,68060,30871,142856,102218,68268,33848,130374,92872,58845,28160,108395,77560,47109,21818,87771,67623,44609,23161,71405,53423,32252,--,49845,36379,23558,12356,50710,40568,28484,14634,66644,51583,34767,16689,66614,47324,27110,10835,25944,16734,10146,5071,19545,9193,20672,10205,17143,12874,12386,
营业利润(万元),4548,13142,7476,64225,49451,37370,18138,56290,45246,32642,16241,28393,27479,17798,10189,56716,41735,27195,12348,43301,29977,17830,7994,34281,23857,12760,5655,24074,18413,11541,6071,20210,15312,8614,4684,10941,8012,5788,4118,16995,13613,10000,4961,30522,25701,18492,8429,25186,17363,9847,2899,7124,3898,2324,1163,5465,3209,6486,3177,6078,5523,5934,
投资收益(万元),3357,1965,999,4221,952,361,141,1396,673,402,125,3545,3135,3065,2802,1886,1190,893,-4,4194,1333,805,-4,-56,-11,-7,-4,0,3,-7,-4,138,194,194,0,58,-4,-3,-2,395,3,2,1,4,3,2,1,-0,-4,-5,1,198,48,49,51,199,302,-316,-5,-10,-8,2,
营业外收支净额(万元),11625,1049,-107,15618,9457,2285,1332,9863,2375,971,535,4611,2918,2974,2342,5164,656,328,159,1695,304,354,48,786,130,409,530,15,--,-253,--,--,--,--,--,-380,0,--,0,-531,0,0,0,-1061,0,-974,0,-2061,-642,0,-24,-246,-103,-21,0,73,0,91,0,-289,--,--,
利润总额(万元),16173,14191,7370,79843,58907,39655,19469,66153,47621,33614,16777,33003,30397,20772,12530,61880,42391,27524,12507,44996,30280,18184,8042,35066,23986,13170,6185,24090,17850,11289,5928,19394,14663,8596,4700,10641,7802,5666,4097,16859,13384,9688,4791,29527,24660,17521,8405,23124,16723,9296,2896,7119,3940,2413,1248,5807,3612,6365,3173,5779,5424,5310,
净利润(万元),443,3676,506,30790,22704,16961,7559,30186,21484,16047,7449,30129,24796,17081,10436,50408,34959,22740,10155,36576,24239,14907,6619,27225,19383,10650,4942,19532,13617,8277,4457,13967,9590,5409,3102,8034,5022,3678,2733,11588,9286,6765,3402,21725,17715,12737,5580,17216,11100,6194,1920,5010,2579,1641,753,4854,2991,5578,2341,4946,4730,5256,
净利润(扣除非经常性损益后)(万元),-3597,2765,656,18324,17606,15035,6430,21999,19174,14941,--,24068,--,12965,--,45996,--,22505,--,33239,--,14616,--,26589,--,10338,0,19991,0,8466,--,14409,0,5423,--,8150,0,3800,0,11524,0,6978,0,21987,0,12841,0,17450,0,6278,0,5277,2585,1607,--,4801,2890,5348,2344,--,--,--,
