报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.52,0.31,0.18,0.8,0.56,0.31,0.16,0.62,0.4,0.22,0.12,0.72,0.51,0.28,0.13,0.99,0.73,0.38,0.16,0.82,0.56,0.39,0.58,0.43,0.47,0.39,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,5.48,5.19,7.28,7.06,6.81,6.47,9.59,9.43,9.19,2.89,2.5,--,1.68,2.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.86,0.7,0.34,1.18,0.62,0.34,0.1,0.42,0.41,0.17,0.46,--,0.28,-0.03,
主营业务收入(万元),698521,442423,181095,729595,511559,320600,135579,459166,305353,178682,78278,314720,216177,126332,59260,255557,180575,98537,33783,101055,62489,38813,58470,39464,63027,35108,
主营业务利润(万元),152473,89966,40539,166183,114405,67466,23952,91813,60348,33690,14391,64447,44336,24757,9779,55414,39218,19721,5268,18878,12489,8441,12626,9036,11983,6721,
营业利润(万元),77569,43489,17401,80311,60395,33108,14525,48988,30552,15448,5425,38955,28474,15499,5331,41334,29936,15100,3571,14407,9089,6298,8941,6442,7141,3452,
投资收益(万元),663,394,-261,1639,4911,4760,4642,4638,362,362,--,517,--,--,--,--,--,0,--,--,--,--,--,--,--,0,
营业外收支净额(万元),3760,3449,1400,6068,3434,2001,804,5337,2293,2058,1032,1231,1055,909,113,1133,851,607,222,153,-43,-41,571,490,--,--,
利润总额(万元),81329,46939,18801,86379,63829,35110,15329,54325,32845,17506,6457,40186,29529,16408,5443,42467,30787,15706,3792,14560,9046,6257,9512,6933,7038,3476,
净利润(万元),65259,38147,15257,63005,43054,23793,9022,33978,22013,11947,4539,26309,18623,10364,3301,25718,19033,9941,2707,11578,7303,5063,7412,5365,5887,3213,
净利润(扣除非经常性损益后)(万元),62192,35250,14122,60206,40540,22302,8522,28719,20685,10771,3948,25486,--,9774,--,24870,--,9495,--,11578,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),15476,5268,-4530,32090,18542,10997,4560,29429,14950,13954,3361,41817,31275,25401,8955,30875,16162,8810,1694,7336,7093,2164,5924,4929,3477,-316,
现金及现金等价物净增加额(万元),-67473,-63829,-27215,148225,202296,10704,9642,26443,-588,5207,8085,-24872,-55773,-33500,-13860,42163,-69493,-24061,-15501,17802,127612,2996,5837,4132,1896,-851,
总资产(万元),1112320,1028027,994888,969163,961784,700802,628507,616497,518249,460072,426385,406260,382405,323423,316668,328512,310303,356698,220690,204564,188843,61593,54272,--,40021,34841,
流动资产(万元),675290,609435,599971,597188,646361,392383,350577,341066,294415,251893,231598,216230,211437,195997,196286,220328,208901,263453,184462,189846,174351,47777,41101,--,26010,22457,
总负债(万元),562699,499084,484236,472737,409938,374152,311519,302780,238076,193274,165847,151712,138323,97562,90269,108554,101040,159426,41518,33659,22849,17896,16136,--,14343,13961,
流动负债(万元),532581,468551,452514,440727,374309,338254,281632,272766,221923,185854,164279,150065,135097,96900,89601,107916,95401,153773,35850,33659,22849,17896,16136,--,14343,13961,
股东权益不含少数股东权益(万元),516064,490320,473644,459209,469152,248891,239988,231754,223648,213480,209617,205187,199886,189295,189898,184027,177638,168650,166639,163932,159657,37592,32530,--,21117,18418,
净资产收益率加权(%),13.38,8.04,3.27,20.3,12.29,9.79,3.82,15.48,10.18,5.66,2.14,13.58,10.73,5.55,1.78,19.82,10.97,5.72,1.64,30.22,20.18,14.44,28.7,--,27.56,25.33,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
