报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,
基本每股收益(元),0.08,0.07,0.04,0.16,0.14,0.1,0.07,0.2,0.17,0.12,0.06,0.22,0.19,0.13,0.07,0.2,0.16,0.12,0.08,0.38,0.31,0.23,0.17,0.46,0.31,0.22,0.12,0.35,0.28,0.21,0.15,0.7,0.47,0.32,0.14,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.9,2.86,2.8,2.84,2.77,2.74,2.71,3.28,3.2,3.12,3.04,4.6,4.43,4.29,4.2,4.19,4.07,4,3.94,5.87,5.73,5.51,5.34,5.46,5.29,2.46,2.33,2.32,1.68,1.08,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.24,0.14,0.09,0.23,0.14,0.08,0.02,0.46,0.27,0.14,0.12,0.61,0.4,0.28,0.12,0.44,0.19,0.16,0.1,0.63,0.49,0.31,0.06,0.55,0,0.36,0.53,0.81,0.57,
主营业务收入(万元),11947,7290,3528,15969,12543,8926,4282,19911,16225,12150,5165,16030,11462,8074,3571,14410,11058,7471,3926,17302,11435,7517,3452,13446,9252,5880,2773,10559,7684,4966,2266,7824,5682,3675,1739,6280,4758,3214,6374,5318,3626,
主营业务利润(万元),9076,6289,3063,12677,10203,6940,3275,13048,10049,6778,3082,12354,9462,6526,3063,11838,9482,6431,3308,12425,9759,6479,3028,11240,7890,5101,2420,8947,6760,4367,2013,6642,4900,3175,--,5338,4108,2785,5551,4430,3038,
营业利润(万元),2652,2185,1082,3986,3577,2474,1284,3980,3454,2384,1125,4275,3516,2522,1189,3455,3025,2283,1205,5416,4078,2928,1778,4591,3210,2178,1065,3783,3125,2528,1108,4957,3325,2221,1004,2893,2266,1577,3182,2850,1406,
投资收益(万元),-125,-139,-99,66,66,15,-48,-11,-42,-50,-42,28,15,8,-5,33,18,21,47,732,593,577,477,330,26,-73,-26,335,348,313,80,1531,688,277,80,359,50,44,-36,32,25,
营业外收支净额(万元),-8,0,0,11,39,27,17,65,61,49,48,175,158,100,90,359,211,134,99,627,877,765,70,333,250,213,227,106,--,--,--,--,--,--,--,9,0,--,--,--,--,
利润总额(万元),2644,2185,1082,3997,3615,2502,1301,4045,3515,2433,1173,4450,3674,2622,1279,3814,3236,2417,1304,6043,4955,3693,1848,4924,3460,2391,1292,3889,3232,2594,1191,5060,3387,2263,1014,3318,2328,1644,3191,2984,1471,
净利润(万元),2134,1722,866,3337,2937,2016,1067,3296,2812,1974,988,3621,3015,2135,1056,3234,2661,1996,1103,5135,4124,3080,1549,4100,2826,1987,1052,3123,2489,1919,895,4216,2823,1906,849,2813,1973,1400,2902,2699,1350,
净利润(扣除非经常性损益后)(万元),2124,1684,844,3312,2900,1995,1052,3233,2757,1929,943,3479,--,2053,--,2960,--,1898,--,4054,--,1963,0,3513,--,1813,0,2777,0,1876,--,4113,0,1870,--,2378,1886,1319,2818,2558,1221,
经营活动产生的现金流量净额(万元),1583,1587,522,2854,1742,891,248,5212,2747,1451,1067,6301,3838,2268,1454,3726,2199,1312,210,6185,3579,1953,1041,5499,3564,2545,1063,3977,1728,1401,614,3764,2936,1840,357,3274,2301,1612,2378,3656,2583,
现金及现金等价物净增加额(万元),-4423,442,420,-830,-1628,-2763,260,3028,647,-519,855,3399,2061,480,1427,2148,814,72,375,3546,803,-42,995,967,-896,-1899,468,2007,487,-197,199,1284,-1278,-1820,261,21231,848,203,2032,2541,3591,
总资产(万元),59231,59223,59092,58926,57940,57044,59958,59357,57307,56289,57552,56575,54451,53136,54234,52546,51252,50814,51294,50704,48668,46959,47871,47545,45658,44676,44362,43193,42055,40620,40276,39646,37899,35906,36161,35559,15527,14855,15081,12496,8274,
流动资产(万元),42879,47808,47496,47104,46169,45250,48466,47657,45550,44452,45705,44672,43488,42010,43001,41149,39761,39246,39555,38872,37591,35725,36477,35664,33797,32756,35792,34509,33195,33263,32579,32265,30616,29671,31032,30984,10941,10228,10374,7915,5701,
总负债(万元),8152,8676,8374,9015,8388,8811,9435,9907,8402,8279,8929,8893,7465,7064,7592,6985,6236,6386,6442,7274,6194,5600,6207,6942,6239,6099,5922,5779,5365,4496,4409,4638,4202,3709,3261,3685,4323,4224,4504,4845,3377,
流动负债(万元),7791,8313,8008,8647,8096,8507,9118,9579,8110,7974,8612,8565,7192,6779,7294,6675,5915,6053,6097,6917,6194,5600,5532,6246,5564,5424,5247,5329,5365,4496,4352,4564,1190,941,761,3685,4302,4218,4503,4815,3344,
股东权益不含少数股东权益(万元),49727,49289,49469,48669,48346,47422,49740,48656,48141,47303,47936,46982,46352,45438,46033,44955,44423,43833,44283,43135,42150,41044,41408,39864,38645,37788,37692,36656,36030,35484,35212,34365,33087,32041,32752,31744,11074,10501,10451,7549,4842,
净资产收益率加权(%),4.32,3.48,1.77,6.97,5.84,4.04,2.17,6.91,5.81,4.08,2.08,7.88,6.57,4.64,2.29,7.36,6.07,4.51,2.52,12.42,10.03,7.49,3.74,10.74,--,5.28,0,8.76,0,5.5,--,12.87,0,5.81,--,25.94,0,13.36,32.24,43.59,46.88,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
