报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.13,-0.07,0,0.06,0.05,0.05,0.04,0.27,0.24,0.21,0.12,0.7,0.52,0.36,0.2,0.72,0.58,0.38,0.17,0.52,0.46,0.34,0.15,0.5,0.37,0.27,0.14,0.52,0.44,0.27,0.11,0.44,0.36,0.19,0.34,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,6.65,--,6.44,6.3,6.37,6.12,6.04,5.82,5.75,5.54,5.53,5.4,5.34,5.16,5.09,4.97,4.92,4.79,4.57,4.46,4.35,2.64,0,2.47,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.08,0.94,0.49,0.31,0.23,1.15,0.73,0.47,0.12,0.81,0.47,0.36,0.08,0.8,0.33,0.23,0.07,0.75,0.54,0.41,0.06,0.43,0,0.11,0.46,--,--,
主营业务收入(万元),4487884,2974656,1307500,7066384,5207932,3543458,1685866,8231648,5960966,4039817,2012507,8729167,6460389,4540770,2192002,8887241,6629398,4244216,2090911,7126842,5256421,3556071,1558969,5372950,3789998,2276442,996341,5146493,4217713,2660790,1125623,3682331,2734743,1692988,2834673,2608152,1787853,
主营业务利润(万元),1275373,841674,353821,2015134,1508680,1092175,558865,2488071,1856525,1281630,680120,3020433,2191448,1487046,784573,2851133,2181896,1428748,671072,2264425,1787493,1255614,594304,1835049,1359641,875906,404092,2037545,1630916,1084727,467021,1517622,1130492,705671,1106535,943868,770060,
营业利润(万元),-185169,-104827,3047,141645,135275,133947,94162,589114,510337,447585,260175,1330674,970054,672391,371265,1347753,1085112,717156,324937,984976,860562,635956,282688,902631,690226,485540,259181,967528,818294,506373,192005,704409,577752,305284,358467,381578,234696,
投资收益(万元),27527,21695,6001,45695,16159,7338,1831,8512,7702,8621,2467,7392,23123,21441,-1398,30380,5502,3536,607,-9592,1405,2645,755,39306,21321,17763,17517,16007,7501,3307,2568,9426,5243,753,4629,17,742,
营业外收支净额(万元),7539,5973,8830,10491,7095,5398,602,13037,3387,1091,-561,10523,4751,4182,680,8492,4396,2566,802,37185,28252,25873,2,17450,7198,7947,3538,--,--,--,--,10287,--,0,31477,296,-181,
利润总额(万元),-177630,-98854,11877,152135,142369,139345,94765,602151,513724,448676,259614,1341197,974804,676573,371945,1356246,1089508,719722,325739,1022161,888814,661829,282689,920081,697424,493487,262719,997224,846563,529836,194521,714696,581548,309805,389944,381873,234515,
净利润(万元),-166630,-96521,1514,76668,65920,68630,53816,357560,318201,274154,165526,928127,684584,476907,263710,950382,764584,498842,230027,690898,606498,445578,198442,662217,494056,353121,185972,681186,573711,354787,140983,517130,424357,227808,271676,306647,164714,
