报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.31,0.26,0.17,0.63,0.54,0.38,0.18,0.96,1.11,1.06,
每股净资产(元),5.57,5.52,4.35,4.34,--,--,3.89,3.92,3.19,2.07,
每股经营活动产生的现金流量净额(元),0.27,0.36,0.36,0.51,--,0.14,0.09,0.78,0.72,1.03,
主营业务收入(万元),9581,7005,4051,17283,14316,10131,5181,23859,26418,23134,
主营业务利润(万元),3648,2786,1571,6698,5311,3900,2000,8676,10248,9505,
营业利润(万元),1726,1300,1030,3666,3158,2198,1017,5345,6580,6254,
投资收益(万元),76,19,19,50,32,9,--,--,--,--,
营业外收支净额(万元),438,437,-0,23,12,8,7,333,32,55,
利润总额(万元),2163,1737,1030,3689,3170,2206,1024,5679,6612,6309,
净利润(万元),1859,1499,885,3211,2736,1913,900,4890,5686,5397,
净利润(扣除非经常性损益后)(万元),--,1126,767,3148,--,1899,894,4607,5658,5316,
经营活动产生的现金流量净额(万元),1807,2418,1858,2620,1633,700,466,3993,3647,5268,
现金及现金等价物净增加额(万元),-2086,15411,470,-394,-806,-663,167,2500,1572,523,
总资产(万元),41867,42677,27486,28726,--,--,28608,27813,28651,28159,
流动资产(万元),34483,35840,21080,22868,--,--,24522,23676,24568,24932,
总负债(万元),3975,5145,5309,6567,--,--,8760,7845,12400,17594,
流动负债(万元),3938,5102,5260,6515,--,--,8690,7773,12321,17524,
股东权益不含少数股东权益(万元),37891,37532,22177,22159,--,--,19848,19968,16251,10565,
净资产收益率加权(%),6.06,5.39,3.97,15.49,--,9.45,4.48,27.3,42.41,61.12,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
