报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2005-12-31,
基本每股收益(元),0.56,0.34,0.18,1.09,0.7,0.4,0.17,0.86,0.55,0.31,0.22,1.1,0.71,0.39,0.15,0.7,0.47,0.24,0.16,0.76,0.54,0.28,0.08,0.42,0.23,0.09,0.01,1.14,0.81,0.53,0.23,0.86,0.54,0.45,0.08,1.38,0.71,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,6.08,5.68,5.57,5.33,2.78,2.54,2.31,4.51,4.35,4.13,2.64,2.44,3.65,3.46,3.32,6.77,6.76,6.41,6.16,1.97,1.74,--,0,0,6.12,3.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.31,0.19,0.06,0.74,0.35,0.18,0.07,0.86,0.35,0.11,0.04,0.28,0.12,0.13,0.15,0.45,0.49,0.37,0.26,0.38,--,0.44,0.17,4.02,1.1,
主营业务收入(万元),909646,541637,242138,1269899,835860,467305,209661,1004882,623622,366539,160289,725321,453126,254789,97995,407700,275372,146613,61201,264467,184549,103774,36071,112685,71376,35875,13220,101244,78375,47175,19667,64472,40898,23055,8637,16145,10294,
主营业务利润(万元),228650,137063,62895,342356,225493,125457,52917,265624,170770,99050,42346,184207,121147,70474,27480,111972,76044,39016,15601,66709,44917,24671,8299,26343,16379,8234,2735,29040,22439,13619,5595,18119,11474,6459,2496,5749,3894,
营业利润(万元),101454,60861,31632,192411,123143,67606,28652,152752,95936,54060,22619,107279,69514,38456,14007,63463,42114,20890,6679,34263,24523,12544,3273,11244,6321,2533,58,14912,11736,7051,2857,9634,5967,3171,1104,3394,1719,
投资收益(万元),34,20,16,213,292,13,121,530,341,170,78,-44,-53,-1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,0,0,--,-0,
营业外收支净额(万元),263,221,-166,8169,5688,5288,2927,4720,5193,3334,103,2976,1466,484,371,3118,1991,1572,831,1748,398,130,113,1189,939,10,4,497,--,--,--,-46,-24,--,--,4,-29,
利润总额(万元),101717,61082,31466,200580,128831,72894,31579,157472,101129,57394,22722,110255,70981,38940,14379,66581,44105,22461,7510,36011,24921,12674,3386,12433,7260,2543,62,15409,11697,6974,2876,9588,5943,3334,1137,3398,1690,
净利润(万元),85420,51837,26973,165739,107281,60753,25780,130663,83918,48024,19053,90870,57872,31459,11472,52802,35037,17952,5908,27645,19261,9932,2704,9988,5543,2060,70,12262,8394,5009,2043,7707,4865,2722,962,2860,1462,
净利润(扣除非经常性损益后)(万元),85345,51689,26997,158979,102510,56447,23395,126870,79621,45276,18967,88414,--,31085,--,50155,--,16486,--,25836,--,9821,0,8615,--,2051,0,11791,0,5067,2029,7517,--,2295,755,2208,1430,
经营活动产生的现金流量净额(万元),80537,86174,35842,116487,48688,68710,43794,84641,19892,36869,18238,55781,26522,15100,5324,55739,26645,13522,2653,32139,13111,4078,1554,6793,2921,3023,1777,5359,5858,4462,2321,3387,1077,2629,1544,8310,2284,
现金及现金等价物净增加额(万元),-141035,-134670,-59925,225004,-7506,8610,-10034,28943,-20015,40030,-10446,65060,70036,90312,184765,35177,13789,-14865,7508,24780,39973,-4095,-3956,-12357,1651,-7285,-10959,36362,42875,51331,861,-2561,717,3811,3167,8791,140,
总资产(万元),1915510,1689809,1663477,1775774,1487562,1330075,1221452,1259640,1110885,1016473,902029,938180,882602,799322,799884,556840,499797,391993,359382,328331,332749,240418,197797,181041,175931,144585,135836,142691,134116,133972,76049,65611,--,0,0,57455,18067,
流动资产(万元),1084042,938915,943078,1077313,856013,714846,644435,716675,596550,514490,408528,458321,466650,417518,463283,265711,265937,188744,187822,169696,197201,126835,106467,100148,107200,80583,75049,84849,88535,93582,41214,32772,--,--,--,41871,14111,
总负债(万元),992457,798361,783674,923574,740826,638268,553159,617760,516524,457979,359903,415053,390972,317622,338592,339529,301199,211517,182303,157366,170513,138916,103667,87353,86011,58619,48421,55232,53508,56894,55629,47377,--,--,--,42975,10516,
流动负债(万元),595463,429580,423190,562919,586204,543341,548971,612953,513424,454879,354953,408853,384822,310222,329342,329029,271098,174036,144291,119424,132267,133116,94067,77753,76011,48619,41421,48232,43688,47049,46784,38532,--,--,--,41412,8996,
股东权益不含少数股东权益(万元),903933,872645,860857,833094,731516,683088,659334,633473,586869,550788,534732,515713,481585,472002,452099,208604,190964,173875,169344,163451,155063,95124,87854,87538,83130,79650,81242,81167,76948,73943,17737,15694,--,0,0,12662,7551,
净资产收益率加权(%),9.77,6.03,3.19,23.29,15.77,9.19,3.99,22.75,15.2,8.93,3.63,21.51,14.81,9.24,5.35,28.37,19.63,10.41,3.55,24.64,20.16,10.88,3.04,11.88,--,2.53,0,23.19,0,18.5,0,49.84,--,0,0,33.33,21.37,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
