报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.13,0.09,-0.1,0.42,0.21,0.23,-0.12,1.07,--,0.51,-0.2,1.08,1.05,0.63,0.54,
每股净资产(元),5.72,5.71,7.32,7.43,7.36,7.39,9.57,7.04,--,6.5,--,6.15,4.91,4.05,--,
每股经营活动产生的现金流量净额(元),0.24,-0.05,-0.25,-0.01,-0.56,-0.57,-0.65,0.47,--,-0.41,-0.58,0.48,1.09,1.23,--,
主营业务收入(万元),76609,49141,19665,105319,76508,51977,20198,105927,--,50108,19471,99501,95879,71911,56648,
主营业务利润(万元),60681,39209,15691,84158,60378,41237,16242,84850,--,40028,15766,80861,77467,55985,43727,
营业利润(万元),1804,2171,-1628,5385,3519,4255,-1612,10484,--,5466,-1988,9628,10534,4664,3051,
投资收益(万元),92,-3,-75,-185,7,3,10,55,--,-17,0,-363,-24,-59,-564,
营业外收支净额(万元),2278,966,168,2924,1133,637,154,2756,--,827,69,3246,2094,1341,1422,
利润总额(万元),4083,3137,-1460,8309,4653,4891,-1458,13240,--,6293,-1919,12874,12628,6005,4473,
净利润(万元),2911,2248,-1530,6325,3388,3659,-1392,9592,4793,4563,-1835,9757,9448,5037,3794,
净利润(扣除非经常性损益后)(万元),--,1796,--,5744,--,3456,--,9049,4656,4526,--,9014,8887,4518,249,
经营活动产生的现金流量净额(万元),4736,-995,-3871,-89,-8594,-8774,-7748,4205,-4049,-3671,-5211,4326,9774,10862,3393,
现金及现金等价物净增加额(万元),-28055,-16914,-5411,42545,36430,45447,49137,1994,--,-8231,-8860,2792,-253,8456,-4494,
总资产(万元),153541,150555,143376,147581,142023,152348,146844,100563,89108,88125,--,91299,78625,74533,65344,
流动资产(万元),103524,113021,119925,125019,115396,128708,124637,77888,66079,65212,--,68046,56674,49659,41749,
总负债(万元),38405,35917,30343,32906,28428,38232,33667,37589,30530,30125,--,36356,34406,38507,53959,
流动负债(万元),37676,35917,30222,32786,28178,37981,33409,37331,30262,29851,--,36120,31260,27878,53953,
股东权益不含少数股东权益(万元),114798,114633,113029,114670,113590,114090,113654,63330,59017,58481,--,55360,44220,35697,11379,
净资产收益率加权(%),2.54,1.96,-1.34,5.73,3.83,4.12,-1.57,16.16,--,8.02,-3.31,19.6,23.62,21.52,12.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
