报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,
基本每股收益(元),0.4,0.29,0.13,0.72,0.6,0.37,0.16,0.7,0.23,0.1,0.07,0.29,0.22,0.13,0.07,0.28,0.23,0.17,0.06,0.28,0.21,0.15,0.06,0.31,0.26,0.22,0.04,0.13,0.09,0.03,0.01,0.01,-0.04,-0.06,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,2.85,2.76,2.69,2.63,2.58,2.52,2.41,2.35,2.23,2.17,2.07,2.02,1.97,1.92,1.74,1.7,1.66,1.6,1.58,1.57,1.57,1.53,1.89,1.92,2.31,2.3,2.32,2.32,2.33,2.36,2.32,2.29,2.43,2.48,2.49,2.53,2.44,2.45,2.48,2.49,2.64,2.67,2.68,2.71,2.74,2.83,2.81,2.8,1.7,1.91,1.72,1.71,1.61,3.06,2.78,2.9,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0,0.29,0.36,0.05,0.88,0.55,0.34,0.08,0.77,0.36,0.2,0.04,0.46,0.23,0.1,0,0.31,0.24,0.15,0.06,0.32,0.15,0.03,-0,-0.16,0,--,0,0.36,0,0,0,-0.02,0,0,0,0.28,0,0,0,0.06,0,0.03,--,0.18,-0.03,0.04,-0.08,0.15,--,0.23,0.02,--,--,--,--,--,--,--,
主营业务收入(万元),229470,153482,72152,423773,317248,196515,99878,372154,105017,69203,51312,209622,174802,84801,47663,101947,34898,18610,8911,40501,26918,17518,8147,21596,15829,10002,5006,19778,14702,8982,4009,18408,13532,6436,3025,13833,9962,5123,1921,9482,8136,5880,2960,10350,9105,5086,1966,13731,7276,4964,2390,7729,5803,4020,1512,10558,3883,6212,2906,6347,2398,6967,1903,6708,3518,4555,2679,4934,2358,4732,
主营业务利润(万元),78552,54503,22569,113233,88058,55353,23703,106552,9900,5786,2983,14247,10533,6955,4039,11065,8303,5665,2223,9364,6811,4581,2067,5919,4766,3213,1580,5678,4672,2678,1035,3130,2720,1291,--,-953,1384,680,449,2348,2141,2014,1075,380,529,381,-176,1634,771,601,419,132,326,231,11,2080,1360,1488,547,3062,633,3280,397,2323,1467,1437,405,1018,602,1719,
营业利润(万元),41880,29395,12450,70077,58382,35579,15124,67594,3859,1711,1228,4977,3625,2051,1193,4855,3861,2779,1032,4292,3613,2507,950,4027,3727,3128,513,1665,1267,439,106,-2608,-540,-1072,-639,-7173,-117,-243,66,479,763,1245,446,-3836,-1025,-715,-726,-371,-839,-483,-156,-3579,-1089,-728,--,-336,623,186,-193,2740,411,3440,159,3069,0,1478,0,2037,1133,1605,
投资收益(万元),2,4,5,60,44,19,--,92,4,4,--,43,--,0,--,1,--,--,0,108,108,108,--,--,--,--,--,--,--,--,0,0,--,0,0,43,42,1,0,62,2,2,0,-565,-2,-2,0,186,187,-3,0,-108,179,171,0,921,550,1612,434,802,109,45,23,64,36,80,39,101,36,137,
营业外收支净额(万元),-104,-41,-15,718,55,622,249,1099,1,9,7,-13,3,10,1,164,12,13,-32,138,-41,8,8,451,49,43,26,173,--,--,--,0,--,--,--,-151,0,--,-2,-107,0,0,0,-37,0,0,0,-378,0,0,0,-369,-257,-145,--,-467,0,-7,0,139,0,0,0,0,96,0,52,0,--,0,
利润总额(万元),41775,29354,12435,70795,58437,36201,15373,68693,3861,1720,1235,4964,3628,2061,1193,5019,3873,2793,1000,4430,3572,2515,958,4478,3775,3171,539,1838,1222,431,101,189,-558,-1079,-642,-7446,-79,-244,64,435,677,1201,417,-4438,-1792,-883,-807,937,-916,-657,-238,-4056,-1167,-701,-564,117,1088,1791,398,3681,572,3670,101,3075,1445,2813,427,2510,1057,1347,
净利润(万元),35241,24600,10467,59659,49674,30372,12906,58046,3193,1404,1026,4138,3176,1880,984,3925,3273,2361,845,3989,3033,2139,802,4461,3754,3158,534,1843,1223,426,97,175,-595,-1109,-635,-7465,-88,-248,58,430,634,1179,408,-4495,-1845,-908,-818,778,-982,-700,-238,-4141,-1270,-781,-578,250,963,1557,179,3383,502,3123,87,2622,1233,2392,363,2141,904,1162,
