报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.51,0.32,0.14,0.31,0.26,0.04,0.01,0.27,0.33,0.09,0.02,0.41,0.35,0.09,0.02,0.61,0.65,0.33,0.14,1.05,0.85,0.41,0.19,0.42,0.32,0.25,0.08,-0.77,-0.06,0.11,0.09,0.33,0.29,0.11,0.03,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.2,--,4.08,3.82,3.87,3.84,3.89,3.61,3.54,3.58,2.86,2.44,2.25,2.02,1.99,1.92,1.75,1.67,2.46,2.62,2.69,2.64,2.63,2.46,2.49,2.55,2.57,2.09,2.1,1.88,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.28,--,0.96,0.43,0.13,1.78,1.54,0.81,0.29,1.69,1.34,0.6,0.22,0.58,0.4,0.17,0.07,0.59,0.36,0.24,0.18,0.79,0.53,0.33,0.13,0.6,0,--,0.75,0.9,0,0,
主营业务收入(万元),8238103,5111514,2526151,10482568,7891150,4911730,2441884,9762825,7378699,4585831,2271903,9984055,7630984,4756035,2289491,9713911,7327453,4513036,2125110,8096268,5913405,3430767,1469637,5109537,3645936,2240503,1124352,5297000,3967583,2576024,1275628,4973892,3721576,2274402,1047100,4700582,3480568,2086576,4008124,3484570,2444674,2481269,
主营业务利润(万元),2021616,1089320,566628,1679642,1345244,673367,364634,1467409,1274366,615104,297247,1733829,1450053,708312,286889,1820522,1547933,829830,364653,1835014,1385651,669416,278080,764319,529881,288559,157724,327835,225551,200231,130197,822622,684894,308631,109400,692275,539959,279631,709496,796802,475239,581802,
营业利润(万元),795236,492548,228255,391730,340044,-31578,-7438,395930,525700,123581,21318,569488,560631,112164,18937,915018,1072758,532137,224751,1426432,1219224,536575,254049,421322,305357,178575,25553,-1107117,-92442,141442,110078,499295,452724,169552,51400,152732,141304,22828,239129,269670,-6225,44079,
投资收益(万元),116435,65140,19040,87716,65288,24685,4414,82509,58305,17050,7360,38289,19203,-19218,514,133653,122403,64010,32438,357286,278792,189021,40630,61045,46027,31113,-95679,-115214,51707,61377,36427,123566,90687,35427,22100,322984,297899,-2621,6954,42644,12496,39914,
营业外收支净额(万元),61079,55964,12336,110079,87476,82758,21610,62409,40371,27627,13828,134265,59788,38165,23911,97134,47598,20551,7146,76074,27729,19351,6712,110146,99181,94442,68371,21898,8008,1129,--,21018,6032,449,--,-1617,0,-1057,0,0,0,0,
利润总额(万元),856316,548512,240591,501809,427520,51180,14172,458339,566071,151208,35145,703754,620419,150329,42847,1012152,1120357,552688,231897,1502506,1246953,555926,260760,531468,404538,273018,93924,-1085219,-84434,142571,109217,520314,458756,170000,50000,486541,450022,24904,255857,322300,15998,104919,
净利润(万元),628050,393761,167524,378239,315702,47438,9271,331861,406102,111889,24859,494804,423600,106189,23907,747686,786284,406321,167132,1220805,986080,469402,217171,502945,381095,292565,98121,-914908,-65725,128232,104401,388135,348771,130030,42300,319138,334466,14728,170929,256094,21543,82781,
净利润(扣除非经常性损益后)(万元),585599,356643,162186,295399,259736,-772,-1747,289247,381050,92963,--,363281,--,63187,--,678360,--,389189,--,1004058,--,388732,--,121045,0,28284,0,-267195,0,89322,0,373899,0,129578,0,112543,0,11751,166508,248124,9946,0,
经营活动产生的现金流量净额(万元),2786511,1373478,590275,1752285,1472978,795342,373078,1743612,1460764,643231,344967,1241882,1160662,521332,161562,2163959,1869064,986908,356598,1966694,1557089,698048,251997,689527,475351,200048,77360,705285,432243,283717,208662,934852,631864,387419,156800,739857,583566,304134,706769,819079,763223,709691,
