报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.15,0.2,0.1,0.5,0.31,0.19,0.09,0.5,0.29,0.18,0.14,0.96,0.61,0.41,0.23,0.98,0.41,0.83,0.77,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,8.67,8.34,8.32,8.17,5.36,4.79,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.13,0,-0.19,0.75,0.18,0.19,0.79,0.2,
主营业务收入(万元),133411,86377,39426,172252,117551,74034,30768,163029,107246,67406,28748,133458,88851,57397,26304,112112,49968,92579,65396,55478,
主营业务利润(万元),27977,17754,7815,35958,23117,14448,6424,33393,21188,13447,5770,28890,19987,12971,6123,23656,10476,20055,17132,12181,
营业利润(万元),13175,9235,4096,19856,13258,8318,3979,20926,12304,7746,2997,18547,11311,7507,3496,15083,6339,12603,10953,7502,
投资收益(万元),337,81,-2,103,167,152,86,171,26,--,--,--,--,--,--,0,0,0,0,-81,
营业外收支净额(万元),191,165,165,180,-15,-19,-13,36,17,10,16,372,242,-42,-6,131,138,199,-184,-136,
利润总额(万元),13366,9400,4260,20036,13243,8298,3966,20962,12321,7756,3013,18919,11553,7465,3490,15214,6477,12802,10769,7367,
净利润(万元),10621,7270,3491,16151,9942,5999,2900,15985,9325,5889,2270,14366,8937,5721,2700,11794,4965,10001,9220,5281,
净利润(扣除非经常性损益后)(万元),10463,7105,3355,15973,9961,6021,2916,15840,9316,5882,--,14095,--,5759,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),16831,4692,4639,29,5523,1328,-595,-4538,-8253,-11537,-7714,10679,-2155,45,-3029,8942,2157,2298,9479,1386,
现金及现金等价物净增加额(万元),42619,28663,91613,-13649,-6767,6628,1942,-33409,-34147,-34444,-10273,52552,48459,52604,61485,12597,3339,-1364,7318,-1530,
总资产(万元),318010,298447,290868,200203,190611,186082,180735,177921,163844,162604,153593,155715,154305,153803,158009,93589,81791,71418,57541,45484,
流动资产(万元),239249,232737,226710,135184,142614,144392,140656,141090,133350,134771,131587,134632,135736,135074,142036,77615,66972,57876,46577,34810,
总负债(万元),60232,39485,35816,38322,34997,29627,27385,27499,20048,22290,12280,16719,20771,20447,27116,29133,24155,18774,14833,12221,
流动负债(万元),59544,38769,35086,37575,34197,28805,26547,26646,19866,22106,12093,16530,20542,20022,27091,29108,24130,18748,14833,12221,
股东权益不含少数股东权益(万元),257233,258408,254630,161474,155285,156141,153042,150123,143483,140030,141063,138793,133370,133190,130729,64267,57440,52477,42476,33257,
净资产收益率加权(%),4.47,3.23,1.81,10.35,6.45,3.92,1.91,11.08,6.61,4.22,1.62,12.12,7.72,6.62,4.12,20.2,9.03,21.07,24.35,17.01,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
