报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.14,0.18,0.07,0.36,0.28,0.2,0.08,0.35,0.35,0.22,0.09,0.55,0.48,0.3,0.54,0.3,0.39,0.25,0.28,
每股净资产(元),5.64,5.09,4.98,4.92,4.91,4.88,4.7,4.67,4.77,4.63,4.49,4.4,4.34,2.8,2.5,2.25,1.96,1.95,1.85,
每股经营活动产生的现金流量净额(元),0.06,0.12,-0.19,-0.38,-0.36,-0.41,-0.77,-0.7,-1.35,-1.17,-0.77,-0.12,-0.32,0.07,0.05,0.54,0.35,0.09,0.35,
主营业务收入(万元),51530,33667,16899,67971,47103,31873,10226,40503,28100,17994,5955,41489,30039,19692,38481,17798,26322,17823,14594,
主营业务利润(万元),11021,6259,3153,11658,9111,5954,2757,9168,6422,3772,1457,8612,7083,4512,8137,4098,5609,3761,3132,
营业利润(万元),3462,1853,788,2649,3228,2266,790,2416,2610,1589,574,4213,3864,2608,4562,2535,3207,2001,1331,
投资收益(万元),368,119,91,63,--,0,0,-15,-9,-9,1,--,--,--,--,--,--,--,--,
营业外收支净额(万元),362,312,70,1496,461,384,206,1334,1218,819,312,142,135,104,112,5,59,-36,18,
利润总额(万元),3824,2165,858,4145,3689,2650,996,3749,3828,2408,886,4354,3999,2712,4675,2540,3266,1966,1348,
净利润(万元),2915,1517,566,3082,2450,1693,683,3060,3047,1913,740,3960,3247,1941,3518,1920,2532,1560,1074,
净利润(扣除非经常性损益后)(万元),--,1259,--,1771,--,1407,--,1952,--,1222,--,3843,--,1853,3433,1917,2475,1591,1039,
经营活动产生的现金流量净额(万元),1738,1017,-1656,-3334,-3111,-3567,-6634,-6060,-11670,-10180,-6714,-1017,-2792,430,355,3494,2259,462,1341,
现金及现金等价物净增加额(万元),-8800,-5209,-5904,-6989,-4582,-8141,-6879,-334,-6912,-6752,-2136,17862,14260,288,-881,4584,3777,170,403,
总资产(万元),220706,82769,86629,78987,76044,68994,64924,68356,65248,60985,59180,55068,49574,27797,24561,23244,18603,11791,9226,
流动资产(万元),74072,64681,68703,66298,63374,58874,55089,58420,58070,53440,51969,46610,43191,21753,18807,18990,14438,9476,7268,
总负债(万元),51858,37227,42109,35141,32130,25109,22792,26585,23351,20740,20083,16790,11765,9395,8104,8401,5675,1475,2179,
流动负债(万元),49399,37206,42033,35065,31929,24908,22591,26384,17451,14840,14083,10790,10965,8055,5684,4901,1275,1475,979,
股东权益不含少数股东权益(万元),167344,44133,43181,42616,42522,42298,40721,40459,41378,40165,38913,38093,37612,18202,16261,14648,12728,10314,7044,
净资产收益率加权(%),3.44,3.5,1.28,7.4,5.69,4.09,1.62,7.78,8.58,4.89,1.92,16.23,16.25,11.26,23.95,13.83,22.01,19.71,18.77,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
