报告日期,2015-09-30,2015-06-30,2014-12-31,2014-09-30,2014-06-30,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.54,0.33,0.81,0.5,0.31,0.49,0.59,--,
每股净资产(元),--,--,4.44,--,--,3.62,3.13,--,
每股经营活动产生的现金流量净额(元),--,--,1.53,--,--,0.83,0.85,--,
主营业务收入(万元),32041,20548,38350,26013,16356,26394,19040,13131,
主营业务利润(万元),12329,7528,14569,9267,5855,9123,9070,20716,
营业利润(万元),6348,3550,8416,5228,3207,5102,6043,4094,
投资收益(万元),-26,--,--,--,--,1,1,1,
营业外收支净额(万元),360,326,664,364,265,369,356,264,
利润总额(万元),6708,3876,9081,5592,3472,5470,6399,4358,
净利润(万元),6713,3879,9088,5597,3475,5475,6399,4358,
净利润(扣除非经常性损益后)(万元),6353,3553,8424,--,3207,5110,6385,5964,
经营活动产生的现金流量净额(万元),12512,7625,17031,10540,7662,9303,9456,9301,
现金及现金等价物净增加额(万元),3371,36196,8886,9002,12067,6427,3157,4158,
总资产(万元),144754,150998,106114,--,--,79780,55971,29522,
流动资产(万元),56755,66763,33186,--,--,20909,12548,7759,
总负债(万元),46739,55830,56309,--,--,39055,20841,11373,
流动负债(万元),9348,10079,11984,--,--,5795,5437,5139,
股东权益不含少数股东权益(万元),97783,94934,49568,--,--,40480,35005,18149,
净资产收益率加权(%),10,6.62,20.08,--,8.18,14.51,22.78,68.39,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
