报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-06-30,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.09,0,0.02,0.09,0.06,0.04,0.01,-0.23,-0.14,-0.11,-0.06,0.04,-0.02,-0.11,-0.12,-0.23,-0.14,-0.05,-0.01,0.36,0.28,0.1,-0.02,-0.56,-0.46,-0.29,-0.1,0.01,0.04,0.06,0.04,0.36,0.2,0.11,0.56,0.81,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.21,--,2.21,2.12,2.1,2.23,2.33,2.43,2.48,2.5,2.43,2.26,2.15,2.16,2.25,2.42,2.61,2.78,2.78,2.8,2.83,2.8,2.82,2.69,2.73,2.38,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.06,--,-0.04,-0.12,-0.14,-0.19,-0.11,-0.04,-0.02,0.47,0.36,0.13,-0.01,-0.3,-0.28,-0.13,-0.04,0.29,0.04,0.2,0.17,0.46,0.27,0.39,0.84,0.85,
主营业务收入(万元),2385897,1599555,775874,3623348,2675479,1754997,856551,3434102,2481413,1585726,793125,3258126,2459917,1532000,645463,2828075,2117154,1397201,652647,3483547,2736601,1604060,663330,1993759,1410755,904284,452973,3511030,2738547,1838092,1069051,3913369,1745796,3090816,2862501,2166158,
主营业务利润(万元),-17043,56671,57641,132521,47853,-3503,1404,-193073,-98662,-78640,-39486,-23739,-22399,-88293,-132827,-210939,-107292,-32288,1226,501413,396097,161580,2698,-567887,-495820,-314474,-127109,116930,90470,113763,106405,511595,190348,190120,490677,543038,
营业利润(万元),-108476,-5971,22512,109272,50311,34254,-4626,-294216,-187287,-137307,-70624,-143897,-108838,-146179,-159938,-273151,-157189,-64171,-17290,421009,337597,121915,-16556,-637882,-534927,-335215,-139804,10389,36824,76888,60543,391259,142534,89368,398713,459076,
投资收益(万元),17440,9644,3991,107769,99340,102663,29455,35075,7558,4496,472,10194,7687,4973,1326,8168,6684,4137,318,17022,16968,10931,9413,5727,4631,2752,478,8074,1257,718,-444,392,335,646,596,584,
营业外收支净额(万元),8758,9401,3415,54928,27079,16957,12077,43330,25508,15192,2627,159069,41213,24774,17204,10525,6573,5699,3892,10961,3105,1391,367,-7045,2409,2386,790,4023,6775,1894,--,--,1248,544,11939,4178,
利润总额(万元),-99718,3430,25927,164200,77390,51211,7451,-250886,-161779,-122115,-67997,15173,-67625,-121404,-142734,-262626,-150616,-58472,-13398,431971,340702,123306,-16190,-644928,-532518,-332829,-139014,14412,43599,78783,60743,392483,143782,89912,410652,463254,
净利润(万元),-103387,1434,24900,106128,66357,46032,6139,-264615,-166963,-126565,-68892,52269,-28993,-128099,-145353,-274347,-158157,-63034,-14615,420313,332564,117140,-19274,-648905,-535374,-341797,-121269,13058,42699,69865,48804,332391,122308,66925,337875,397868,
净利润(扣除非经常性损益后)(万元),-99396,1175,24318,5282,-28890,-48525,-16329,-297139,-174777,-129695,--,-78436,--,-139334,--,-286657,--,-68432,--,393953,--,109065,--,-640672,--,-343474,0,1980,0,68438,0,325565,--,--,--,--,
经营活动产生的现金流量净额(万元),166867,99380,104231,287426,312419,67183,6548,-101802,-93514,-39013,-73838,22322,-44419,-142310,-160716,-226078,-126774,-41103,-21016,549099,421150,146588,-10417,-345990,-325064,-156985,-43966,332942,47778,230233,202814,532411,160336,238013,504596,512189,
现金及现金等价物净增加额(万元),67169,-135049,-80394,-24692,-47697,-138677,-228334,77183,-60051,-176783,-74491,175770,515429,663193,267833,-357512,-430623,-352364,-180168,371169,328878,184768,23539,-475027,-504813,-369908,-162050,-472235,-200224,-71187,131167,1340442,92649,-51125,-243658,437890,
