报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2006-09-30,2006-06-30,2005-12-31,2004-12-31,
基本每股收益(元),0.01,0.01,0,0.06,0.01,-0.01,-0.01,0.05,0.09,0.09,0.04,0.17,0.15,0.08,0.06,0.32,0.21,0.14,0.06,0.38,0.15,0.09,0.01,0.22,0.13,0.11,0.06,0.43,0.17,0.11,0.06,1.02,0.18,0.12,--,0.13,0.08,0.6,0.46,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.88,1.82,3.64,3.58,3.46,3.4,1.68,2.14,1.91,1.84,1.78,1.77,1.69,1.67,3.28,3.22,2.96,2.9,6.12,6.07,5.37,2.93,3.12,--,--,2.42,1.77,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.06,-0.07,-0.04,-0.01,-0.3,-0.12,-0.1,0.53,0.13,0.05,-0.02,-0.04,-0.21,-0.2,-0.27,0.09,-0.15,-0.21,-0.42,0.56,-0.22,0.01,0.74,--,0.1,0.23,0.36,
主营业务收入(万元),31995,19583,10982,64209,42200,26309,11999,54112,39496,26903,13181,45871,31573,15738,4823,32068,22375,13974,5663,29992,13545,7942,1843,23989,13057,8960,4067,18781,9449,4965,1425,15151,5422,3565,11254,3760,2195,10118,7653,
主营业务利润(万元),10925,6117,3306,19730,11412,6103,2802,16416,15489,11027,5642,21335,17473,9285,2664,18686,13211,8343,3421,17600,8538,4788,1065,12507,7790,5388,2187,11440,5654,3022,872,9174,3286,2002,6375,2187,1265,5668,4959,
营业利润(万元),-636,-110,160,4279,784,-1063,-1007,2045,5732,6205,2996,12498,11000,6057,1562,11007,6515,3900,1598,10156,3796,2013,-41,5483,2914,2393,798,5886,2022,1060,183,5461,790,524,3397,603,338,2736,2712,
投资收益(万元),4105,3420,1709,4479,2849,1046,378,3536,2194,1767,904,3910,2574,1962,1268,1568,71,6,6,275,46,47,-9,90,4,7,-4,61,-15,15,7,19,19,19,77,8,--,--,12,
营业外收支净额(万元),587,227,105,1919,945,867,578,3245,2855,1805,593,2204,1530,1104,874,2006,1685,1320,649,1066,389,414,291,1247,1036,840,104,901,--,--,--,--,--,115,231,84,84,556,300,
利润总额(万元),-49,117,265,6198,1729,-195,-429,5290,8587,8010,3589,14702,12531,7161,2435,13014,8200,5220,2247,11222,4185,2427,250,6730,3950,3234,903,6787,2768,1756,397,5835,963,638,3628,687,422,3291,3012,
净利润(万元),347,414,283,4619,1051,-707,-483,3905,6722,6550,2872,12187,10731,6179,2155,11324,7148,4564,1931,9634,3869,2193,167,5577,3397,2842,810,5509,2238,1463,367,5451,920,585,3295,630,397,2863,2208,
净利润(扣除非经常性损益后)(万元),-119,248,200,3067,302,-1389,-952,1490,4596,5219,2375,10628,--,5322,--,10138,--,3515,--,8764,--,1861,--,4546,--,2162,0,4770,0,882,--,4641,0,443,2919,--,310,2739,2105,
经营活动产生的现金流量净额(万元),-1215,-1694,-2747,2760,-2574,-3296,-2984,5765,830,-335,-2988,8327,-4483,-5481,-1348,-186,-11163,-4552,-3358,13588,3253,1232,-444,-989,-5478,-5254,-3444,1131,-1966,-2729,-2715,3572,-1405,55,3553,449,472,1116,1733,
现金及现金等价物净增加额(万元),115,785,-3744,1137,-2079,-1190,-2850,-28418,-30300,-21208,-24492,-2353,-18543,-9103,-6018,26964,30759,53817,-9575,7920,-1278,-2815,-816,-6384,-6778,-6250,-7925,-4827,-10186,-8179,-4702,20028,16388,-124,2666,-1303,-843,29,1161,
总资产(万元),173815,167983,164181,173545,168982,153849,156342,157555,165265,173714,162020,177672,166114,152933,143447,142151,141565,146503,73914,77775,65464,63109,61875,62521,61367,60753,54631,57567,48780,50122,45933,47911,40297,20155,20028,--,--,17379,14743,
流动资产(万元),70122,68561,66821,79147,78004,70081,65691,66727,75099,84267,80157,96837,98672,95853,88254,91732,105274,117646,48469,53821,43395,42586,42560,43483,43552,43464,38556,42597,34424,35878,37444,42416,34924,16501,16307,--,--,14450,12559,
总负债(万元),25310,18660,15040,21373,21756,10380,12415,13353,18471,23619,15804,34692,24473,16751,7667,8577,12204,18392,15701,20589,14036,13329,13597,14471,15979,15846,10442,14202,9072,11237,6461,8837,5732,5974,4911,--,--,4834,5251,
流动负债(万元),23314,17484,13725,19997,20072,9469,12069,12723,17637,22399,14979,33986,22523,15211,6035,6790,9132,15140,12202,16613,9275,8597,8901,9791,11412,11319,5713,9500,4388,6579,1728,3963,2127,2381,2861,--,--,3957,4406,
股东权益不含少数股东权益(万元),144948,145491,145366,145126,141887,140206,140874,141356,143987,147535,143868,140996,139343,134818,134492,132337,128161,125577,56103,55071,48932,47218,45706,45539,43419,42864,42115,41306,38039,37264,39304,38937,34464,14077,14993,--,--,11664,8513,
净资产收益率加权(%),0.24,0.28,0.19,3.22,0.74,-0.5,-0.34,2.76,4.68,4.54,2.02,8.96,7.91,4.6,1.62,12.11,8.9,8.02,3.45,19.17,8.19,4.71,0.37,12.83,--,6.65,0,13.91,0,3.79,--,23.44,0,--,24.99,--,--,28.88,28.52,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
