报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.01,-0.03,-0.01,0.11,0.08,0.05,0.03,0.48,0.41,0.26,0.22,0.79,0.57,0.37,0.33,1.09,0.76,1.23,0.64,1.82,0.31,1.53,1.46,
每股净资产(元),1.81,1.77,1.82,1.83,1.81,1.77,3.63,3.59,3.53,3.38,6.76,6.54,6.32,6.12,12.43,12.1,11.78,24.22,8.43,7.79,0,5.97,23.52,
每股经营活动产生的现金流量净额(元),0.22,0.13,0.02,0.36,0.27,0.18,0.11,0.74,0.6,0.42,0.34,1.47,1.11,0.7,0.59,1.11,0.71,1.08,0.48,3.79,0.61,1.53,9,
主营业务收入(万元),27237,14968,7040,42176,31726,20450,8567,47657,37060,22921,9995,35005,25686,16160,7140,23624,17323,12067,6013,17845,2806,10293,9208,
主营业务利润(万元),12717,5558,2491,21779,17237,10994,4028,31331,25728,16222,6884,23282,17252,11119,5166,15651,11939,8487,4118,11943,1912,6566,5855,
营业利润(万元),118,-2622,-1263,7794,7507,4771,1307,19418,17246,10935,4571,16143,11747,7602,3187,9996,7760,5753,2679,7965,1355,4322,3670,
投资收益(万元),--,--,--,--,--,0,--,--,--,0,--,--,--,0,--,--,--,--,0,13,0,--,--,
营业外收支净额(万元),775,523,369,1113,469,209,178,610,415,310,165,368,302,277,279,207,67,55,202,36,20,124,-53,
利润总额(万元),892,-2099,-894,8907,7976,4980,1485,20028,17660,11245,4736,16511,12049,7879,3466,10202,7827,5808,2880,8001,1375,4447,3616,
净利润(万元),683,-2149,-902,7761,5995,3763,1133,17110,14910,9502,4023,14172,10242,6697,2946,8771,5870,4356,2160,6097,1032,3587,2920,
净利润(扣除非经常性损益后)(万元),--,-2589,--,6845,--,3610,--,16606,--,9239,--,13859,--,6462,--,8596,--,4315,2009,6060,1017,3204,2646,
经营活动产生的现金流量净额(万元),15857,9017,1221,26011,19248,12947,4081,26713,21710,15148,6177,26420,19952,12682,5306,10001,6353,4867,1610,12711,2045,5137,4499,
现金及现金等价物净增加额(万元),10275,6561,-4206,1068,2846,-6792,1732,-5847,11128,-6211,9486,-11325,-6831,10620,-9444,38551,52268,78284,4217,3277,4000,-141,558,
总资产(万元),352821,347481,329304,326742,297063,277947,274921,267656,275329,255438,249382,221941,206987,211730,181728,178015,172240,189846,104930,85724,0,44728,22735,
流动资产(万元),52333,51430,42597,45670,35512,27600,35805,32650,53565,35206,50078,38227,40347,58321,39574,47143,60402,88972,16774,7089,--,2174,4345,
总负债(万元),218085,215637,193960,190497,162581,145749,139929,133769,143636,132564,127683,104265,93241,101529,69878,69111,66237,80858,76681,59635,--,24737,10976,
流动负债(万元),122327,117905,100951,106292,71048,54828,42391,40868,45230,58124,70385,51408,27694,35984,21710,22196,12487,20595,19856,16798,--,9303,8864,
股东权益不含少数股东权益(万元),130270,127437,130845,131747,129981,127749,130520,129386,127186,121778,121699,117676,113746,110201,111850,108904,106003,108989,28249,26089,0,19992,11760,
净资产收益率加权(%),0.52,-1.64,-0.69,5.94,4.59,2.87,0.87,13.95,12.21,7.82,3.36,12.56,9.18,6.01,2.67,11.73,9.25,10.53,0,26.46,0,26.31,28.35,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
