报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
基本每股收益(元),0.2,0.07,0.04,0.09,0.04,0.03,0.01,0.08,0.05,0.03,0.02,0.14,0.1,0.11,0.13,0.25,0.17,0.16,0.11,0.15,0.11,0.07,0.03,0.11,0.11,0.06,0.03,0.11,0.11,0.09,0.06,0.1,0.09,0.06,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.57,--,1.5,1.81,2.02,1.89,1.83,1.81,1.82,1.73,1.61,1.56,1.54,1.51,1.49,1.44,1.55,1.53,1.54,1.52,1.51,1.46,1.44,1.55,1.53,1.51,1.51,1.48,1.47,1.45,1.45,1.81,1.78,1.76,1.78,1.75,1.73,1.7,1.67,1.63,1.6,1.59,1.56,1.54,1.52,1.5,2.71,1.67,1.18,1.12,1.18,1.56,1.88,1.8,2.21,2.11,2,1.96,1.92,2.27,2.08,4.24,4.35,4.83,4.76,4.5,1.37,1.31,1.24,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.11,--,0.03,-0.09,-0.03,-0.01,-0.16,-0.14,-0.1,0.17,0.01,-0.06,-0.04,0.17,0.09,0.02,-0.01,0.18,0.05,-0.01,-0.07,0.19,0.11,0.07,0.01,0.19,0,--,0,0.23,0,0,0,0.11,0,0,0,0.1,0,0,0,0.27,0,0.22,--,0.05,-0.14,0.61,0.01,0.07,--,-0.3,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),303403,147380,69093,213415,158894,101220,48351,214242,154164,101540,49782,201404,139656,88785,44267,197521,141861,92938,44243,148812,105449,65892,30612,131265,93638,56815,27429,148197,111752,70103,33366,144153,105191,68452,33676,133744,103614,65267,27904,112751,82497,54220,27577,102273,71705,47959,24663,94187,69377,44108,22612,85690,66535,47490,25123,59965,29323,27572,8501,21054,8328,13570,6687,10010,6057,10180,4896,7300,3112,9274,3235,4464,2209,2635,1149,1565,576,1008,264,
主营业务利润(万元),62392,34373,16658,45909,34143,22013,10044,43398,31491,20976,9657,41796,29386,18847,9149,43414,31804,20805,9852,34208,26038,16785,7501,30616,22803,13498,5852,28522,22044,14518,6282,25082,18678,12199,--,22093,19694,12626,4759,18296,13812,9142,4368,17424,13238,9369,5090,18228,12554,8127,3728,12693,7864,5222,2752,13822,9941,9743,1215,3335,878,972,252,727,113,677,160,238,98,450,215,456,294,322,119,143,56,60,17,
营业利润(万元),22423,9297,5143,7873,4621,2850,1061,3023,2818,1585,1084,11138,8819,7982,8942,15526,10321,8549,4740,10663,7707,5260,2421,8219,7820,4167,1781,8744,9013,7016,3869,9275,4761,2751,2528,3526,4648,3071,658,2673,2308,1655,692,1730,2955,2204,1586,2487,2288,1155,544,4395,3295,2321,1226,7596,7044,6546,479,1647,494,115,-143,999,0,680,0,240,0,0,215,476,303,322,119,0,0,0,0,
投资收益(万元),9296,6930,1621,2917,-774,-959,-638,2154,1,-561,163,6827,7007,7666,7116,6813,3829,4928,2049,4909,3083,2150,707,6692,5374,2942,1425,3812,4017,3729,2726,8601,9897,6976,2209,1753,45,-44,679,2330,2156,1398,634,3272,2098,1405,538,2226,1533,998,509,1024,235,25,-35,4293,3896,2491,467,503,598,1346,881,642,542,374,80,351,119,971,142,-1,-5,0,0,0,0,0,0,
营业外收支净额(万元),2857,263,361,2050,766,670,49,4702,2473,1637,1141,2767,1042,384,298,4995,4093,3443,3230,1243,658,242,198,601,251,188,188,413,--,--,--,--,--,--,--,118,0,--,0,-38,0,0,0,115,0,0,0,638,0,0,3,-109,-55,-29,0,9,0,471,0,3,0,0,0,0,4,0,17,0,17,48,0,0,--,-1,--,--,--,--,--,
利润总额(万元),25280,9560,5505,9923,5387,3520,1110,7725,5291,3223,2225,13905,9862,8366,9240,20521,14414,11992,7970,11906,8366,5502,2619,8820,8071,4355,1969,9158,8895,6905,3902,7474,4847,2796,2528,5823,5197,3193,1334,5280,4469,3071,1354,5125,5013,3397,2095,5707,4185,2369,1060,5433,3715,2369,1191,12332,10883,9516,946,2225,1091,1906,737,1687,667,1095,242,538,234,1469,371,467,287,321,130,137,50,67,21,
净利润(万元),19585,7079,4187,6463,2681,1904,492,5744,3682,1894,1520,10504,7485,6540,8193,15146,10578,9545,6957,9297,6463,4283,2033,6832,6821,3631,1722,5963,5973,5006,3060,5387,4582,3111,1743,3304,2984,1912,857,3648,3396,2337,881,4827,3686,2398,1517,4846,3280,1737,767,4097,2738,1711,803,10272,9155,7980,813,1817,927,1672,634,1467,631,945,210,473,206,1301,315,374,388,321,87,81,25,49,15,
净利润(扣除非经常性损益后)(万元),19156,6890,3918,4959,2113,1300,449,3589,2235,1287,--,9499,--,6223,--,8424,--,4049,--,7518,--,4107,--,6186,--,2443,0,4483,0,3859,0,-657,0,-240,--,3525,0,1759,0,3999,0,2324,0,4509,0,2524,0,4228,0,1588,0,3790,2387,1543,--,5894,5587,4840,340,1151,--,--,--,--,--,--,--,--,--,--,0,0,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),-51557,-48143,-26841,981,-4786,-3070,-2209,1816,-10735,-9933,-7868,14692,2036,-5346,-1916,-438,-9846,-8448,-6352,10603,340,-3889,-2262,10263,5735,1419,-658,10014,2811,-458,-4045,10782,5933,3520,524,9481,694,1080,2634,11814,6390,1478,1204,4757,3529,145,575,4086,-127,-4609,1188,11314,0,9249,--,1893,-3510,9069,168,995,--,-3139,557,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
现金及现金等价物净增加额(万元),20653,5057,13530,17616,-5644,248,4058,-613,-8911,-531,-8810,-8578,-10744,-15550,-2947,-2895,-4550,-4235,-10247,20034,6383,3043,-3562,-8410,-2444,-7413,-5575,-2274,5344,-3074,1665,-16510,2988,5733,-1837,-13901,-12344,-14391,-14323,15359,27013,-1242,2267,-3253,5360,2379,-5827,711,1515,-5360,472,-33007,0,-14547,--,41739,20295,30128,-129,638,--,783,1194,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
总资产(万元),702891,621144,587343,554281,257122,256278,256839,243647,242885,247187,232886,228586,226407,220974,225547,206987,205726,200535,207742,212831,181258,175503,161179,155946,175163,162216,159820,167037,166852,157703,161142,159159,174021,186151,182340,187779,207988,199335,187969,195098,190223,164167,162043,159519,172674,167714,156969,154132,159948,156234,155090,147909,166668,135104,146343,149903,130998,82097,30051,28924,27713,24148,21302,19124,15298,14381,13326,12991,12366,12362,10998,5344,5071,3111,2587,2526,804,584,559,
流动资产(万元),384193,317042,293343,265790,129145,128024,128245,113215,115620,121101,106877,103495,105365,100855,109496,103841,109703,104667,94042,95615,79033,77259,63014,58873,75824,66089,66917,74024,88222,79003,82910,73604,109091,108440,102700,106628,126579,118085,104269,134416,136609,111899,109422,104309,113437,111848,100724,98182,107915,104583,104385,--,--,--,116705,0,0,0,0,0,20990,17572,17317,14152,10276,9387,8742,8536,8381,8629,6816,3476,4290,2461,2529,2504,767,547,525,
总负债(万元),386037,309557,280134,253182,126514,127394,128376,116588,118341,121234,108939,105812,108476,102756,89965,79300,82646,78045,84110,94624,75984,73511,61903,58796,74666,65131,64154,72284,72087,64400,67794,69206,82455,96221,91606,97757,114460,109081,100807,108950,104326,75237,73785,72295,85467,82006,71512,70422,76882,74850,74927,67837,87781,58318,70570,75046,57619,49230,11657,11300,10367,7727,6029,4485,1482,1196,858,732,358,560,184,1105,726,697,208,301,579,369,355,
流动负债(万元),365048,300052,228804,202086,75383,86787,86245,74966,67238,70654,93852,90724,92729,97009,87594,76880,80418,75813,82554,93329,75625,73151,61536,58425,74250,64711,63750,71891,71641,63945,67272,68684,81320,95086,90471,97754,114417,109038,100764,108923,104299,75210,73758,72268,83831,80703,70210,69119,72999,70967,72625,--,--,--,68851,0,0,0,0,0,10367,7727,6029,4485,1482,1196,858,732,358,560,184,1105,726,697,208,301,579,369,355,
股东权益不含少数股东权益(万元),305390,300241,295663,289767,119398,118066,118206,118361,116295,117902,115840,114859,111092,111655,124538,116411,112403,111609,112137,106434,99088,96123,94909,92774,91860,88578,86888,85775,86262,85233,84509,81486,80420,78949,77697,76864,76929,75551,74616,73806,73605,76809,75549,74672,75376,74122,73442,71932,70788,69238,67800,67439,66328,65301,64393,63590,67649,24601,17365,16571,17347,16420,15273,14639,13816,13185,12468,12258,12008,11802,10814,4239,4346,2413,2379,2225,225,215,204,
净资产收益率加权(%),6.55,2.42,1.44,5.33,2.26,1.6,0.42,4.86,3.17,1.66,1.32,8.73,6.59,5.64,6.8,13.45,9.65,8.66,6.4,9.17,6.75,4.51,2.17,7.67,--,4.16,0,7.14,0,5.96,0,6.7,0,4.02,--,4.39,0,2.56,0,4.89,0,3.09,0,6.58,0,3.26,0,6.93,0,2.54,0,6.26,0,0,--,17.8,17.87,38.81,0,0,--,10.77,--,--,--,0,0,0,0,0,0,0,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
