报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2007-06-30,2006-12-31,2005-12-31,
基本每股收益(元),0.08,0.06,0.02,0.11,0.09,0.05,0.02,0.1,0.08,0.05,0.03,0.24,0.17,0.11,0.05,0.26,0.21,0.14,0.1,0.33,0.27,0.19,0.09,0.24,0.2,0.13,0.06,0.22,0.19,0.13,0.19,0.14,0.09,0.16,0.13,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.32,--,1.23,1.16,1.2,1.15,1.11,1.06,1.59,1.5,1.42,1.34,1.34,1.25,1.22,1.15,1.17,1.11,1.07,1.17,0.41,0,0,0.35,0.45,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.03,--,0.25,0.14,0.04,0.29,0.27,0.17,0.16,0.41,0.31,0.22,0.06,0.32,0.22,0.15,0.06,0.28,0.17,0.12,0.35,0,0.11,0.23,0.21,
主营业务收入(万元),6119787,3883244,1589583,5876053,4060078,2398605,1076219,4977151,3702814,2598763,1177179,4841472,3463388,2099252,918717,3976392,2848400,1585227,746315,2853958,2061656,1346049,631191,2095582,1475840,962959,495423,1698376,1307600,831854,1504713,1081900,673862,1077783,306877,
主营业务利润(万元),472090,340201,136108,704035,574064,350693,133418,820584,621964,422007,213817,1149876,810868,522968,237472,1184533,901791,557181,250936,984923,709145,470956,206462,679954,480305,311064,134795,641810,507718,338734,575823,401379,262727,408028,146914,
营业利润(万元),233872,191300,59478,346016,329809,190211,84764,402166,337627,211691,130552,860583,602696,390454,176534,960810,741114,494500,214495,796691,574611,386141,177662,498728,390863,257010,118590,479065,419715,285479,463864,323830,220868,301204,116309,
投资收益(万元),63206,25346,6423,77257,37073,41261,19636,1377,6883,8644,4518,63988,36297,24796,3877,56178,45875,40824,9867,20763,11837,7382,2254,-14123,-5375,2691,6683,15133,11465,9137,16325,-6421,300,10356,2881,
营业外收支净额(万元),729,-631,1142,-13602,-6811,-5229,-2427,-18695,-3417,-3254,-2368,-4977,-13683,-6054,-6150,-33180,-9940,-4324,-1678,-63533,-30265,-8825,-3893,3162,5518,2531,-2438,0,--,-6926,-21012,--,-11232,-14802,-3491,
利润总额(万元),234600,190669,60620,332414,322998,184982,82337,383470,334210,208437,128184,855606,589013,384400,170384,927630,731174,490175,212818,733157,544346,377316,173769,501891,396381,259542,116152,453306,407840,278553,442852,307850,209636,286403,112818,
净利润(万元),169204,134116,41498,234506,196902,110940,52062,212535,178938,109805,71951,521121,361819,238471,106989,571257,452350,314935,139443,482792,384723,270681,127751,354145,289065,193269,91240,306620,257472,174240,254832,181057,120145,169920,69792,
净利润(扣除非经常性损益后)(万元),168378,132187,41337,250170,206353,117860,56314,241642,188564,127844,--,514217,--,247190,--,572061,--,286498,--,513554,--,276883,--,344724,0,189106,0,333652,0,178620,266048,0,126414,179236,73313,
经营活动产生的现金流量净额(万元),539825,385133,139256,632062,283436,176396,60511,884246,531791,203714,71025,540758,541567,293512,76552,639018,591304,364375,228088,592036,454352,317958,92352,459895,316776,222156,82101,402536,248442,181376,455560,215298,145673,239249,110953,
现金及现金等价物净增加额(万元),41454,-22038,-74667,-50917,-32354,47932,86454,-229381,-303925,-148944,171365,139755,74397,72987,-55634,112572,325548,368086,116977,79242,83776,133190,36561,27919,39113,2327,40128,56139,342684,496488,21907,-35320,29598,93361,15837,
总资产(万元),8082091,7775742,7515625,7515959,7439983,7399401,6872336,6689839,6805136,6719024,7135954,6735442,6470342,6053712,5655050,5232020,4841002,4552303,4018448,3840123,3652046,3494169,3140872,2964614,2880300,2789617,2715639,2621755,2522274,2559878,1679916,0,0,1135308,548437,
流动资产(万元),2195539,2159978,1987281,1961823,2129620,2162108,1921552,1793179,2078678,2182212,2682481,2433370,2260090,2118976,1851964,1793188,1555441,1548927,1228389,1106057,1073533,1123948,1021336,896117,826527,784871,867948,805204,941057,1066518,442512,--,--,367905,167518,
总负债(万元),4841549,4520330,4156891,4149067,4067003,4113506,3522757,3381294,3491033,3501899,3688151,3377146,3252766,3022656,2540308,2218752,1940813,1787449,1262243,1237256,1204857,1182944,842700,803267,765620,781758,707874,703842,726769,640846,968055,--,--,629592,229673,
流动负债(万元),2896559,2907060,2352321,2350406,2372350,2745351,2202247,1995997,2149409,2251337,2376440,2297862,2276465,2232513,1846243,1636464,1303972,1285580,959948,963642,908549,913449,715327,716821,667891,675320,578310,565922,583913,486352,663844,--,--,348041,148339,
股东权益不含少数股东权益(万元),2760269,2749427,2842176,2805945,2800508,2706924,2813887,2761226,2765398,2686701,2884817,2818159,2676732,2522967,2614384,2500861,2425098,2317183,2318291,2183157,2067223,1942391,1942608,1817018,1771620,1677316,1706716,1613439,1560237,1696202,533703,0,0,365571,237991,
净资产收益率加权(%),5.96,4.73,1.47,8.47,7.07,3.98,1.87,7.65,6.27,3.89,2.52,19.7,13.66,9.45,4.18,24.52,19.43,14.3,6.2,24.6,19.73,14.04,6.8,20.7,0,11.41,0,25,0,8.88,58.21,0,0,56.28,32.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
