报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.11,0.13,0.03,0.33,0.18,0.15,0.05,0.39,0.32,0.27,0.21,0.95,0.69,0.55,0.31,1.17,0.94,0.66,0.27,1,0.84,0.52,0.53,1.93,1.42,0.91,0.36,1.51,0.91,0.97,0.38,1.03,0.82,0.56,0.31,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,5.47,--,--,--,5.5,--,--,--,5.77,--,5.63,5.4,5.23,4.75,4.69,4.35,3.96,3.55,3.53,3.09,7.07,6.22,5.9,5.17,5.15,4.81,2.88,7.41,7.28,6.91,6.7,6.43,6.84,6.47,6,5.64,5.82,5.52,5.22,4.92,4.87,4.63,4.37,4.17,4.11,4.01,3.89,1.89,0,1.82,1.7,1.63,
每股经营活动产生的现金流量净额(元),--,--,-0.06,--,--,--,-0.44,--,--,--,0.68,--,0.54,0.85,0.55,2.06,1.18,0.56,0.17,1.78,1.57,1.13,1.64,4.93,2.8,1.69,1.15,3.74,3.23,3.04,1.39,2.96,2.36,1.28,0.88,2.56,0,--,0,3.88,0,0,0,1.95,0,0,0,0.9,0,0.47,0,1.49,0,0.37,
主营业务收入(万元),1335882,910767,461034,2072268,1648134,1128887,577477,2616922,6170194,4059302,2007276,7151724,5175765,3358248,1555884,5072008,3860317,2518809,1227556,2794063,2144101,1342145,665578,2000482,1436788,928974,448205,1703314,1155742,660841,310752,1026977,752919,495244,249798,849016,605049,402312,204845,720135,537818,326649,154344,473777,344094,209164,88320,224218,127995,72184,36227,136398,96939,81156,
主营业务利润(万元),174208,135935,60567,323633,209919,155358,74654,395684,286477,206750,128122,562050,447289,314620,162223,640337,498708,333321,144876,516843,416942,254411,105694,382001,259434,164523,68812,367432,220314,105430,39699,164940,108624,75133,--,156925,105556,74080,35256,154112,133794,73873,30449,105784,87985,51716,21272,66784,44728,28575,11576,52389,41290,35918,
营业利润(万元),27926,30911,12592,90331,49686,42064,13827,144974,112597,93677,68238,314075,236531,181914,97950,375960,317996,228975,93302,334091,285394,177509,68823,251526,189411,120311,48011,195563,124451,62898,25435,72731,60035,40709,22340,88935,57470,44409,21390,86682,65253,43114,16500,47884,33406,19185,7036,27291,22105,14164,6293,24030,18663,15742,
投资收益(万元),6651,4690,2369,9149,6739,5023,2390,9450,7422,4874,1942,8580,-2387,-724,-70,-9519,3622,2079,819,2205,2076,1268,431,--,--,--,--,96,--,--,--,87,87,87,0,0,0,--,0,400,0,0,0,500,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),-1293,-773,-82,226,-583,-267,1005,-510,-959,-1305,-285,910,-73,413,734,292,889,426,223,-1989,-746,-79,169,-2828,-178,396,314,-4034,--,-45,--,-560,--,-504,--,-1088,0,--,0,-1800,0,0,0,-5139,0,0,0,-523,0,0,0,0,0,0,
利润总额(万元),26633,30138,12510,90556,49103,41797,14832,144464,111638,92371,67953,314985,236459,182327,98683,376251,318885,229401,93525,332102,284647,177430,68992,248699,189233,120707,48325,191529,122869,62853,25250,72171,59764,40205,22168,88283,57049,44099,21246,85933,65456,43352,16764,43246,33124,19018,6988,26768,21876,13941,6260,23419,18461,15737,
净利润(万元),26762,32210,6644,79166,42238,35462,12323,93515,75880,64044,50325,228762,165202,132705,74801,281059,226713,159864,65602,241246,202908,124226,51061,185633,136771,87564,34165,145452,87440,46652,18103,49559,39595,26877,14787,69795,47222,29546,14235,58165,43855,29046,11232,34790,22193,12742,4682,20556,15297,9057,4194,17206,11369,10480,
