报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,1990-12-31,
基本每股收益(元),-0.14,-0.12,-0.09,-0.24,-0.14,-0.09,-0.05,-0.29,-0.17,-0.13,-0.1,0.03,-0.15,-0.14,-0.1,-0.19,-0.03,-0.02,-0.03,0.13,0.05,0.04,0.02,0.01,-0.08,-0.09,-0.07,-0.1,-0.03,-0.08,0.03,0.13,0.11,0.08,0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,1.56,1.56,1.6,1.7,1.86,1.87,1.86,1.89,1.88,1.86,1.84,1.83,1.73,1.71,1.73,1.81,1.87,1.82,1.98,1.95,1.94,1.9,1.89,1.86,1.84,1.81,1.78,1.76,1.73,1.69,1.71,1.66,1.63,1.56,1.51,1.45,1.41,1.36,1.72,1.68,1.65,1.59,1.51,1.47,1.3,2,1.79,1.74,2.01,2.05,2.55,2.54,2.43,1.82,2.33,2.35,2.68,2.75,2.55,3.09,--,2.02,0.01,1,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.22,0.15,-0.02,-0.01,-0.27,-0.28,-0.14,0.69,0.17,-0.03,-0.19,0.55,0.37,0.22,0.22,0.13,0.13,0.13,0.02,0.22,0.09,0.06,-0.16,0.23,0,0,0,0.22,0,0,0,0.35,0,0,0,0.46,0,0,0,0.18,0,0.01,--,0.12,0.02,0.24,0.16,0.01,--,0.05,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),122703,79887,35063,205219,151953,98537,48373,200554,137838,93537,43680,217267,164968,107754,48662,258715,193985,125366,56656,270256,208998,133387,64236,228395,143877,88047,36625,201810,173200,117969,63343,220945,158935,101780,50836,252273,184910,122999,60934,229844,165115,108092,54836,197141,133558,87824,46764,147356,93893,56149,26581,94109,65253,42534,21475,63396,26953,51100,21850,34430,15935,32190,23538,48559,28587,48638,24626,41876,20618,32495,15805,20555,7779,7882,5910,4171,
主营业务利润(万元),5313,1531,-2410,6809,5313,2746,358,-379,113,-1036,-2248,3385,2529,-1114,-2548,7076,10048,7117,2817,23557,18454,12797,6392,17850,8281,3045,-255,17018,18917,11449,7313,32479,28021,16779,--,41926,32024,19401,9081,39357,30308,17967,9249,42635,29810,19803,10937,36973,25862,15585,8058,24867,15997,10601,4311,13150,6621,13361,4550,4255,1214,-298,1965,5149,4603,6658,3545,4814,2321,3527,2074,1727,0,607,458,519,
营业利润(万元),-11298,-9440,-7182,-18378,-8993,-6029,-3371,-21148,-12285,-9145,-6565,-10215,-9566,-9119,-6385,-12750,-2983,-1787,-1719,7043,2751,2185,969,-905,-5090,-5747,-4435,-6068,-532,-3986,2456,11592,11104,6397,2680,12503,9755,5414,1792,10448,9202,5742,3526,14449,12206,8063,4307,12667,10148,6410,3766,10684,7382,5198,2221,7713,3808,8302,1332,-219,-1338,-11360,80,5246,0,6704,0,4858,0,3609,0,1770,0,636,483,536,
投资收益(万元),-78,-46,-21,21,39,9,--,23,28,27,23,9038,688,3,-2,559,400,64,17,5450,89,75,14,166,-22,-14,83,-241,-1425,-1406,-39,96,152,76,0,-531,-569,-212,-110,1039,1095,731,595,514,248,42,215,452,401,432,17,1345,1739,1137,426,1120,1399,5,5,446,10,174,215,892,394,1549,710,473,552,1196,434,1833,0,-5,15,5,
营业外收支净额(万元),1954,1989,1717,3755,614,491,65,2146,733,668,121,10684,336,312,270,1497,1162,711,208,1356,441,54,-11,1742,267,197,-8,-361,--,-640,--,-2014,--,241,--,-1686,0,0,-18,-215,0,0,0,-441,0,0,0,-802,-554,-50,-142,-135,-66,15,0,41,0,-100,0,-16,0,0,0,0,24,0,28,0,6,0,0,0,--,--,--,--,
利润总额(万元),-9344,-7451,-5465,-14624,-8379,-5539,-3305,-19002,-11552,-8477,-6445,469,-9231,-8807,-6115,-11253,-1821,-1076,-1512,8399,3192,2239,958,837,-4822,-5550,-4444,-6429,-1167,-4627,2440,9578,9944,6638,2391,10397,7853,5113,1664,11597,10039,6420,4076,14522,12354,8027,4537,12744,10399,7192,4041,11918,9056,6350,2649,9274,5290,8208,1350,210,-1260,-12148,322,8105,5054,8308,4299,5527,2910,5019,2573,3741,1536,813,561,540,
净利润(万元),-8785,-7239,-5268,-14727,-8250,-5612,-3283,-17372,-10416,-7877,-5978,1599,-8887,-8623,-5982,-11588,-2019,-1240,-1579,8137,3119,2149,932,567,-4686,-5386,-4412,-6271,-1870,-4813,1769,8066,6942,4828,1669,6990,5101,3514,1128,8023,7512,4657,3015,12223,10740,6591,3732,10554,8301,5418,3131,10011,8298,5788,2138,9405,5303,8207,1282,207,-1251,-11993,361,7469,4400,7428,3654,4629,2468,4179,2139,3164,1350,694,362,464,
