报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1991-12-31,
基本每股收益(元),-0.08,-0.04,0,-0.38,-0.08,-0.07,-0.07,0.01,-0.13,-0.08,-0.01,--,0.01,0.01,0.01,0.1,0.14,0.08,0.04,0.34,0.31,0.15,0.1,0.51,0.45,0.27,0.06,0.65,0.5,0.35,0.14,0.57,0.61,0.33,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,2.47,--,2.63,2.63,2.65,2.64,2.67,2.62,2.63,2.59,2.51,2.41,2.97,2.86,2.8,2.63,2.52,2.45,2.3,2.15,2.21,2.24,2.77,2.5,2.35,2.49,2.31,2.26,2.2,2.17,2.18,2.12,2.09,2.06,2.2,2.18,2.13,2.13,2.09,2.08,2.07,2.07,2.05,2.05,2,2.04,2.07,2.08,2.05,2.06,2.25,2.25,2.34,2.36,2.35,2.35,2.35,2.35,2.34,2.32,2.23,2.1,1,1,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.05,--,-0.01,-0.01,-0.07,0,0.02,-0.02,-0.01,0.24,0.3,0.18,0.14,0.25,0.2,0.16,-0.05,0.28,0.23,0.15,-0.02,0.62,0.58,0.37,0.04,0.41,0,0,0,0.25,0,0,0,0.44,0,0,0,0.38,0,0,0,-0.02,0,-0.04,--,-0.06,-0.06,0.05,0,-0.04,--,-0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),62976,48145,20635,86789,63712,38843,12701,106284,62129,35322,17390,108631,86592,63168,33826,180486,135883,88519,35880,159771,114341,75599,35186,137220,102858,66230,23731,156311,121255,80859,31533,130239,82712,55098,20943,84842,58629,35549,13993,67264,47196,31142,15503,46944,30146,20009,6361,33061,16686,11197,4324,17963,10524,6161,1220,10249,3824,28573,3130,4625,2126,4731,1592,7435,2999,6179,1851,6126,2686,5330,1867,--,--,--,--,
主营业务利润(万元),13685,10055,5062,15796,14237,8390,2394,21843,9835,5947,3929,19870,21753,15067,8970,42846,31920,21111,8124,43359,34760,22605,9827,46761,37341,23651,8259,52572,40692,28362,10755,46513,29102,17389,--,22815,14739,9064,3878,17529,11165,7073,3903,13014,8429,5783,1847,10112,5678,3882,1451,5934,3521,1973,403,2497,1210,6753,905,1113,547,1154,465,-252,-126,14,83,611,402,3491,1871,--,--,--,--,
营业利润(万元),-7078,-4426,-167,-18774,-5802,-5020,-3572,-3008,-7760,-5086,-791,-10936,-596,-950,572,6562,7883,3714,1903,18895,15591,9405,5057,22042,19798,11068,3186,29202,22800,15438,7327,28272,19202,9981,4129,10478,4708,2639,1084,5184,3659,2505,1391,2674,1532,1047,11,1800,635,377,18,548,-150,-237,-880,-236,-298,3401,-293,-4833,-386,-3197,-795,-226,0,55,0,720,0,0,1908,--,--,--,--,
投资收益(万元),-183,-89,-43,947,865,849,-141,59,-137,-119,-115,300,256,256,-71,733,578,300,-10,986,444,189,85,1231,986,605,-10,1505,1024,702,15,2804,2509,-57,-57,-59,-156,154,-72,-300,-252,-217,-40,-3814,-88,-53,-35,-143,-108,-74,-36,101,452,470,-18,327,350,600,0,-131,0,651,447,316,79,176,0,140,0,81,0,--,--,--,--,
营业外收支净额(万元),1672,1773,155,1525,422,62,22,3874,304,27,3,1412,1333,1369,64,316,189,101,162,1191,287,-96,-150,2755,1784,1798,43,2690,--,--,--,1446,--,1661,--,-845,0,0,-30,-1341,0,0,0,-97,0,0,0,139,50,0,0,0,4,4,0,-56,0,-31,0,7,0,0,0,0,40,0,-17,0,0,-15,0,--,--,--,--,
利润总额(万元),-5406,-2653,-12,-17249,-5380,-4959,-3550,866,-7456,-5059,-788,-9524,737,419,636,6878,8072,3816,2065,20086,15877,9309,4907,24797,21582,12866,3229,31892,25114,17949,7346,29718,20845,11642,4128,10123,4416,2846,982,3835,3379,2559,1388,-971,1713,1243,-14,1961,677,402,-19,773,406,337,-898,205,220,3969,-297,-4657,-94,-2567,-362,119,18,215,87,817,488,3613,2642,--,--,--,--,
净利润(万元),-4419,-1938,139,-20409,-4469,-3854,-3593,744,-6798,-4361,-794,-7322,742,359,515,5457,7297,4277,2263,17832,13733,8222,4303,21585,18946,11611,2731,27656,21077,14807,6046,24296,17207,9434,2801,7815,3383,2100,652,1832,2041,1521,745,-1708,1629,1218,18,1506,610,367,12,608,354,278,-894,205,220,3195,-297,-4657,-94,-2567,-362,119,18,209,74,727,415,3799,2974,--,--,--,--,
