报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),1.17,0.88,0.33,1.52,1.19,0.81,0.3,1.3,1.07,0.81,
每股净资产(元),10.42,10.11,5.36,5.33,--,--,--,4.07,2.98,2.1,
每股经营活动产生的现金流量净额(元),-0.02,-0.05,-0.37,0.78,--,0.35,-0.53,0.66,0.75,0.58,
主营业务收入(万元),74765,51442,20820,93485,65896,45223,18365,77943,60615,52131,
主营业务利润(万元),42800,28557,11576,54393,38905,25976,10839,43035,33264,26813,
营业利润(万元),23239,16478,6014,29300,22509,15399,5734,25188,20182,15274,
投资收益(万元),621,304,86,280,284,151,-4,119,78,-168,
营业外收支净额(万元),-51,21,-35,-909,-494,-247,-47,-944,-255,103,
利润总额(万元),23188,16499,5979,28391,22015,15151,5687,24244,19927,15376,
净利润(万元),19380,13695,4911,22621,17602,12018,4476,19316,15821,12042,
净利润(扣除非经常性损益后)(万元),--,13636,4907,23293,--,12215,4510,19982,15901,11488,
经营活动产生的现金流量净额(万元),-375,-1022,-5467,11509,1048,5239,-7835,9839,11096,8555,
现金及现金等价物净增加额(万元),7024,87051,-8945,6841,-5508,7060,-1391,-1780,1322,4318,
总资产(万元),230213,236263,123620,121632,--,--,--,83702,62952,50516,
流动资产(万元),176457,189489,80209,80996,--,--,--,54787,42869,35866,
总负债(万元),36421,48156,44030,42427,--,--,--,23253,18654,19339,
流动负债(万元),22022,33787,30205,28638,--,--,--,23121,18515,19129,
股东权益不含少数股东权益(万元),193792,188107,79590,79205,--,--,--,60448,44298,31177,
净资产收益率加权(%),14.94,13.74,6.01,32.55,--,18.26,7.14,37.64,42.69,47.95,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
