报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-06-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.15,0.11,0.16,0.63,0.46,0.3,0.17,0.6,0.45,0.28,0.13,0.7,0.54,0.65,0.41,1.35,0.69,1.09,1.05,1.55,
每股净资产(元),1.77,1.73,3.87,3.72,3.55,3.38,4.38,4.21,4.06,3.89,3.74,5.92,5.76,9.79,9.53,4.42,3.76,3.07,2.77,3.34,
每股经营活动产生的现金流量净额(元),0.19,0.09,0.09,0.55,0.47,0.3,0.2,0.72,0.5,0.2,0.11,0.31,0.17,0.15,0.08,0.87,0.21,0.92,0.75,0.53,
主营业务收入(万元),68702,41632,20613,99051,76102,48125,21298,75363,53017,31933,13855,49519,34884,20934,9713,34691,16447,28769,17924,10502,
主营业务利润(万元),16403,10234,5022,27968,21798,13768,6194,21895,15898,9692,4437,15740,11411,7179,3588,12369,6238,10186,7121,3418,
营业利润(万元),10087,7212,5108,20231,14771,9446,4390,14381,10415,6722,3421,10627,8064,5271,2857,8533,4384,7239,5072,2830,
投资收益(万元),2204,1814,1800,1931,525,257,--,--,--,--,--,--,--,--,--,--,--,--,--,400,
营业外收支净额(万元),476,416,37,352,288,57,27,865,873,293,6,91,40,27,11,548,228,107,50,173,
利润总额(万元),10563,7628,5145,20583,15059,9503,4417,15246,11288,7015,3426,10718,8104,5298,2868,9081,4611,7345,5123,3003,
净利润(万元),9337,6795,4408,17891,13120,8365,3781,13094,9762,6126,2906,9153,6950,4565,2437,8018,4116,6513,4599,3024,
净利润(扣除非经常性损益后)(万元),--,4912,--,16448,--,8316,--,12359,--,5876,--,9075,--,4542,--,7267,3781,6035,4279,1988,
经营活动产生的现金流量净额(万元),11836,5755,2420,15490,13345,8623,4376,15756,10802,4328,2311,4163,2261,1228,600,5193,1223,5489,3424,1055,
现金及现金等价物净增加额(万元),-31894,-32767,3828,7722,4261,-9470,-4462,-13063,-12015,-15753,-5823,41657,43307,45637,47244,1467,1252,1132,969,1013,
总资产(万元),153837,144637,144163,143547,140612,133617,131516,125913,118645,108670,101785,99987,97787,94032,90431,39670,34757,28709,19543,10704,
流动资产(万元),112516,105340,104410,103045,101984,97024,96446,92378,86677,76785,86599,85587,84883,81569,78852,28643,24165,20312,13219,7866,
总负债(万元),42934,36425,34360,38116,39952,37627,35713,33867,29898,24049,20383,19451,19454,15684,14210,13352,12342,10410,6841,4016,
流动负债(万元),39515,33453,31335,35038,36923,34545,33000,31289,27683,21800,20153,19213,19209,15431,13950,13085,12060,10112,6341,4016,
股东权益不含少数股东权益(万元),110227,107685,109543,105135,100347,95603,95370,91589,88258,84622,81402,80536,78333,78348,76221,26317,22415,18299,12702,6688,
净资产收益率加权(%),8.69,6.34,4.11,18.26,13.64,8.8,4.04,15.3,11.61,7.42,3.54,13.89,11.31,8.72,8.85,35.94,20.22,40.81,51.17,54.68,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
