报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2011-12-31,2010-12-31,2009-12-31,
基本每股收益(元),0.15,0.06,-0.1,1.12,0.13,-0.06,-0.29,1.01,--,0.31,-0.28,0.89,0.87,0.65,0.4,
每股净资产(元),6.83,6.74,13.46,13.56,6.03,5.84,5.81,4.49,--,3.79,--,3.48,2.96,2.09,1.44,
每股经营活动产生的现金流量净额(元),0.15,0.05,0.09,1.02,-0.28,-0.22,-0.46,0.35,--,0.33,-0.24,-0.43,0.3,0.4,0.29,
主营业务收入(万元),13102,8311,3573,19414,10750,6648,2113,18021,--,7301,1587,15500,11150,7848,5183,
主营业务利润(万元),11748,7581,3306,18638,10513,6490,2076,17308,--,7008,1562,14952,10117,7241,4870,
营业利润(万元),330,-543,-1277,2977,-1456,-1898,-1689,2484,--,59,-1893,2608,1750,787,437,
投资收益(万元),8,--,--,1,-23,-23,--,10,--,-6,--,-18,3,-15,25,
营业外收支净额(万元),1970,1546,948,3289,2114,1545,223,2360,--,1267,640,2029,2095,2379,1250,
利润总额(万元),2299,1002,-329,6267,658,-353,-1465,4844,--,1326,-1254,4637,3845,3166,1687,
净利润(万元),1763,687,-590,5712,678,-311,-1482,4548,747,1400,-1254,4002,3905,2931,1594,
净利润(扣除非经常性损益后)(万元),--,582,--,4936,--,-811,--,4099,347,1096,--,3738,3124,1388,900,
经营活动产生的现金流量净额(万元),1754,533,521,5868,-1423,-1153,-2379,1590,-332,1466,-1076,-1915,1345,1812,1311,
现金及现金等价物净增加额(万元),-15929,-14554,-14030,22599,2292,7956,9387,2096,--,1710,-862,-1159,2331,-213,3481,
总资产(万元),86427,87300,80891,97076,36798,38414,39284,29608,24105,25415,--,23872,18231,12615,8677,
流动资产(万元),39563,40519,38444,54314,31710,36216,37243,27356,21758,22848,--,21086,14826,9642,7276,
总负债(万元),7686,9635,3351,18946,5797,8403,9416,9409,7706,8364,--,8220,4917,3206,2199,
流动负债(万元),7498,9430,3128,18705,4777,8380,9344,9324,6582,7193,--,6950,3471,2573,1605,
股东权益不含少数股东权益(万元),78741,77665,77540,78130,31001,30011,29869,20199,16399,17051,--,15651,13314,9409,6478,
净资产收益率加权(%),2.25,0.88,-0.76,17.48,2.26,-1.06,-5.51,25.37,--,8.56,-8.34,28.73,34.37,36.89,52.08,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
