报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.02,0.01,-0.02,0.1,0.02,0.01,-0.04,0.08,0.03,0.01,-0.03,0.1,0.05,0.01,-0.03,0.18,0.09,0.01,-0.05,0.37,0.2,0.03,-0.07,0.44,0.24,0.37,0.35,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.35,3.32,3.28,3.31,3.22,3.15,6.22,6.27,6.04,6.18,6.1,2.1,--,1.93,1.55,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.25,-0.38,-0.9,-0.79,-1.14,-1.18,-1.65,-0.95,-1.62,-1.67,-0.35,0.58,--,0.47,0.33,
主营业务收入(万元),99180,46322,13943,193421,102723,46330,7955,117173,72461,28029,9656,126115,83168,33404,7741,91728,43354,18466,5082,78499,41137,17774,4489,61388,40576,60798,47192,
主营业务利润(万元),11823,6353,1735,23314,13748,6157,1221,13192,8711,3390,1226,13245,8287,3464,861,13100,5976,2561,323,8644,4691,1936,207,8183,5277,8994,7710,
营业利润(万元),1703,1243,-506,5502,1860,877,-795,1839,1179,555,-422,2585,1241,485,-621,4792,2217,15,-814,3722,1967,154,-641,3717,1932,3483,3586,
投资收益(万元),132,138,-6,-18,17,17,--,40,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,0,--,--,489,
营业外收支净额(万元),143,93,59,112,69,8,17,349,110,113,91,213,-36,-47,--,149,88,87,-13,388,199,-1,--,153,101,58,--,
利润总额(万元),1847,1336,-446,5614,1930,885,-778,2188,1289,669,-330,2798,1205,438,-621,4941,2305,102,-827,4109,2166,153,-641,3869,2033,3541,3417,
净利润(万元),764,445,-757,4470,863,196,-947,1722,739,200,-569,2104,974,305,-583,3813,1874,289,-531,3746,1931,273,-550,3510,1906,2943,2765,
净利润(扣除非经常性损益后)(万元),641,373,-816,4350,798,190,-964,1397,652,95,-660,1920,--,325,--,3685,--,202,--,3412,--,274,--,3400,--,2876,2584,
经营活动产生的现金流量净额(万元),-5563,-7898,-21029,-846,-21756,-13570,-22412,-3078,-18818,-22788,-22072,10639,5457,-8209,-19321,-17001,-24327,-25198,-17668,-10141,-17336,-17908,-3721,4645,586,3769,2677,
现金及现金等价物净增加额(万元),-17850,-10790,-17588,8720,-1357,15623,-8158,12074,4117,-1918,10373,-10694,6284,268,-9281,-16476,-10438,-12823,-13850,31999,17650,17194,47927,1944,-2072,-3376,1592,
总资产(万元),204903,205519,210601,231764,256452,215456,171338,168742,201683,167746,189723,155890,178702,162196,144130,130458,139954,130087,115740,128239,99995,90960,105984,57565,--,46273,46814,
流动资产(万元),134837,134931,139601,160893,190749,167378,129762,128012,179625,145933,169541,136000,158819,143808,126525,112772,125492,117579,103701,116552,89680,80649,95595,46826,--,34631,36047,
总负债(万元),115232,116033,122776,142551,170504,127347,94730,93401,127138,93807,116713,82254,106378,90614,73359,59039,70387,62185,48655,60533,34807,24365,40226,40735,--,30856,34392,
流动负债(万元),87776,88605,95386,115167,143451,100753,68169,66873,100631,67333,90272,55846,78992,90614,73359,59039,67387,59185,45655,57533,31807,21365,37226,37735,--,26700,29061,
股东权益不含少数股东权益(万元),75814,75514,74057,75262,71783,77395,75914,74676,73693,73154,72385,72954,71824,71155,70268,70850,68911,67327,66507,67038,64591,66142,65319,16279,--,14770,11826,
净资产收益率加权(%),1.01,0.59,-1.01,5.89,1.14,0.26,-1.26,2.33,1.01,0.27,-0.78,2.93,1.37,0.43,-0.83,5.53,2.76,0.43,-0.8,6.81,3.84,0.66,-3.44,23.36,--,22.13,18.51,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
