报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2010-12-31,2010-06-30,2009-12-31,2008-12-31,
基本每股收益(元),0.24,0.19,0.21,0.51,0.4,0.29,0.11,0.14,0.14,0.12,0.11,0.3,0.25,0.21,0.13,0.37,0.3,0.34,0.69,0.26,0.62,0.44,
每股净资产(元),1.94,1.89,4.56,4.69,4.59,4.52,4.32,4.21,4.2,6.27,6.27,6.16,6.11,6.06,6.04,5.9,5.9,2.81,2.47,--,1.78,1.22,
每股经营活动产生的现金流量净额(元),0.25,0.2,0.22,0.28,0.26,0.9,0.67,-0.66,-0.31,-0.69,-0.56,-0.33,-0.54,-0.29,-0.33,-1.3,-0.94,-0.62,0.54,-0.39,1.07,-0.13,
主营业务收入(万元),106958,67373,33213,119405,86063,56253,22961,74661,44624,25506,10179,62618,44179,25857,11640,50589,41308,29366,50866,15394,33539,30556,
主营业务利润(万元),28862,19111,8773,30103,22717,15453,6101,15890,9237,5053,2187,12034,8600,5502,2596,9463,7823,5734,9973,4034,8394,6138,
营业利润(万元),11736,8894,4038,9525,8232,5729,2086,941,2086,1278,1167,3769,3297,2686,1736,3331,3386,3072,6126,2463,5641,3984,
投资收益(万元),463,463,--,--,--,0,0,1014,1014,1014,1014,653,612,612,612,--,--,--,1,1,--,--,
营业外收支净额(万元),895,751,277,1432,398,331,20,805,662,420,398,549,377,305,255,420,421,116,325,15,287,158,
利润总额(万元),12631,9645,4316,10957,8630,6060,2106,1746,2748,1698,1565,4318,3675,2991,1992,3751,3807,3189,6451,2478,5928,4142,
净利润(万元),9800,7660,3417,8339,6551,4775,1765,2323,2241,1287,1188,3223,2729,2230,1439,3313,3288,2758,5626,2101,5026,3526,
净利润(扣除非经常性损益后)(万元),--,6963,--,7206,--,4291,--,1620,--,930,--,2544,--,2008,--,2956,--,2658,5351,2089,4779,3409,
经营活动产生的现金流量净额(万元),10309,8326,3644,4544,4266,14885,11008,-10859,-5028,-7494,-6083,-3549,-5794,-3118,-3537,-13998,-10138,-5061,4387,-3173,8659,-1027,
现金及现金等价物净增加额(万元),-15056,-7192,-5002,5094,4547,15113,8713,-4184,-4452,-4871,-1076,-4924,-2311,-5097,-5485,31721,34410,-279,505,-4599,6658,31,
总资产(万元),206871,204444,185288,181522,179399,187666,172302,150185,136291,130574,127188,124392,126623,124188,118625,101630,106075,67455,59015,--,28500,22751,
流动资产(万元),125910,131123,125399,122471,120572,138382,126938,112265,104245,99979,97599,96033,102528,100364,95195,92775,97308,58862,50388,--,23446,18921,
总负债(万元),123343,123411,108319,100272,101120,110433,98812,78886,64181,60158,56800,56460,59587,57677,52428,37875,42343,44669,38987,--,14098,12905,
流动负债(万元),117871,117928,106627,99286,100242,109558,97939,78514,63920,59899,56546,56207,59176,57267,52017,37464,42343,44669,38987,--,11098,11905,
股东权益不含少数股东权益(万元),79350,77189,74532,76685,75010,74365,71036,69133,69010,67735,67710,66521,65944,65445,65194,63755,63732,22786,20027,--,14401,9846,
净资产收益率加权(%),12.8,9.51,4.36,11.41,9.07,6.67,2.52,3.43,3.3,1.92,1.77,4.97,4.2,3.44,2.23,9.42,7.85,12.89,32.68,12.21,41.45,44.73,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
