报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.25,0.21,0.1,0.4,0.32,0.46,0.19,0.42,0.27,0.15,0.06,0.22,0.18,0.14,0.15,0.62,0.53,0.41,0.19,0.55,0.13,0.28,0.23,
每股净资产(元),2.21,2.17,2.1,2,1.93,3.99,3.76,3.57,3.43,3.33,3.24,3.18,3.15,3.1,4.8,4.65,4.54,4.41,2.18,1.99,0,4.13,3.42,
每股经营活动产生的现金流量净额(元),0.03,-0.03,-0.07,0.23,0.13,0.15,-0.01,-0.19,-0.48,-0.27,0.11,-0.11,-0.05,0.04,0.13,0.41,0.3,0.15,0.3,0.09,0.14,0.15,0.13,
主营业务收入(万元),34998,23763,11756,50554,37683,24574,10320,30546,19470,11194,3729,14191,10271,6594,3693,18275,14878,10499,4528,15191,2974,10922,7739,
主营业务利润(万元),13865,9746,4819,22525,17145,10966,4699,13204,8189,4730,1540,5956,4454,2730,1623,8479,7482,5250,2050,6754,1470,4045,3389,
营业利润(万元),7128,5970,3063,11888,9787,6526,2776,5722,3613,2041,741,2469,2142,1599,1226,4593,3784,2864,1270,3688,945,1647,1512,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,0,0,0,0,--,
营业外收支净额(万元),578,567,7,261,188,-54,-94,200,185,135,139,531,399,337,214,475,348,67,69,171,-1,195,-5,
利润总额(万元),7706,6538,3070,12149,9975,6473,2682,5922,3798,2176,880,3001,2541,1936,1440,5069,4133,2931,1339,3859,944,1842,1508,
净利润(万元),6535,5505,2565,10502,8534,5480,2304,5002,3242,1858,778,2585,2200,1648,1230,4371,3505,2447,1163,3259,806,1602,1307,
净利润(扣除非经常性损益后)(万元),--,4993,--,10248,--,5521,--,4777,--,1721,--,2104,--,1348,--,3927,--,2385,1106,3143,843,1637,1357,
经营活动产生的现金流量净额(万元),861,-825,-1785,6002,3317,1827,-137,-2318,-5723,-3273,1301,-1264,-567,504,1071,3283,2422,1226,1828,556,866,857,744,
现金及现金等价物净增加额(万元),459,1510,-982,-2342,-4344,715,-1058,-5990,-7994,-4841,1513,-6788,-4813,-2634,359,20092,21071,21485,735,88,-560,297,466,
总资产(万元),77784,81574,77251,76149,67157,69381,64632,63049,55236,50928,45151,42489,41070,39924,41211,41676,43144,41282,19300,17880,0,17577,11716,
流动资产(万元),55769,60643,58352,57225,50316,52986,48764,47048,39991,36338,35057,31995,31732,31542,33553,34483,36157,35050,12927,11380,--,11366,7975,
总负债(万元),19199,23994,21542,22982,15940,21205,19111,19812,14145,10912,6209,4320,3294,2702,2806,4501,6836,6032,6207,5944,--,8285,4026,
流动负债(万元),18294,23065,20585,22002,14933,20174,18045,18722,13051,9794,5068,3155,2103,1487,1568,3240,5530,4703,4855,4568,--,8285,4026,
股东权益不含少数股东权益(万元),58335,57308,55423,52859,50891,47836,45165,42861,41101,40017,38937,38160,37775,37223,38405,37175,36309,35250,13093,11936,0,9292,7690,
净资产收益率加权(%),11.69,9.9,4.74,21.94,18.22,12.02,5.31,12.54,8.16,4.75,2.02,6.89,5.86,4.38,3.25,17.8,16.98,18.59,0,32.39,0,18.87,24.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
