报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.32,0.23,-0.03,1.16,--,0.37,-0.07,1.06,--,0.95,0.8,
每股净资产(元),--,--,--,--,--,5.27,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.26,--,1.34,--,0.67,0.46,
主营业务收入(万元),19851,14405,1510,32332,--,14233,1312,28059,14062,24183,21892,
主营业务利润(万元),7007,4941,539,15070,--,5241,373,12409,14062,11104,8728,
营业利润(万元),1899,1378,-1090,7888,--,2291,-953,6853,1825,5912,4916,
投资收益(万元),71,81,11,99,--,56,--,-0,--,--,15,
营业外收支净额(万元),1523,1094,546,2123,--,947,287,2279,--,2236,1870,
利润总额(万元),3422,2472,-544,10012,--,3237,-666,9132,3247,8148,6785,
净利润(万元),3172,2295,-318,8689,4333,2747,-542,7949,2723,7107,5970,
净利润(扣除非经常性损益后)(万元),2516,1732,-575,7610,3393,2204,-560,6511,1749,5929,5315,
经营活动产生的现金流量净额(万元),-11684,-11164,-8289,10465,4010,1983,1647,10056,1930,5008,3466,
现金及现金等价物净增加额(万元),-41624,-29572,-24132,41740,--,-1289,-2701,3815,--,633,690,
总资产(万元),108444,109410,107822,109532,65078,60232,--,58991,--,45035,32764,
流动资产(万元),88621,90067,88937,91078,47373,42413,--,45527,--,35335,27069,
总负债(万元),24773,26557,25741,28097,22948,20320,--,21779,--,15720,10869,
流动负债(万元),24499,26373,25521,27763,22901,20264,--,21586,--,15717,10794,
股东权益不含少数股东权益(万元),81769,80893,80079,80397,41134,39548,--,36801,--,28851,21744,
净资产收益率加权(%),3.93,2.81,-0.4,21.12,--,7.2,-1.47,24.22,--,28.09,31.83,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
