报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-03-31,2002-12-31,2001-12-31,
基本每股收益(元),0.27,0.19,0.18,0.23,0.22,0.11,0.08,0.27,0.25,0.15,0.08,0.21,0.22,0.15,0.08,0.32,0.29,0.22,0.13,0.43,0.35,0.24,0.13,0.32,0.25,0.17,0.09,0.32,0.26,0.16,0.08,0.29,0.22,0.14,0.07,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.66,--,3.58,3.51,3.53,3.45,3.42,3.43,3.34,3.21,3.13,3.03,3.17,2.86,2.79,2.84,2.76,2.67,2.6,2.67,2.59,2.51,2.44,2.48,2.41,2.34,2.42,2.34,2.36,2.29,2.29,2.26,2.29,2.26,2.24,2.21,2.18,1.82,0,1.64,1.63,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.18,--,0.54,0.36,0.22,0.63,0.51,0.36,0.19,0.8,0.54,0.38,0.25,0.46,0.35,0.22,0.09,0.42,0.32,0.24,0.13,0.37,0.31,0.17,0.09,0.41,0,--,0,0.37,0,0,0,0.18,0,0,0,0.33,0,0.32,0,
主营业务收入(万元),93782,59920,32703,113024,84691,55385,28630,101087,75286,49563,25981,95424,73153,49611,26216,94987,71209,47843,25668,96679,71725,47838,24315,77152,56072,36234,18487,71706,53661,35207,17293,72589,52326,34024,17034,62113,43832,27522,13022,51453,38037,25040,12603,38977,26531,17133,8802,29590,7016,25388,22359,
主营业务利润(万元),62781,39522,22478,67766,56289,36550,19151,60505,49546,32346,17202,56161,49006,32591,17256,55224,44953,30678,17363,58184,46997,32674,16700,45099,34761,22931,12172,44384,34878,22974,11200,46588,33886,21525,--,42640,29062,17345,9127,16458,14056,8973,3792,19087,15423,11121,6690,19060,5114,16589,14372,
营业利润(万元),39388,24043,14650,43822,40338,20668,11544,38342,33592,20824,11274,31223,30433,20262,11724,41779,36709,27023,15687,52952,43338,30272,15538,40294,31264,20585,11074,40202,31954,20444,10039,40368,31254,19580,9822,38743,27000,16086,8912,15131,13367,8453,3579,18110,14825,10470,6106,17727,4663,14866,12435,
投资收益(万元),-245,-245,-243,8820,8574,--,--,-32,-39,-46,--,3,3,3,3,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,--,0,0,0,0,0,0,0,0,0,0,0,0,41,
营业外收支净额(万元),-2,-6,-0,141,83,5,4,55,57,30,1,54,3,1,2,80,23,2,1,264,189,110,32,77,24,13,-0,231,--,--,--,-4,--,--,--,318,0,--,0,-1433,0,0,0,-646,0,0,0,-132,0,0,0,
利润总额(万元),39387,24037,14650,43963,40421,20673,11547,38397,33649,20854,11275,31276,30435,20264,11726,41859,36732,27025,15688,53215,43527,30383,15570,40371,31288,20598,11074,40432,31968,20479,10063,40363,31251,19576,9823,39061,26996,16087,8913,13698,13374,8450,3567,17464,14785,10455,6099,17595,4656,14825,12420,
净利润(万元),39472,28156,21650,28385,26849,12940,7431,25533,22989,13915,7629,19535,20200,13519,7907,29553,26699,20260,11791,39985,32641,22774,11675,29910,23427,15426,8287,30172,23860,15331,7547,26796,20940,13118,6583,25900,17815,10500,5971,9123,8960,5661,2390,11572,9906,7005,4087,11725,3120,9658,8335,
净利润(扣除非经常性损益后)(万元),39473,28160,21650,21629,20359,12940,7429,25511,22966,13928,--,19492,--,13518,--,29493,--,20259,--,39787,--,22691,--,29853,--,15416,0,29666,0,15305,--,26799,0,13121,--,25687,0,10500,0,636,0,5649,0,12001,0,7005,0,0,0,0,0,
经营活动产生的现金流量净额(万元),56628,34287,21204,70796,53885,36489,17533,62980,43805,28566,17100,66114,49995,33757,20223,58462,47573,33217,17365,74442,50374,35037,23754,43147,32303,20428,8723,38881,30048,22275,12052,34445,28664,16156,8206,38193,26740,15386,6906,34138,24340,16079,9273,16830,14425,7206,4855,21199,0,20718,0,
现金及现金等价物净增加额(万元),-6262,19096,-2171,-17102,5001,54843,-17235,-99213,-88732,-46127,-40090,88356,125096,158245,129313,14315,14193,42171,11903,22506,21448,18052,25607,17555,19455,16951,17635,12579,3947,7742,8553,-4995,4393,12071,6142,-2697,8547,9729,4129,-9398,-10913,-1786,1931,3534,87406,86797,85203,3378,0,10616,0,
总资产(万元),900587,927870,912828,901303,909343,1390662,1307715,1310089,1225590,1211900,1181448,1180873,1167299,1152788,1095216,953488,894371,777821,646811,601189,456156,432270,438175,374119,347666,336483,313218,297854,290514,297177,299997,294156,310283,319427,315056,309130,325167,322132,325064,312210,251583,244681,235290,229718,228461,227556,226274,141917,0,138848,129353,
流动资产(万元),51402,74066,53647,55503,104482,182244,111124,135812,159560,184420,184992,218882,256462,287376,253569,125268,121218,155049,127016,111020,81909,79326,86337,59374,50422,40627,40767,23021,14908,18320,18007,9807,20896,28020,21978,15774,26490,27633,23555,18348,15851,24711,28366,26351,111313,109626,107976,22787,0,19291,8650,
总负债(万元),494887,533436,516535,526570,536003,992138,901176,915809,833843,822705,798556,805607,791830,789995,730581,596760,542035,437038,314499,283636,164423,150388,142952,107582,87612,72332,56202,49124,48087,48386,58989,60696,82672,88458,90622,91491,99714,104565,105536,98603,38189,34585,22411,19229,19647,21643,23280,23508,0,32164,23221,
流动负债(万元),83180,81529,91386,153076,144087,330058,283210,296148,223196,236032,167993,180044,200930,232757,228243,193052,228327,169538,114499,133636,74423,75388,97952,97582,87612,72332,56202,49124,48087,48386,58989,60696,72672,78458,80622,81491,89714,94565,95536,88603,18589,14985,12811,9629,10047,12043,13680,13908,0,21133,17290,
股东权益不含少数股东权益(万元),403442,392126,393884,372234,370698,356789,359665,352234,349690,347138,340851,333222,333888,327207,329048,321141,318287,319301,310832,299041,291697,281830,295197,266509,260025,264136,256997,248710,242398,248775,240992,233444,227588,230946,224411,217609,225430,217535,219528,213557,213394,210095,212880,210490,208814,205912,202994,118410,0,106684,106132,
净资产收益率加权(%),10.01,7.24,5.62,7.84,7.42,3.62,2.09,7.44,6.68,4.09,2.26,5.96,6.14,4.12,2.43,9.55,8.67,6.55,3.87,14.17,11.68,8.23,3.88,11.66,--,6.02,0,12.58,0,6.36,--,11.83,0,5.85,--,12.22,0,4.87,0,5.48,0,2.65,0,7.04,0,0,0,10.42,0,9.14,7.94,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
