报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2007-09-30,2006-12-31,2005-12-31,
基本每股收益(元),0.29,0.22,0.09,0.4,0.34,0.22,0.08,--,0.25,0.15,0.09,0.59,0.41,0.17,0.08,1.06,0.84,0.53,0.25,0.83,0.61,0.38,0.23,0.66,0.46,0.21,0.1,0.88,0.74,0.45,0.87,0.54,0.41,0.98,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,4.28,4.02,3.78,7.78,7.68,5.38,5.06,4.79,4.17,3.93,3.72,5.07,4.84,4.64,4.39,5.83,5.73,5.57,2.44,1.99,0,1.1,2.31,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.46,0.15,0.02,1.1,0.57,0.37,0.21,0.7,0.56,0.29,0.17,0.64,0.42,0.22,0.23,0.69,0.51,0.43,0.63,0,0.42,2,
主营业务收入(万元),82517,53784,23313,97722,71370,43545,16937,62638,45961,28303,12308,59249,41814,23709,9290,43308,31927,19086,8942,33182,23114,13874,5907,18795,12918,7293,2665,18456,14205,8912,16863,11391,8961,4598,
主营业务利润(万元),23796,16956,7055,31733,23504,14397,5321,22613,16887,10261,4380,27383,17595,9064,3302,21114,15864,9652,4774,15513,10722,6739,3070,9416,6301,3399,1216,9509,7229,4554,8910,5864,4134,2348,
营业利润(万元),12954,9374,3907,17466,14701,9215,3247,13086,10588,6477,2433,16957,11662,5209,1251,14144,11433,6991,3358,10707,7816,4835,2250,6402,4534,2342,769,6215,4834,2991,5525,3930,2504,1417,
投资收益(万元),1241,945,528,-21,0,0,--,--,0,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,9,--,
营业外收支净额(万元),501,326,120,823,755,595,452,716,820,417,351,892,690,81,48,679,184,163,109,66,124,87,23,274,148,141,121,54,--,--,0,--,138,146,
利润总额(万元),13455,9700,4027,18289,15457,9809,3699,13802,11408,6893,2784,17850,12352,5290,1299,14823,11617,7154,3467,10773,7940,4922,2273,6676,4682,2482,890,6269,4882,3006,5535,3946,2643,1563,
净利润(万元),11418,8316,3513,15302,12802,8226,3116,11442,9279,5674,2323,14794,10241,4343,1003,12211,9673,6037,2931,9376,6827,4261,1970,5757,3979,1862,667,4762,3681,2252,4335,2680,2033,1172,
净利润(扣除非经常性损益后)(万元),10995,8037,3409,14600,12189,7749,2731,--,--,5343,2053,14052,--,4273,--,12212,--,5913,--,9300,--,4187,0,5526,--,1756,0,4721,0,2240,4319,0,1897,1039,
经营活动产生的现金流量净额(万元),10615,7340,1212,14968,3959,2617,126,9320,2942,2900,1518,17674,11367,3744,272,13794,6635,4272,2407,7850,6297,3276,1456,5527,3631,1902,1527,4572,3383,2158,3151,967,2082,2396,
现金及现金等价物净增加额(万元),40147,2135,565,-19033,-21011,-18919,-4100,-12244,-14784,-8116,-610,-12324,-16416,-12189,-1294,32936,2454,2732,6601,-6610,-8158,-6339,207,1179,-1388,-2437,886,21208,23174,-193,-1492,-2172,3370,-70,
总资产(万元),297869,197073,187462,179813,164090,156968,128894,124704,122933,117348,118904,118669,114552,107142,105994,105837,70874,68344,63499,55118,51222,47767,48300,46343,43851,41759,41752,42154,44948,20731,20726,0,13568,6286,
流动资产(万元),175476,76679,67231,63784,74199,72945,68680,63145,65940,64785,66568,65152,64324,65420,72788,72953,44241,45773,41844,33078,31333,31851,34706,32388,29545,27351,28804,29064,32737,8465,7864,--,8178,2564,
总负债(万元),30035,52201,41071,36938,20732,18275,11517,10505,10470,8760,8933,11789,12510,11198,7385,8445,7227,8886,7224,7213,6023,5640,4072,4031,3234,3260,2854,3923,7797,8527,10774,--,8054,3514,
流动负债(万元),24622,37290,26129,22372,18642,16230,9395,8590,9295,7530,7650,10532,11204,9840,5971,7032,5905,7529,5810,6143,5025,4613,3016,3341,2585,2595,2170,3668,7667,8396,10762,--,8007,2870,
股东权益不含少数股东权益(万元),264938,142100,143552,140076,140679,136103,115316,112200,110486,106684,108140,105072,100370,94358,97079,95895,62216,58546,55406,47028,44341,41913,43957,41987,40209,38091,38898,38231,37150,12205,9953,0,5514,2774,
净资产收益率加权(%),6.78,5.83,2.48,11.9,10.39,7.13,2.74,--,--,5.27,2.18,14.88,10.47,4.52,1.04,21.35,17.47,11.46,6.04,21.24,15.7,9.82,4.58,14.41,--,4.8,0,26.15,0,20.33,55.98,0,50.5,54.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
