报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.01,0.01,0.01,0.04,0.11,0.1,0.06,0.3,0.21,0.15,0.05,0.27,0.16,0.23,0.08,0.43,0.25,0.17,0.06,0.34,0.19,0.12,0.05,0.26,0.15,0.09,0.03,0.2,0.16,0.11,0.08,0.36,0.21,0.13,0.06,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.31,--,2.16,--,2.09,2.03,1.93,1.88,3.66,3.58,3.41,3.33,2.51,2.5,2.35,2.33,2.26,2.21,2.1,2.04,2.04,2,1.96,1.91,2.88,2.81,2.68,2.59,1.46,1.5,1.41,2.01,2.06,2.01,1.99,1.9,3.51,3.42,3.37,3.3,3.24,3.24,1.83,0,1.63,1.27,1.66,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,-0.02,--,0.04,--,-0.04,--,0.18,0.1,0.18,0.62,0.17,0.05,-0.2,0.11,-0.28,-0.18,-0.28,0.24,0.17,0.08,0.05,0.46,0.01,0.21,0.12,-0.11,-0.18,-0.25,-0.23,0.4,0,0,0,0.01,0,0,0,0.25,0,0,0,0.56,0.61,0,0.45,0,2.95,
主营业务收入(万元),106283,70112,32574,164383,109450,71170,34417,163375,116384,77669,30481,152248,114284,73778,33150,175127,131505,77569,32675,141053,98808,59769,29598,102972,65535,36057,14380,91352,68218,48356,21089,73675,49432,32935,14112,60189,39384,23534,12429,50453,40114,25041,11451,31182,19495,12003,5520,24251,11328,5577,20158,15534,19810,
主营业务利润(万元),10765,7207,2596,19319,14055,10315,5597,27761,19728,13423,5094,24243,16571,11690,4989,22584,15106,9715,5303,18768,10593,6313,3326,14102,9370,5782,2273,11871,9516,6476,2988,12757,8751,5041,2237,9425,6169,3436,1486,5213,3880,2385,1108,4721,2984,1772,997,4200,1996,1017,4140,3124,2618,
营业利润(万元),2133,1584,641,3312,9795,8104,4931,25767,18497,12838,4784,21892,13476,9783,4044,17917,10385,6549,2774,14771,8147,5293,2131,11054,7239,4369,1630,9335,7599,5194,2455,11144,7274,4154,1796,8023,4967,2671,1103,4048,3123,1905,962,3928,2702,1702,987,3074,1565,795,2689,2290,1706,
投资收益(万元),-3631,-2226,-371,-8555,575,900,915,3636,3011,2083,699,2676,993,993,--,1943,616,616,--,1052,751,746,--,197,--,--,--,2,--,--,--,28,17,17,17,10,10,10,0,756,756,203,0,-437,-57,0,0,5,1,1,0,0,158,
营业外收支净额(万元),210,177,11,900,813,747,388,800,359,354,118,922,710,18,12,300,98,91,64,42,8,--,--,134,--,--,--,--,--,--,--,--,--,--,150,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
利润总额(万元),2343,1761,651,4212,10608,8851,5319,26567,18856,13192,4902,22813,14186,9800,4056,18217,10483,6640,2838,14813,8156,5293,2131,11187,7239,4369,1630,9519,7599,5195,2455,11379,7428,4308,1946,8063,4987,2691,1113,4804,3879,2108,962,3491,2645,1702,987,3079,1566,796,2689,2283,1863,
净利润(万元),828,751,390,3017,9204,7834,4843,23899,17136,11853,4380,21720,13110,9093,3219,16270,9297,5904,2269,12108,6679,4290,1667,9132,5273,3187,1191,7069,5583,3807,1793,8096,4815,2796,1265,5192,3144,1721,717,3403,2945,1553,680,2204,1722,1140,662,2072,1047,530,1891,1545,1191,
净利润(扣除非经常性损益后)(万元),650,679,381,2750,9011,7697,4736,23320,16932,11552,--,21442,--,9075,--,16005,--,5827,--,12072,--,4290,--,9018,--,3187,0,6859,0,3806,--,7766,0,2693,--,5131,0,1715,0,2978,0,1553,0,2195,0,1140,0,2029,0,0,0,0,0,
经营活动产生的现金流量净额(万元),4124,-4037,-354,8528,-4285,3757,-1890,17372,3162,-1091,-3182,23905,14307,8286,7024,24746,6730,2091,-7030,3894,-9681,-6299,-9886,8302,5851,2893,1808,16268,321,7453,2733,-2488,-4192,-5771,-5029,8730,1150,-872,4014,108,-4894,7195,2139,2004,-11551,-3776,-11669,4471,3057,0,2230,0,0,
