报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2010-12-31,2009-12-31,2008-12-31,
基本每股收益(元),0.13,0.07,0.01,0.24,0.08,0.07,-0.03,0.33,0.2,0.19,0.04,0.52,0.3,0.24,0.04,0.92,0.59,0.71,0.31,0.13,
每股净资产(元),2.73,2.65,4.69,4.68,4.52,8.11,8,8.04,7.91,7.9,7.83,7.79,7.58,7.51,7.43,3.66,3.33,2.74,1.29,0.79,
每股经营活动产生的现金流量净额(元),-0.07,-0.14,-0.15,0.28,-0.2,-0.32,-0.35,-0.61,-0.82,-0.41,-0.62,0.1,-0.41,-0.39,-0.44,0.96,0.21,0.71,0.11,0.43,
主营业务收入(万元),19048,11640,3254,24653,15914,10413,3086,22115,14442,9720,3134,20099,11988,8771,2830,23626,16308,20872,14916,11343,
主营业务利润(万元),7964,4726,1453,9357,5780,3867,1270,7394,5091,3470,1275,6961,4253,3116,1153,8290,5992,6403,29479,22170,
营业利润(万元),2590,1371,60,2619,724,602,-239,1931,1215,1220,229,3323,1840,1421,200,4853,3406,3742,1552,626,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,-0,35,33,
营业外收支净额(万元),339,198,65,336,239,188,43,301,142,122,39,65,44,15,4,35,14,2,18,-1,
利润总额(万元),2930,1569,126,2955,963,790,-196,2232,1358,1342,268,3388,1884,1436,204,4888,3420,3744,1570,625,
净利润(万元),2559,1382,127,2593,887,718,-196,1962,1199,1166,236,2940,1660,1272,192,4152,2645,3187,1373,576,
净利润(扣除非经常性损益后)(万元),--,1243,--,2308,--,558,--,1706,--,1063,--,2885,--,1259,--,4122,2635,3172,1336,656,
经营活动产生的现金流量净额(万元),-1336,-2722,-1656,2995,-2184,-1928,-2074,-3636,-4898,-2471,-3727,623,-2477,-2316,-2634,4322,939,3196,501,1930,
现金及现金等价物净增加额(万元),-2344,-3869,-2080,894,-3842,-3075,-2768,-7190,-7150,-4073,-4171,24343,23849,24292,25126,1547,-1319,6267,846,1755,
总资产(万元),60023,57697,56048,59535,54829,55328,51891,54488,52376,52163,50954,53795,49447,49832,48978,23331,23232,17932,11268,9167,
流动资产(万元),49318,46850,45460,48708,44953,45693,42574,45066,43642,44699,43796,47321,48384,48931,48398,22725,22486,17457,10947,8864,
总负债(万元),6965,6098,5409,9023,6023,6692,3869,6269,4920,4740,3982,7058,3989,4763,4388,6853,7999,5347,5198,5363,
流动负债(万元),5330,4381,3814,7370,4400,5795,2929,5287,4265,4044,3245,6288,3198,3955,3576,6037,7179,5315,5198,5363,
股东权益不含少数股东权益(万元),53057,51599,50639,50512,48806,48637,48022,48219,47456,47423,46972,46737,45457,45069,44590,16477,14971,12326,5814,3540,
净资产收益率加权(%),4.96,2.7,0.25,5.25,1.83,1.48,-0.41,4.14,2.54,2.46,0.5,7.63,4.66,4.11,1.16,28.83,19.38,39.04,30.34,17.7,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
