报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2012-03-31,2011-12-31,2011-03-31,2010-12-31,2010-06-30,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2004-12-31,
基本每股收益(元),0.3,0.24,0.14,0.94,0.7,0.44,0.15,0.82,0.53,0.83,--,0.79,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,6.55,--,6.1,--,5.31,--,4.49,--,--,--,--,--,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.91,--,0.42,--,0.11,--,2.23,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),160945,102750,48128,197540,144692,93233,40470,165039,121181,178604,44805,163668,34931,129351,58450,88396,56474,120433,113650,73276,50701,32924,
主营业务利润(万元),23295,15109,6734,30265,21490,13706,6240,25513,18609,27701,6602,24251,4758,19127,8878,14515,7407,16975,13288,8370,6149,3399,
营业利润(万元),9046,5439,2041,11209,8142,5128,1808,9544,6439,10077,2422,9391,1880,6852,3630,5665,2076,6220,6624,2840,1198,-330,
投资收益(万元),937,582,--,273,275,244,--,30,12,-77,9,320,--,-297,--,-48,-54,547,835,--,--,--,
营业外收支净额(万元),1759,166,85,273,128,88,29,451,289,253,-23,385,33,58,169,165,225,-163,256,-68,-2,-49,
利润总额(万元),10805,5606,2126,11482,8271,5216,1838,9996,6728,10330,2399,9776,1913,6910,3798,5830,2301,6057,6879,2840,1253,54,
净利润(万元),9204,4806,1842,9833,7178,4506,1500,8395,5401,8444,2000,8087,1566,5489,3015,4599,222,4269,4850,2035,969,203,
净利润(扣除非经常性损益后)(万元),7140,4231,1803,9503,6954,4323,1472,7990,5175,8220,--,7429,--,--,--,--,--,--,--,--,--,--,
经营活动产生的现金流量净额(万元),6668,5355,-1164,9589,11226,9250,-4824,4307,5040,1113,-2200,22752,873,-4647,-7924,2297,3233,10792,324,6353,-1094,4025,
现金及现金等价物净增加额(万元),-7378,-29035,-29335,37903,2470,7477,3972,-5683,-6319,2275,-5515,12956,3645,-795,-2244,497,--,3880,827,2337,-1357,866,
总资产(万元),214326,195935,172085,189928,143714,145585,--,120942,--,121234,116136,111013,98437,94192,99617,102286,70368,71510,72738,44007,34772,30794,
流动资产(万元),167770,164338,142371,160684,114410,118185,--,94974,--,95558,90773,87914,76616,71859,78239,81794,51395,53068,56725,36461,27550,23628,
总负债(万元),96147,82792,58702,78552,74915,77432,--,57428,--,65590,64084,61637,55461,53056,60299,70016,36989,41192,49279,27830,21232,18357,
流动负债(万元),91345,78193,53967,74192,70672,73845,--,53660,--,62041,57644,58310,51565,48943,54578,64163,31446,35800,44684,27793,21196,18219,
股东权益不含少数股东权益(万元),116708,111772,111944,109960,67413,66802,--,62229,--,54130,48381,45787,39627,37829,35972,29137,27254,24415,15618,12640,10605,9636,
净资产收益率加权(%),8.18,4.3,1.66,14.09,10.94,6.99,2.38,14.39,9.51,16.88,--,19.31,--,--,--,--,--,--,--,--,--,--,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
