报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2007-12-31,2006-12-31,
基本每股收益(元),0.05,0.02,0.01,0.04,0.03,0.02,0,0.21,0.18,0.15,0.07,0.26,0.19,0.14,0.08,0.44,0.32,0.19,0.04,0.26,0.17,0.13,0.04,0.43,0.32,0.2,0.34,0.29,0.16,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,2.85,2.78,2.72,3.41,3.34,3.21,3.07,3,2.96,2.88,2.83,4.15,4.11,4.01,2.33,2.13,1.79,1.49,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.02,0.04,0.27,0.06,0.12,0.09,-0.2,-0.93,-1.02,-0.73,-0.28,0.14,0.12,0.36,0.34,0.25,0.14,
主营业务收入(万元),49229,25879,11127,80941,58155,38291,16913,90520,62741,40568,13304,94405,69904,51400,20246,86213,63996,40570,16812,60953,44607,27389,10940,51285,37418,23861,41885,36925,25568,
主营业务利润(万元),17733,10095,4393,31399,21431,13918,5924,36603,25578,16650,5500,37392,26559,18507,7037,30841,21956,13181,4855,20227,14161,8567,3093,16760,12134,7692,13923,12464,8763,
营业利润(万元),1311,286,85,918,843,254,199,5331,4019,3581,175,10600,7574,5568,1559,8168,6077,3547,742,4552,3445,2395,537,4207,2959,1787,3228,3412,1994,
投资收益(万元),-379,-251,-114,-678,-398,-237,-148,-696,-389,-242,-110,-583,-263,-137,-74,-10,4,4,--,13,13,3,--,10,10,10,8,16,-5,
营业外收支净额(万元),1352,973,88,1117,667,640,10,4642,4620,3717,3321,487,484,30,2,493,175,82,47,458,45,23,0,199,148,122,41,--,32,
利润总额(万元),2663,1259,173,2035,1510,894,210,9974,8640,7299,3496,11087,8059,5598,1561,8661,6252,3629,790,5010,3490,2417,537,4406,3107,1909,3269,3495,2027,
净利润(万元),2019,909,216,1500,1059,746,164,8749,7329,6239,2866,9534,6827,4721,1309,7270,5229,3062,656,4274,2864,2068,440,3799,2611,1627,2778,2395,1349,
净利润(扣除非经常性损益后)(万元),898,88,148,558,500,209,155,4811,3401,3079,44,9130,--,4695,--,6851,--,2992,--,3884,--,2049,--,3629,--,1523,2743,2324,1327,
经营活动产生的现金流量净额(万元),2850,6086,4991,2212,-9523,-15391,-5265,-8385,-1406,1715,2090,4618,949,1817,4513,1071,1924,1529,-3361,-15264,-16791,-12024,-3114,1573,1298,2920,2818,2015,1181,
现金及现金等价物净增加额(万元),-5484,-2521,-7523,-14374,-18002,-1519,-8980,-6573,-9895,-7674,-14047,34125,25859,49125,2157,-4060,-2827,1180,-1306,-2052,-8065,-2759,-6687,16592,23638,-856,-882,2406,132,
总资产(万元),464760,226011,216430,227080,228399,237154,223412,229443,218820,209249,195456,203118,187734,208671,150947,146213,143770,132896,118719,115798,100630,95485,83180,85796,94531,68792,61714,56647,51528,
流动资产(万元),237556,160575,153408,164121,167359,187444,173811,179598,176593,168285,156687,169240,154560,175281,119823,115459,116224,112359,102762,100924,86441,84055,73016,75473,84308,58446,51201,46288,40212,
总负债(万元),165682,86056,84204,95002,97332,108442,93823,100007,89798,81453,74110,84780,72180,95326,92696,88987,88833,81918,68888,66625,52897,48552,37215,40271,50229,49512,44072,41672,38938,
流动负债(万元),148864,74340,69242,80131,87874,87670,77107,83347,75294,67015,59733,69695,55473,85476,82846,84137,87433,81918,68888,66625,52897,48552,37215,40271,50229,45012,39572,41622,37388,
股东权益不含少数股东权益(万元),293895,134768,128272,128052,127375,127062,127929,127765,127046,125829,119348,116354,113520,111291,56186,55149,52967,50658,49524,48868,47459,46663,45695,45255,44083,19069,17442,14664,12236,
净资产收益率加权(%),1.35,0.7,0.17,1.17,0.83,0.58,0.13,7.13,6.03,5.19,2.43,11.13,9.02,8.21,2.35,14,10.16,6.08,1.33,9.08,6.16,4.47,0.97,14.99,--,8.91,17.31,17.83,11.48,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
