报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2012-12-31,2011-12-31,
基本每股收益(元),0.58,0.54,0.07,1,0.67,0.58,-0.06,1.1,0.99,0.88,
每股净资产(元),9.32,9.29,9.11,7.54,7.2,7.11,--,6.79,5.82,4.91,
每股经营活动产生的现金流量净额(元),-0.38,-0.17,-0.35,0.45,-0.26,0.31,-0.11,1.29,0.83,-0.07,
主营业务收入(万元),18999,14778,3883,23513,15421,11896,1421,23366,22527,21329,
主营业务利润(万元),10047,7667,2604,12227,23670,17994,850,34941,33220,30792,
营业利润(万元),3901,3503,561,5327,3380,2928,-807,6571,5946,5292,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,
营业外收支净额(万元),213,223,32,569,564,554,532,626,306,180,
利润总额(万元),4114,3726,593,5895,3944,3481,-276,7197,6252,5473,
净利润(万元),3929,3533,445,5398,3607,3107,-300,5932,5355,4631,
净利润(扣除非经常性损益后)(万元),--,3350,--,4767,3129,2638,--,5400,5102,4506,
经营活动产生的现金流量净额(万元),-2762,-1218,-2516,2415,-1412,1683,-582,6974,4483,-374,
现金及现金等价物净增加额(万元),14486,19163,21000,-1342,-4617,-2716,-3046,1618,-1309,6829,
总资产(万元),84397,84316,84491,61246,57524,54990,--,50263,43410,37146,
流动资产(万元),62962,63478,63913,40432,36751,35127,--,33233,31308,32524,
总负债(万元),17094,17041,17935,19547,17631,15619,--,12667,11232,9932,
流动负债(万元),14166,14153,15040,16927,15199,13463,--,10926,10936,9792,
股东权益不含少数股东权益(万元),67116,66905,65582,40696,38907,38379,--,36655,31434,26495,
净资产收益率加权(%),6.45,6.04,0.91,14.07,9.61,8.33,-0.82,17.47,18.29,21.32,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
