报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2003-12-31,2002-12-31,2001-12-31,
基本每股收益(元),0.17,0.08,0.04,0.14,0.08,0.07,0.04,0.22,0.14,0.11,0.08,0.07,0.05,0.02,0.01,0.05,0.04,0.03,0.01,-0.12,-0,-0.02,-0,0.02,-0.01,-0.02,-0.01,0.07,0.06,0.04,0.02,0.07,0.05,0.02,0.01,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.22,--,1.9,--,1.86,--,1.77,1.76,1.76,1.75,1.73,1.72,1.7,1.69,1.81,1.83,1.84,1.84,1.82,1.85,1.86,1.87,1.85,1.88,1.86,1.84,1.82,1.79,1.81,1.8,1.79,1.77,1.76,1.75,1.74,1.73,1.96,1.93,1.9,1.36,1.27,1.41,1.2,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,0.09,--,0.04,--,0.02,--,0.12,0.11,0,0.14,0.07,0.12,0.01,0.08,0.1,0.13,0.01,0.2,0.11,0.15,0.1,0.13,0.11,0.08,0.03,-0.04,-0.03,0.07,-0.01,0.12,0,0,0,0.15,0,0,0,-0.06,0,0,0.29,0.26,0,
主营业务收入(万元),101266,56587,29969,110024,79808,50411,25895,102667,46187,29529,14049,57182,42020,26298,13607,52145,38291,25353,13218,50542,37475,24396,13122,52687,38904,25114,13259,61549,46391,29792,14367,51590,37119,23770,12237,47197,33232,20190,11055,40034,29725,21300,12126,43801,30909,19807,35697,28007,29231,
主营业务利润(万元),39638,19558,10533,38038,26886,17119,8858,34953,6857,4557,1947,7129,4982,2798,1354,6355,4815,3193,1554,4667,3451,1862,1203,5119,3458,1892,1009,7630,6043,3992,2106,7239,5110,2785,--,5347,3694,2302,1227,3902,3072,2196,1600,6644,4952,3211,6521,6196,6029,
营业利润(万元),17281,4983,2688,8732,5498,3053,1821,9479,2352,1665,556,1313,1007,214,17,1164,1022,661,180,-336,-131,-480,20,743,108,-408,-159,1822,1983,1368,817,1965,1465,598,245,2012,1439,905,507,1274,1177,838,897,4057,3127,2016,4684,4425,4140,
投资收益(万元),401,--,--,--,--,0,0,39,--,--,--,--,--,--,0,--,--,--,--,--,--,0,0,0,0,0,--,0,--,--,0,0,--,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),419,403,119,378,294,296,243,2342,2404,2355,2116,702,505,432,322,392,66,50,-3,-4222,37,3,3,79,68,66,34,--,--,319,--,--,--,-2,--,-21,0,0,0,-268,0,0,0,-64,0,0,1,0,0,
利润总额(万元),17700,5386,2807,9110,5791,3349,2065,11821,4756,4020,2672,2014,1511,646,339,1556,1088,711,177,-4558,-94,-477,23,822,176,-342,-125,2206,2319,1687,806,1872,1462,596,244,1992,1419,876,493,1350,1288,691,896,3992,3131,2009,4685,4314,4129,
净利润(万元),13571,4218,2180,7143,4474,2645,1800,9077,3933,3196,2146,1890,1511,646,339,1473,1088,711,177,-3340,-129,-512,-11,486,-165,-535,-235,1939,1606,1210,534,1943,1412,564,235,1772,1248,770,382,1015,998,489,694,3107,2445,1557,3657,3651,3493,
净利润(扣除非经常性损益后)(万元),13152,3815,2062,6859,4254,2423,1556,7321,2118,1430,--,1209,--,214,0,1166,--,661,--,-184,--,-515,--,407,0,-601,0,1555,0,891,--,2034,0,566,--,1711,0,765,0,920,0,603,0,3156,0,1564,0,0,0,
经营活动产生的现金流量净额(万元),23557,9104,411,19012,9971,6298,3784,6546,1095,1056,505,2768,3417,3187,135,3970,2054,3462,384,2035,2678,3699,160,5607,2999,4271,2780,3600,2986,2133,772,-1158,-802,2000,-328,3481,1566,1782,289,4186,2518,1951,1249,-1451,-1138,1512,5001,0,0,
现金及现金等价物净增加额(万元),13775,3698,-1207,3287,-601,1904,1411,-1516,4330,1219,3472,462,2302,145,-581,472,325,6355,27,-88,504,-866,-528,-421,-1448,5655,-151,1738,2725,274,324,-998,-562,-1383,210,-2797,-3222,-850,-1380,-9296,-7427,-2044,164,13915,17873,3059,-2436,0,0,
总资产(万元),200335,127699,123841,123918,118003,116008,113296,116212,70884,66800,71386,69604,66493,65095,64365,64346,63533,65195,60225,63783,64265,59914,63498,66518,63545,67882,64392,67804,68253,63835,67055,67534,68407,61447,64615,64702,63691,61817,59430,59564,60255,60359,61025,59485,57456,32169,27584,30832,27605,
流动资产(万元),124377,59034,55746,55253,55372,53592,53991,59732,41172,36271,41005,33689,30551,29143,29106,28992,29695,31036,25591,28924,27092,23119,26381,28873,25796,29656,26065,29198,30226,25771,27258,27308,26053,18662,21360,20823,21901,20155,20097,21328,23833,28571,31862,31957,36160,18006,13353,16085,12859,
总负债(万元),40524,34135,28614,30869,27580,24606,22737,27448,17924,14577,19376,19739,17164,15635,15212,15532,15104,17143,12707,16442,13713,8906,11990,14998,12678,16267,12476,15654,16436,11296,15192,16205,17609,11498,14157,14495,13678,12281,10282,10798,11506,12120,11311,10465,9097,8516,5488,6335,6759,
流动负债(万元),40422,34131,28608,30869,27571,24600,22726,27442,17924,14577,19376,19739,17164,15635,15212,15532,15104,17143,12707,16442,9713,4906,7990,10998,8678,12267,12476,15654,13436,8296,12192,13205,11609,8498,11157,11495,10678,9281,10282,10798,11506,12120,11311,10465,9097,8516,5488,6335,6759,
