报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,1991-12-31,1991-06-30,1990-12-31,1990-06-30,
基本每股收益(元),0.37,0.29,0.17,0.7,0.41,0.23,0.12,0.68,0.49,0.36,0.14,0.67,0.34,0.2,0.1,0.6,0.49,0.33,0.16,0.47,0.36,0.48,0.24,0.6,0.51,0.38,0.22,0.45,0.38,0.39,0.23,1.26,0.51,0.34,0.22,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,4.18,--,3.74,3.67,3.65,3.54,3.55,3.42,3.3,3.18,3.04,5.25,5.3,4.99,4.66,4.44,4.68,4.36,4.61,5.37,5.37,5.23,4.37,4.2,5.29,4.89,4.17,4.06,3.98,4,3.91,3.86,3.95,3.88,3.82,3.8,3.85,3.8,3.76,3.74,3.73,3.69,3.71,3.68,3.62,3.65,3.54,3.64,3.62,3.33,3.39,3.25,4.53,4.3,3.8,3.95,3.84,3.91,3.95,3.99,3.8,4.82,4.82,4.63,--,1.8,1.72,1.66,1.68,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.28,--,0.79,0.96,0.61,-0.76,-0.06,0.36,-0.24,0.39,0.66,0.92,0.48,0.73,0.7,0.48,0.2,0.97,0.62,0.74,0.25,0,-1.45,-1.27,-1.12,0.21,0,--,0,0.73,0,0,0,0.43,0,0,0,0.19,0,0,0,1.07,0,0.58,--,0.56,0.25,0.29,0.23,0.22,0.21,-0.13,0.11,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),1405404,951154,550040,1915289,1426792,1003820,620914,2252277,1913955,1343767,656784,2029770,1458125,1025267,597137,1660404,1345274,919697,531872,1207023,895192,567016,286250,825620,651269,449691,251811,785558,621582,434423,260465,563618,407729,274339,148415,437930,336711,244928,128224,380620,282592,188514,104772,342214,250053,169233,88243,267945,179413,115800,63666,259825,193459,139767,106234,321983,186709,361641,183182,357029,187650,327875,164714,271010,121928,212699,110989,178188,87387,123793,55953,94095,46160,--,26167,28834,14663,22505,10914,
主营业务利润(万元),135984,94084,54007,179578,140115,101624,59561,165496,123641,79030,44246,150700,111944,69459,38480,166064,136111,84453,41264,155215,116725,79106,39660,112215,84029,56727,30099,101487,76885,55354,32889,88719,61743,41643,--,66254,49909,35839,19107,61341,44165,31065,16752,56269,40775,28734,15010,46319,31961,21230,12735,49325,36953,26546,13508,43889,20995,47274,25651,43374,22078,43766,23026,9533,4507,7290,3491,7273,3487,6400,3970,4721,1758,--,1774,1778,950,1588,852,
营业利润(万元),61420,46953,29130,111544,69346,37959,20079,123688,87779,69625,23982,109878,55237,35362,15553,99234,82614,55719,27082,85524,61121,46511,24654,55182,45763,35582,18455,35083,28953,24072,17759,85687,32974,21862,10771,15905,12219,8038,4935,9204,5915,5437,3982,10689,6630,6201,3347,8606,5895,3770,2943,12685,7699,6586,2860,9383,4323,10207,5304,9683,5702,11968,7364,11270,0,9132,0,9462,0,0,4283,5224,1824,--,--,0,0,1588,0,
投资收益(万元),31508,17917,2134,62848,17277,447,-7618,85515,59678,42262,11843,80030,32789,22666,8216,44007,26305,20984,10588,35003,18107,13936,3647,27191,21292,16389,7972,14625,10206,8232,5676,64578,18078,11288,5023,9714,6246,3752,1199,4250,1925,1854,697,363,1029,55,489,205,91,133,76,546,432,218,178,3004,1909,2388,1078,1661,817,4562,756,4334,627,1129,593,1797,981,1652,158,2413,1823,--,--,0,0,0,0,
营业外收支净额(万元),4539,3267,588,5216,4978,3156,500,3205,2532,1637,787,3594,3226,2463,2423,5465,5092,3609,1151,3014,2718,2390,698,2029,1742,1296,868,8138,7646,7328,--,5557,--,--,--,27,0,--,0,2391,0,0,0,-762,0,-333,0,-182,0,-73,-17,-902,-225,-216,0,-120,0,143,0,681,0,0,0,0,36,0,64,0,-666,-763,0,0,--,--,-303,--,--,--,--,
利润总额(万元),65959,50220,29718,116760,74323,41115,20579,126893,90312,71262,24769,113472,58463,37825,17977,104698,87705,59328,28234,88538,63839,48901,25352,57211,47505,36878,19322,43221,36599,31400,18195,91243,33727,22463,11038,27419,18455,11722,6146,16002,10392,7354,4778,10536,7466,6046,3637,8696,5954,3870,3031,12405,8032,6687,3019,12346,6285,12751,6382,12026,7162,16890,8507,15781,5976,10480,5075,9766,4760,8300,4119,7002,3297,--,1495,1540,888,1369,796,
净利润(万元),52783,41011,24117,100296,58374,33025,16668,98085,69657,52286,19797,96787,49467,29357,14156,85497,69923,46997,22686,67273,51193,38590,19082,48147,40398,30119,15977,32855,27850,23275,13892,76018,30783,20545,10076,17214,13947,8320,4671,10691,6970,4621,3198,7221,4676,3704,2189,5014,3219,2059,1518,9433,6314,5282,2352,9940,4974,10442,5187,9596,5831,14205,7009,13270,4908,8880,4240,8425,4247,7198,3544,6055,2802,--,1002,681,399,527,370,
