报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.34,0.25,0.13,0.55,0.48,0.35,0.22,0.38,0.29,0.21,0.11,0.56,0.47,0.3,0.2,0.92,0.77,0.54,0.24,0.8,0.52,0.39,0.22,0.81,0.46,0.25,0.78,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,5.88,--,5.86,5.69,5.59,5.56,5.39,5.17,4.87,7.04,6.76,6.62,6.46,2.72,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.05,--,0.79,0.53,0.36,0.92,0.84,1.09,0.15,0.52,0.54,0.17,0.11,0.56,--,-0.33,0.67,
主营业务收入(万元),359854,247909,119360,488881,379352,276230,142813,410024,293129,193759,104085,421039,309952,211693,110555,461270,346986,232801,112760,357450,253549,169512,85319,273317,192929,175563,197129,
主营业务利润(万元),79214,57350,27296,88124,67640,49592,28559,63144,42903,29055,15286,85705,64654,45194,27029,118901,88788,61406,28005,75825,49780,33910,16658,58964,41952,32914,42383,
营业利润(万元),42770,31454,16027,48732,39977,30367,18765,29537,22761,16112,8064,49928,41697,27674,17912,85635,71353,48172,21450,46153,29545,20795,10285,30303,16593,10672,35852,
投资收益(万元),1998,554,290,4137,3563,592,97,6163,5591,3587,827,5893,4649,346,--,3522,3324,294,42,2969,2739,2584,2500,3744,1744,30,8572,
营业外收支净额(万元),231,106,69,-563,-347,-414,90,2669,1678,1616,1680,-695,375,366,411,182,131,94,91,151,28,57,45,5597,5127,-23,1272,
利润总额(万元),43001,31559,16096,48169,39631,29953,18856,32206,24439,17727,9744,49233,42071,28040,18323,85818,71484,48267,21541,46304,29573,20852,10330,35901,21720,10649,37124,
净利润(万元),34145,24725,12555,36167,31572,23234,14200,25266,19452,14020,7250,36644,31184,20016,13183,60881,50653,35320,15584,33728,21622,15565,8244,26675,15329,8174,25883,
净利润(扣除非经常性损益后)(万元),33444,24248,12240,35833,31354,23280,14129,21690,16729,11727,--,36774,--,19746,--,60715,--,35211,--,33340,--,15529,--,22027,--,8010,20317,
经营活动产生的现金流量净额(万元),26542,-3556,-6513,103494,26873,14536,11321,16040,24511,15568,-3589,80093,52097,34733,23522,60634,55558,72004,10187,22758,23560,7308,4793,18354,8327,-10744,22127,
现金及现金等价物净增加额(万元),-26298,-31114,-16142,9008,-23450,-14807,-13081,-39901,-55291,-27006,-31007,38125,20721,7385,2011,16175,20466,50938,8788,-15491,-14773,-12431,32141,-1384,2376,7488,7947,
总资产(万元),723194,717460,719385,704093,674181,650322,662538,641186,577783,557132,559069,558186,550678,474070,466893,452356,444367,430366,427262,414032,396288,394425,404299,371019,--,362976,246304,
流动资产(万元),140457,141301,160603,159398,171824,164773,189420,167536,165531,197404,223047,219893,252247,186379,179485,164619,160540,148213,146418,130565,113108,119303,130837,94447,--,74540,57533,
总负债(万元),248065,250892,265771,251257,232298,217242,236474,219739,161420,148757,158750,155222,152439,87363,86123,72869,77021,79109,96905,94851,90209,95323,113347,281124,--,296720,171374,
流动负债(万元),125623,122917,135065,126603,105185,118631,141631,140912,83030,74171,85192,81693,79150,84049,82028,68751,73068,75149,92188,90082,83050,74023,81600,224369,--,263935,153874,
股东权益不含少数股东权益(万元),465466,456461,443225,441939,428686,419926,410620,405913,400757,395341,388323,390507,386997,375613,369094,367231,355926,340893,321269,309665,297525,291296,284031,82983,--,57916,66834,
净资产收益率加权(%),7.54,5.48,2.82,8.46,7.62,5.65,3.46,6.37,4.25,3.57,1.84,9.27,8.34,5.45,3.57,18.08,15.25,10.9,4.91,12.97,8.89,7.13,5.51,38.18,--,14.23,38.99,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
