报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.07,0.01,0.01,0.22,0.13,0.05,0.02,0.2,0.14,0.08,0.03,-0.44,-0.32,-0.33,0.03,0.21,0.19,0.1,0.04,0.43,0.36,0.26,0.14,0.44,0.29,0.16,0.06,0.43,0.3,0.13,0.06,0.39,0.22,0.1,0.08,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,0,2.97,2.97,3.4,3.37,3.35,3.27,4.91,4.87,4.8,4.7,3.6,3.61,3.44,3.99,3.86,3.8,3.77,3.6,3.51,3.55,3.35,3.21,4.04,3.96,3.84,3.72,5.97,5.86,5.82,5.71,3.89,3.28,2.65,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,0,0.27,0.1,0,0.4,0.2,0.02,0.12,-0.76,-0.72,-0.19,0.04,0.7,0.51,0.27,0.21,0.26,0.08,0.21,0.23,0.52,0.5,0.62,0.27,0.09,0,0,0,-0.46,0,0,0.48,1.14,0.36,
主营业务收入(万元),151364,88268,43684,201562,139958,80124,37406,202144,144325,81600,36620,181733,128223,80239,41089,215439,148528,94739,41546,175740,120763,63908,28287,104201,71369,38574,15883,98440,69043,38288,15750,83927,58482,33260,16194,85010,54958,35122,16495,48096,31249,20038,37456,31938,34423,
主营业务利润(万元),28293,15635,7985,42306,29919,17443,7562,41609,28628,16432,7254,32715,23470,15618,7675,38709,28020,16953,6930,32912,23940,15821,7835,28184,19834,11040,4559,25523,17722,9891,4533,20322,14424,8206,--,17783,12446,8117,3992,13310,9263,5852,10310,10490,11663,
营业利润(万元),2601,438,655,9542,5732,1949,391,8056,5159,2970,1170,-22662,-17572,-17451,1414,7595,8377,4559,1218,11952,10279,7133,3753,12158,7601,3533,1437,9686,6810,3017,1250,8269,5793,2875,1333,7287,5104,3174,1216,5563,4474,3194,5176,5309,5792,
投资收益(万元),-1,-235,87,-381,-303,-177,-360,877,337,73,-239,-1228,-971,-949,169,1113,1246,924,467,1190,689,412,-72,262,94,37,-48,841,802,648,435,671,310,62,19,306,32,30,-6,-638,-369,-270,475,723,447,
营业外收支净额(万元),572,257,30,1160,293,198,245,1345,1220,947,390,-177,826,379,248,2262,711,482,185,1579,1097,972,546,535,552,146,83,450,--,--,--,0,--,--,--,-64,0,0,0,-29,0,0,-51,-79,0,
利润总额(万元),3173,696,685,10703,6025,2147,636,9401,6379,3917,1560,-22839,-16746,-17072,1662,9857,9088,5041,1403,13530,11376,8105,4299,12693,8153,3679,1520,10135,7085,3297,1542,9161,5951,2932,1413,7547,5368,3192,1200,4898,4064,2889,5611,5968,5500,
净利润(万元),2821,513,507,9256,5386,2085,681,8154,5730,3444,1266,-18167,-13240,-13625,1361,8794,7990,4322,1168,11545,9737,6878,3573,11001,7092,3299,1213,8843,6023,2663,1156,7871,4427,2028,1246,6671,4741,2802,1101,4504,3805,2618,5208,5131,4878,
净利润(扣除非经常性损益后)(万元),2139,116,460,8170,5046,1844,472,6792,4548,2505,934,-17494,--,-13390,--,7085,--,3908,--,9548,--,6038,0,10464,--,3168,0,8675,0,2453,--,6791,0,1580,--,6339,0,2812,0,4140,0,2622,0,0,0,
经营活动产生的现金流量净额(万元),406,2229,10129,13956,11191,10506,1800,23266,13778,10116,5794,13450,11366,4095,-177,16476,8170,694,3294,-21143,-19946,-5391,958,17949,12767,5552,4385,5352,1538,4224,4615,10316,10070,12409,4309,1418,16,-3039,-1236,-4586,-4716,-6028,3377,7946,2533,
现金及现金等价物净增加额(万元),-4734,-15391,10184,-7614,-17131,-3126,1230,3038,-3018,6749,2779,-5596,-6415,5933,-1874,-282,3065,16,2572,21497,20331,22545,-1778,5127,3866,-2732,3994,3952,-36,8183,2801,651,-1654,2785,7434,-10335,-8360,-2233,-805,7388,8757,14842,-577,1219,-806,
总资产(万元),279565,232611,252456,256909,249698,244615,242777,261899,250350,243500,241695,242542,244395,254475,273746,278872,288212,288157,274375,272573,263742,228342,179869,177740,173086,151281,153731,157952,160938,153829,138850,140414,130339,124917,126162,113213,105379,106283,103382,93778,82955,86045,59576,43879,39255,
流动资产(万元),151186,114744,133081,137521,131766,125988,124953,145201,139805,133050,130787,130229,130296,140073,160616,166068,178630,180513,171556,170482,161544,131544,83216,81098,78984,62414,65452,70884,71858,66217,53770,60355,52483,50995,58812,54649,49673,56206,56493,53527,49575,55535,34291,26598,27158,
总负债(万元),148785,104119,120416,125290,122261,119918,117469,137216,127845,123124,119997,122497,119249,129612,130407,136808,146927,150426,137951,134513,127612,94947,84869,82438,83988,65090,72050,77567,81222,77662,64530,66642,60300,57956,59144,48157,42850,45725,42597,34653,24716,28979,32315,20925,20726,
流动负债(万元),103896,80800,90485,99721,101441,98488,94045,114974,99459,87511,87443,75972,75744,93349,100386,111652,112572,107466,101739,99221,95378,66059,54338,50200,57693,40782,50511,53257,55666,53292,39735,38357,30979,33557,48773,46995,41705,44301,39238,32352,22194,26396,30507,16833,16788,
股东权益不含少数股东权益(万元),128907,126512,129931,129452,125226,122092,124478,123763,121382,119102,120323,119087,124018,123614,141941,140565,139793,136198,136424,135234,133329,130513,92133,92426,86275,83447,78947,77656,77180,73655,71859,71011,67037,64228,64589,63365,61437,59457,59737,58635,58239,57065,27261,22954,18528,
净资产收益率加权(%),2.19,0.4,0.39,7.33,4.32,1.68,0.55,6.73,4.76,2.86,1.06,-13.99,-9.97,-10.19,0.96,6.39,5.8,3.17,0.86,9.73,8.53,6.83,3.79,13.04,--,4.15,0,11.75,0,3.68,--,11.75,0,3.17,--,10.97,0,4.69,0,9.86,0,7.91,20.38,24.75,29.06,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
