报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),-0.07,-0.04,-0.03,0.02,0.09,0.08,0.02,-0.55,-0.15,-0.13,-0.08,0.04,-0.02,-0.03,-0.07,0.13,0.16,0.07,0.03,0.19,0.15,0.18,0.17,0.47,0.38,0.12,0.04,0.3,0.59,0.48,0.24,0.88,0.72,1.26,0.72,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.43,--,3.47,3.47,3.43,3.5,3.51,3.43,3.44,2.4,2.36,2.39,2.38,4.04,3.94,3.65,3.61,3.57,3.86,3.75,3.62,3.38,3.22,6.09,5.21,4.48,4.17,4.01,3.8,3.71,3.67,3.62,3.6,3.5,3.38,3.17,4.22,4.12,3.99,3.89,4.94,4.81,4.9,4.81,2.59,0,2.1,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.49,--,0.38,0.49,0.13,0.1,0.06,0.19,-0.19,0.1,0.05,-0.08,0.24,0.38,0.32,0.16,0.15,1.43,1.18,1.19,0.61,0.83,0.46,0.17,1.15,0.2,0,--,0,1.72,0,0,0,0.87,0,0,0,0.52,0,0,0,0.85,0,0.45,0.92,0.61,1.23,0,
主营业务收入(万元),686466,442238,201935,967285,736079,508885,290442,1066832,765183,493825,246554,1104224,824443,557206,298294,1318590,1009770,660806,308349,1082625,804739,533647,247474,640468,424657,237981,106466,647102,518413,348949,156716,511388,390882,285448,141143,285452,209597,131589,61168,242377,184151,117644,54174,187589,112395,58715,19624,70167,50251,31672,14365,57853,42140,26482,52381,24434,45484,21531,
主营业务利润(万元),48980,32859,12255,79789,60369,28104,14022,55099,50771,26610,11221,107682,68506,44376,14723,115647,102420,52218,22796,99174,72122,59953,43417,83452,53007,21557,10210,72369,74734,53648,26244,100739,82879,60577,--,42036,26633,17612,6638,25410,18596,13374,6970,25602,15215,9140,3583,13717,10200,7085,3348,12268,8548,5246,9926,5151,7718,8570,
营业利润(万元),-35037,-17578,-10757,-55823,-19466,-23099,-16249,-111756,-38114,-27953,-13668,-28865,-13380,-13564,-16030,348,26459,6161,2227,22151,23192,29802,27566,36718,29158,8197,690,25791,52374,41400,19858,79648,65442,48437,24435,26010,15442,10239,3132,8876,7483,5235,2498,12309,8205,5233,2550,10394,7358,5051,2472,7214,5156,3321,6348,3102,4208,2870,
投资收益(万元),-78,231,406,3723,2100,2557,-626,-690,-911,-654,-85,2345,139,308,116,3266,2723,2485,314,-10297,-5631,-3462,-2101,-6687,-3104,-1997,--,-9104,-3992,-1541,-189,749,213,213,87,213,89,68,100,-253,5,4,0,22,1,1,1,-0,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),910,267,75,36214,26817,26548,7605,8049,12246,5792,29,22604,6496,5598,353,23880,4557,4130,2343,12188,3533,569,528,7224,5381,3280,2133,1968,--,--,--,-66,--,--,--,-5,0,--,0,-297,0,0,0,-55,0,0,0,-65,0,0,-7,-126,0,-4,0,0,0,0,
利润总额(万元),-34127,-17311,-10683,-19609,7351,3449,-8644,-103707,-25868,-22161,-13639,-6261,-6884,-7966,-15677,24229,31016,10291,4569,34339,26725,30371,28094,43942,34539,11477,2823,27759,53220,42297,20842,79582,65586,48710,24384,26217,15547,10321,3244,8325,7487,5252,2511,12275,8186,5224,2544,10328,7379,4990,2465,7088,5156,3318,6269,3099,4174,2830,
净利润(万元),-12374,-7535,-4410,4267,16364,14235,2741,-84864,-22712,-19735,-11897,5817,-3438,-4299,-11343,20125,23410,10741,4775,22146,17510,20866,20353,31040,25110,8168,2595,19458,38487,31220,15856,54829,44423,33042,16422,17750,10515,6977,2225,5474,4679,3465,1664,8075,5447,3500,1704,7434,5092,3462,1799,5547,4255,3024,4190,2101,3051,1896,
