报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,2006-12-31,2005-12-31,2003-12-31,2002-12-31,2000-12-31,1999-12-31,
基本每股收益(元),0.51,0.35,0.18,0.62,0.5,0.34,0.18,0.66,0.54,0.37,0.2,0.58,0.47,0.32,0.17,0.45,0.35,0.23,0.12,0.36,0.3,0.2,0.11,--,0.2,0.26,0.57,0.32,0.31,--,--,--,--,
每股净资产(元),4.21,4.03,4.02,3.83,3.7,3.53,3.5,3.3,3.27,3.14,3.03,2.82,2.72,2.59,2.55,2.38,2.25,2.14,2.13,2.01,1.97,1.65,--,1.44,--,--,0.87,--,--,0,0,--,0,
每股经营活动产生的现金流量净额(元),--,4.29,--,0.74,1.59,1.17,1.3,-0.02,0.38,1.87,1.78,6.73,2.47,-0.29,-0.18,1.15,0.55,0.18,0.32,0.38,1.07,-0.31,-1.76,0.82,--,0.92,--,--,--,0,0,--,0,
主营业务收入(万元),7004700,4553800,2226300,7853100,5793000,3746000,1793900,6530600,4876800,3378200,1678200,5991600,4437839,3047942,1509483,4607255,3386464,2292986,1115346,3552999,2638501,1731470,850549,2425865,1795840,2470100,2004437,1379339,1190429,1295649,1000150,740849,568570,
主营业务利润(万元),3161100,2147500,1101500,3841600,3061500,2071100,1075000,3428500,2749100,1939600,1050700,3151100,2527965,1725242,920859,2414717,1889043,1229157,639679,1698121,1340007,926281,505257,1052267,792090,812942,846511,441078,373408,133581,99205,69925,67059,
营业利润(万元),3161100,2147500,1101500,3841600,3061500,2071100,1075000,3428500,2749100,1939600,1050700,3151100,2527965,1725242,920859,2414717,1889043,1229157,639679,1698121,1340007,926281,505257,1052267,792090,812942,846511,441078,373408,133581,99205,69925,67059,
投资收益(万元),17700,18800,14100,-11700,-7900,-11400,-5100,-47500,-13100,-800,-9000,-36100,-29163,-18688,-15695,-13309,1828,16706,14009,44669,49135,46582,34676,75521,86997,21438,36617,12185,30155,195075,195998,--,0,
营业外收支净额(万元),5300,1500,400,13800,6200,6000,1400,13600,7200,3200,1700,7900,4311,3724,415,6421,4436,1495,1218,12936,-469,-1538,-49,-2999,-2907,-20538,-7577,-1430,-879,0,-38039,-358,678,
利润总额(万元),3166400,2149000,1101900,3855400,3067700,2077100,1076400,3442100,2756300,1942800,1052400,3159000,2532275,1728967,921274,2421138,1893479,1230652,640897,1711057,1339538,924743,505208,1049268,789184,792404,838934,439648,372528,81509,61166,69567,67738,
净利润(万元),2387500,1624100,835800,2888300,2332200,1584500,816700,2671500,2166400,1491700,796400,2359100,1903309,1292048,685977,1806789,1413274,921039,486248,1279023,1005836,683441,383289,764347,587057,731630,503915,264987,254072,43341,27158,--,0,
净利润(扣除非经常性损益后)(万元),2384100,1623100,835700,2879500,2328500,1581000,815900,2662100,2161300,1489600,--,2353700,--,1289513,0,1802269,--,920000,--,1269598,0,684662,--,--,--,--,--,266279,255083,0,0,--,0,
经营活动产生的现金流量净额(万元),19499100,20034900,8893200,3469900,7402400,5458700,6052600,-69700,1527500,7564000,7178100,27200500,9989443,-1166003,-740265,4633334,2234315,724443,1286946,1365947,4318562,-1038841,-5883461,2450554,6790061,2605052,1205987,1900553,1656406,1455897,0,--,0,
现金及现金等价物净增加额(万元),6346100,1997200,5159400,-1882000,864000,-2090000,-490100,-2109200,-4158700,-3371100,932700,-1873200,-2310538,-4098170,-3869128,6558040,4097941,1185825,1450948,-2482342,1934631,-3715704,-5316216,2362075,7728036,2507654,3107089,981,-58166,713947,0,--,0,
总资产(万元),308681500,300033600,286854300,273701000,258141800,266957800,257820200,241508600,247434400,247116800,241449200,227929500,221735987,209379424,201670762,173334561,166999459,166212724,168515353,148395034,149104054,142623563,--,119769611,--,85183814,73935427,59611662,51555670,39442334,31921573,20743592,0,
流动资产(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,25146896,21304779,15081909,11053745,
总负债(万元),286990800,279188000,268047400,255752700,240828200,250434700,241435600,226203400,234199800,234410200,229188000,216497300,210735383,198909576,191344643,163719597,157905727,157538415,159879005,140248764,141108700,137086904,--,114957465,--,81860606,71466518,59629904,51833932,38108729,30640401,--,0,
流动负债(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,--,--,--,--,--,0,--,--,--,--,--,--,--,--,32467702,25831107,--,0,
股东权益不含少数股东权益(万元),21636100,20792500,18754700,17897500,17285200,16496100,16359000,15283900,13213600,12687000,12242700,11417800,10986765,10456734,10313938,9603416,9082382,8663392,8625998,8136447,7985797,5527213,--,4810669,--,3323208,2468909,-18242,-278263,1333605,1281172,--,0,
净资产收益率加权(%),12.62,8.65,4.56,17.36,14.16,9.7,5.16,21.48,17.57,12.3,6.73,22.54,18.33,12.6,6.89,20.44,16.3,10.72,5.8,20.99,18.17,13.22,7.65,--,--,25.26,--,--,--,0,0,--,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
