报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2012-12-31,2011-12-31,
基本每股收益(元),0.28,0.26,0.03,0.45,0.4,0.24,0.04,0.57,0.4,0.7,0.7,
每股净资产(元),--,--,--,--,--,4.53,--,--,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,0.44,--,0.34,--,1.01,-0.05,
主营业务收入(万元),34504,21225,7683,57564,44015,27861,9351,66022,46691,75970,75634,
主营业务利润(万元),11221,7011,2776,19543,15431,9760,3375,22660,15917,25963,23126,
营业利润(万元),2243,1664,466,5712,5004,2918,447,7173,5056,8725,8595,
投资收益(万元),1,1,1,--,0,--,--,--,0,--,628,
营业外收支净额(万元),2596,2749,-4,522,194,182,104,217,133,274,393,
利润总额(万元),4839,4412,463,6234,5199,3101,551,7390,5188,8999,8989,
净利润(万元),4099,3779,386,5324,4360,2604,451,6281,4368,7743,7669,
净利润(扣除非经常性损益后)(万元),1867,1434,383,4819,4162,2430,359,6045,--,7470,6766,
经营活动产生的现金流量净额(万元),7176,4443,3642,5111,5754,4881,145,3786,4315,11060,-507,
现金及现金等价物净增加额(万元),-7945,-6945,-9785,22955,29187,2050,547,-2055,-1159,972,1579,
总资产(万元),133579,118901,111857,122151,122213,92212,--,91940,--,91928,80616,
流动资产(万元),88100,83910,77175,88454,93468,63034,--,63412,--,63371,56784,
总负债(万元),49805,37096,32534,43214,44239,42414,--,44745,--,51014,47446,
流动负债(万元),48825,36397,31818,42490,43490,41666,--,43986,--,50216,47294,
股东权益不含少数股东权益(万元),81101,80781,79323,78938,77974,49799,--,47195,--,40914,33171,
净资产收益率加权(%),5.06,4.68,0.49,9.43,8.83,5.37,0.94,14.26,--,20.9,26.14,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
