报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-06-30,2001-12-31,2000-12-31,
基本每股收益(元),0.93,0.63,0.72,2.73,1.86,1.35,0.72,2.73,2.27,1.61,0.76,2.49,2.16,1.22,0.64,1.82,1.38,0.85,0.47,1.39,1.04,0.68,0.24,0.93,0.71,0.47,0.19,1.01,0.67,0.49,0.21,0.68,0.53,0.38,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,11.56,--,10,9.02,8.85,8.22,8.05,7.8,7.87,7.5,6.48,5.97,6.18,5.89,5.58,5.29,5.42,5.19,4.97,4.9,5.22,5.17,4.4,4.26,4.65,4.22,4.09,3.91,4.28,4.13,3.96,3.79,3.9,3.77,3.96,3.74,3.96,3.88,3.74,3.64,0,1.55,0,1.46,1.41,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0.28,--,0.86,0.58,0.35,1.66,0.95,0.43,0.09,1.47,0.83,0.21,0.17,0.93,0.46,0.11,0.01,0.09,-0.14,-0.05,-0.09,0.43,0.18,0.13,0.13,0.36,0,0,0,0.49,0,0,0,0.71,0,0,0,0.23,0,0,0,1.05,0,0.66,0.13,
主营业务收入(万元),133184,81385,37931,145387,108773,76496,37779,139587,107485,71495,33800,117115,89790,57310,26401,102157,74844,48730,26313,86731,64767,41378,19232,69475,53677,34027,15163,64974,50229,33723,17117,59307,46656,30872,14667,52221,39700,26446,11689,41882,29672,16252,4761,25349,17912,11691,2976,21359,14521,10021,4718,21203,9446,19389,18392,
主营业务利润(万元),64514,41969,21560,70754,52162,36692,19984,74838,57603,37540,18806,60544,46387,30369,15300,45426,34196,22177,11788,32604,24702,16067,6503,25888,19574,12749,5248,23778,17676,11454,6148,21391,16282,11172,5559,18587,14276,9236,3781,19854,14653,8623,3246,16679,11556,7451,1868,14123,9346,6535,3129,13635,5774,11972,11615,
营业利润(万元),44036,29642,14156,50815,34525,24895,13253,49668,42431,26363,12828,38999,30912,20330,10714,30534,23198,14345,7749,23101,17245,11167,3956,15262,12017,7876,3110,16801,12390,8413,3970,14715,11266,8104,4351,11585,9249,5951,2518,12236,9083,5193,2162,7577,7455,4607,1119,8357,5893,3959,2002,8853,4014,8097,8406,
投资收益(万元),1396,1475,-538,6251,1137,621,445,2148,2329,579,-12,517,563,546,9,862,645,523,--,570,347,266,116,577,449,274,5,4972,2811,2614,147,1996,1261,960,387,1068,660,367,315,974,840,606,325,130,264,641,475,586,114,106,10,35,0,0,0,
营业外收支净额(万元),458,225,42,945,545,462,154,1285,560,477,26,2527,4992,-60,-7,-47,-99,-93,-54,131,53,20,14,57,26,64,9,32,--,14,--,104,--,--,--,-101,0,0,-2,57,0,0,0,9,0,0,0,-40,0,0,0,0,0,0,0,
利润总额(万元),44494,29867,14198,51760,35070,25357,13407,50953,42991,26840,12855,41526,35904,20269,10707,30487,23099,14252,7695,23232,17298,11187,3970,15319,12043,7940,3119,16833,12403,8427,3930,14819,11248,8101,4352,12664,9920,6391,2838,13351,9964,5841,2486,7828,7828,5287,1592,9068,6255,4065,2021,8878,4001,8059,8105,
净利润(万元),37316,25228,11608,43883,29877,21735,11521,42977,35508,22502,10663,34853,30213,17091,8951,25487,19337,11845,6547,19413,14536,9519,3362,12966,9936,6550,2598,14087,9315,6916,2969,9519,7480,5369,2825,8191,6552,4136,2026,8640,6571,3749,1775,4177,5158,3711,1141,6048,4212,2747,1346,5879,2728,5216,5005,
