报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),-0.06,-0.04,-0.02,0.05,0.01,0.03,0.01,-0.13,0.01,0.02,0.03,0.12,-0.27,-0.14,-0.11,-0.79,-0.29,-0.13,0.03,0.27,-0.04,-0.01,0.03,0.05,0.03,0.01,0.01,0.04,0.07,0.08,0.1,0.11,0.16,0.15,0.1,--,--,--,--,0.13,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,2.24,--,--,--,2.36,--,1.95,2.08,2.12,2.23,2.78,2.93,4,3.98,3.67,3.7,3.78,3.75,3.73,3.76,3.76,3.75,3.77,3.77,3.83,3.22,3.27,3.26,3.27,3.17,3.16,3.17,3.18,3.16,3.13,3.12,3.21,3.15,3.14,3.76,3.89,3.8,2.2,0,2.11,1.67,1.6,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.3,--,1.5,-0.04,-0.43,-0.06,0.58,-0.06,-0.21,-0.9,1.33,1.06,0.43,-0.41,0.64,1.67,0.09,-1,-0.26,0.27,-0.49,-0.33,0.01,0.14,-0.35,0.07,0,0,0,0.99,0,0,0,-0.62,0,0,0,0.38,0.03,0,0.62,0,1.42,
主营业务收入(万元),35871,27765,18651,110326,47027,29746,17963,136101,44168,32277,17076,266452,134315,82788,38945,182691,84188,37276,27101,188627,88688,67089,51820,122690,65201,58060,18164,134318,78040,58106,34934,72794,48835,43347,24707,55692,31313,26590,16120,76380,48463,45162,26117,25565,16868,16079,12310,44604,14020,9022,41536,32646,34871,
主营业务利润(万元),172,692,378,-135,1696,1822,604,9895,2858,2191,1435,5997,313,2225,-352,-885,-1166,4188,3369,20419,6260,5754,2965,9710,3970,2702,1235,11868,7900,5541,3936,8035,7068,5441,--,7312,4642,4084,2427,8980,4253,3659,1390,4857,3009,2897,1729,6916,2246,1248,7179,6353,7590,
营业利润(万元),-4955,-2650,-1765,-9301,-3543,-643,-1475,-9117,-3636,-1534,-251,-6443,-11983,-6583,-4658,-33880,-12608,-5972,88,2434,-3562,-2091,263,1072,341,-3,-226,1635,2383,2169,2149,2128,3458,3114,2029,1754,1490,1521,1601,2346,1603,1414,973,1204,1015,987,1433,4302,794,948,4282,4080,5097,
投资收益(万元),238,263,-104,6479,1054,853,63,580,1017,606,1,10420,190,192,1,101,97,99,2,980,28,29,-0,40,-1,1,-1,-6,-4,-3,-1,-18,-5,0,0,-255,-211,-117,-1,117,123,199,98,0,0,0,0,0,0,0,0,0,0,
营业外收支净额(万元),1501,708,658,8466,3895,1495,1656,4578,3937,2052,1083,10167,2883,1481,578,3286,2432,966,347,2025,783,505,95,1051,819,712,229,406,--,--,-5,144,--,--,--,14,0,0,0,-164,0,0,2,21,0,-15,0,-45,0,0,0,0,0,
利润总额(万元),-3454,-1943,-1107,-835,351,852,181,-4539,300,518,833,3724,-9100,-5102,-4080,-30595,-10176,-5006,435,4459,-2778,-1585,358,2123,1160,709,2,2042,2425,2193,2144,2272,3449,3144,2024,1514,1269,1398,1594,2299,1717,1614,1073,1225,983,973,1437,4257,769,949,4251,4395,4986,
净利润(万元),-2106,-1282,-769,1435,302,780,291,-3852,207,589,765,3489,-8167,-4242,-3313,-24053,-7408,-3046,624,6224,-877,-208,649,1144,655,286,202,1025,1470,1614,1820,1956,2872,2777,1886,1652,1261,1442,1641,2327,1753,1633,1080,1225,983,973,1437,4257,769,949,4251,4395,4986,
