报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2008-12-31,2008-09-30,2007-12-31,2006-12-31,
基本每股收益(元),-0.06,-0.04,0.02,0.26,0.18,0.13,0.06,0.25,0.18,0.11,0.04,0.07,0.09,0.09,0.03,0.18,0.15,0.13,0.09,0.78,0.42,0.33,0.18,1.13,0.68,0.53,0.99,1.01,1.92,1.76,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.6,6.6,6.65,6.61,6.57,6.55,10.62,10.53,10.14,10.05,10.15,3.34,2.89,2.76,2.25,0,2.22,2.74,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.11,0.02,0.06,-0.12,-0.08,0.04,-0.16,-0.23,-0.15,-0.27,-0.27,0.72,-0.18,0.19,1.77,0,1.58,1.72,
主营业务收入(万元),28040,18458,15030,72133,49027,36695,18719,67228,46984,31370,13997,45328,37125,25669,13592,53120,38988,26341,11316,51261,36026,25888,14121,62207,39867,28248,66766,53396,65664,58651,
主营业务利润(万元),7269,5247,3925,16156,10574,7402,4059,14359,9922,6723,2575,8910,7599,5456,2953,10702,8021,5783,2502,15497,10359,7311,4483,18666,11782,8563,20556,18339,24729,22334,
营业利润(万元),-3579,-2580,1065,4686,2626,2011,1359,3700,2968,2311,706,-1111,157,124,662,2006,2408,2096,947,7130,4070,2856,2173,9794,5955,4555,8454,10709,16872,14003,
投资收益(万元),332,312,109,1414,1217,1169,198,580,789,442,203,278,206,130,30,85,13,13,0,--,--,0,--,4,0,--,--,0,--,--,
营业外收支净额(万元),827,623,428,1623,1460,858,-12,1841,1004,178,101,2328,1752,1730,113,1787,870,731,279,3525,1658,1671,153,1602,848,637,1969,1382,1948,2391,
利润总额(万元),-2752,-1957,1493,6309,4086,2869,1347,5541,3972,2489,807,1217,1909,1854,775,3793,3278,2827,1226,10655,5727,4528,2325,11396,6803,5191,10423,12091,18820,16393,
净利润(万元),-3356,-2375,984,5065,3488,2516,1136,4828,3458,2100,681,1261,1701,1652,665,3544,2838,2456,1023,9175,4854,3844,1972,10182,6107,4737,8948,9065,17321,15866,
净利润(扣除非经常性损益后)(万元),-3845,-2931,509,3759,2406,1497,975,3940,2565,1565,422,-88,--,457,--,2782,--,1656,--,6079,0,2423,--,8849,5387,4196,7254,0,8484,3529,
经营活动产生的现金流量净额(万元),-24138,-19570,-9030,-5574,-12573,-14339,-9352,18220,3048,2720,3173,4200,2043,351,1134,-2348,-1453,689,-1895,-2812,-1752,-3229,-3256,6496,-1594,1752,15895,13383,14195,15480,
现金及现金等价物净增加额(万元),-31907,-24406,-29046,7476,4419,-15283,-3330,-6031,-18012,-15658,1577,-6422,-1329,-1970,3044,-17688,-10016,-7526,-3722,64095,65472,69677,75122,-84,-2532,-1884,-2538,3481,1328,2540,
总资产(万元),174427,171840,178288,176233,184448,182050,185450,182512,178551,175970,164923,167312,163663,155819,163317,160393,165054,162316,162496,160725,157685,154918,156180,75352,77770,73298,80653,0,72524,57693,
流动资产(万元),112913,110972,119763,139503,154072,151179,154179,150821,146970,144189,133375,136208,133950,125314,132256,128866,133523,131405,132488,131446,133270,131288,134447,53215,57998,54383,65671,--,61981,48254,
总负债(万元),34292,33940,40663,42273,50532,49346,49342,47691,50433,49528,37977,41042,36958,29166,35729,33470,38835,36476,35088,34341,36055,34299,34433,45266,51523,48421,60440,--,52512,46251,
流动负债(万元),33442,33210,39933,41150,49409,48653,48949,47298,50183,49278,37727,40792,36708,28916,34729,32470,37710,35226,33713,32841,33127,32871,32005,42838,41727,43127,60146,--,52238,45811,
股东权益不含少数股东权益(万元),126532,127465,128711,128598,128739,127607,131111,129821,128118,126442,126946,126270,126705,126654,127589,126924,126219,125841,127408,126385,121630,120619,121748,30087,26009,24638,19901,0,19953,11225,
净资产收益率加权(%),-2.62,-1.85,0.77,3.98,2.7,1.94,0.87,3.78,2.74,1.66,0.54,1,1.33,1.29,0.52,2.8,2.24,1.93,0.81,7.94,4.38,3.62,6.35,40.74,0,21.27,40.35,0,116.44,80.1,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
