报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.07,0.04,0.04,0.15,0.12,0.07,0.04,0.26,0.23,0.15,0.08,0.26,0.22,0.14,0.08,0.24,0.21,0.14,0.15,0.59,0.49,0.32,0.34,1.35,0.88,0.56,0.59,2.17,1.64,2.34,1.07,2.9,1.79,1.14,0.56,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.11,--,2.99,2.91,2.95,2.87,2.84,2.77,5.42,5.26,5.16,4.99,9.68,9.37,8.91,8.59,16.84,19.67,15.72,14.51,13.23,12.17,11.06,10.58,9.83,9.25,9.68,8.97,8.24,7.85,7.35,6.99,6.83,6.58,6.3,6.14,5.93,3.64,3.5,3.33,3.16,3.01,2.98,2.83,2.7,0,2.38,2.26,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.44,--,0.06,0.09,-0.11,0.85,0.29,0.33,0.85,-0.34,-0.87,-0.87,-1.29,-0.2,-0.23,-0.5,-0.7,4.75,3.99,-0.8,-1.49,2.64,2.39,-0.65,-0.16,4.34,0,0,0,10.17,0,0,--,11.54,0,0,0,-2.18,0,0,0,6.54,0,0.29,0.44,-0.1,0.13,1.02,
主营业务收入(万元),261360,168555,85133,384328,297155,196519,91292,365465,271015,177694,82645,361183,267436,165208,75521,339634,240887,152755,65098,316951,233904,152856,72751,376257,198163,122338,56385,264002,176682,132571,41969,290619,129346,81757,36974,183745,118981,79807,33173,154400,90960,58736,23166,134620,92863,62780,34885,112690,65499,40798,13913,75269,31086,18436,38538,16465,40808,26776,
主营业务利润(万元),118398,76791,41383,165891,127931,90242,44513,168310,127161,83765,42083,156767,117972,76271,38831,147386,110093,71623,32748,143662,109101,72056,36328,157231,99413,64062,32842,116343,77868,51545,24013,94255,59981,41136,--,72782,53315,35368,15319,51466,31106,20905,10152,32689,23369,16356,8811,38211,27012,17038,7969,20001,11026,7315,14218,7505,14224,10975,
营业利润(万元),44048,29772,17015,54337,45452,27686,15564,92772,79790,52160,27927,90657,76104,48435,27674,84709,72837,49276,26970,108126,89875,59518,30556,125026,80192,50523,26150,83537,58551,40510,18143,56825,34228,21450,10599,44545,34053,21268,7433,29453,20814,13921,5088,15262,12041,8995,4976,10086,8033,5089,2179,5798,3706,2302,4250,2540,4180,3028,
投资收益(万元),3020,1357,1262,3191,-306,-1529,-247,2744,2891,1198,608,2993,2342,1799,782,3288,2019,707,311,451,344,209,--,9,--,--,--,1526,436,436,122,1137,486,345,299,1335,219,241,132,-348,-277,-318,-162,-225,-87,-102,7,-281,-188,-216,43,235,500,172,712,501,676,11106,
营业外收支净额(万元),5124,-518,104,62,3879,1181,242,1570,2634,2278,700,2885,2487,2127,861,1724,2264,1231,938,-673,-780,-796,273,738,914,868,927,61,--,--,--,--,-923,129,--,-350,0,0,0,-82,0,0,0,-147,0,0,0,-45,-27,-15,5,-58,9,-4,0,0,0,0,
利润总额(万元),49172,29254,17119,54399,49331,28868,15806,94342,82425,54437,28626,93541,78591,50562,28536,86433,75101,50507,27908,107453,89095,58722,30830,125764,81106,51392,27077,83598,58492,40501,18103,56523,33305,21580,10599,45537,34061,21299,7554,29217,20730,13602,4926,15336,12194,9132,5078,9859,7911,4958,2294,6327,4275,2529,4965,3033,4823,4076,
净利润(万元),38140,22092,12201,40896,32098,20140,11603,70747,61715,40505,21271,70702,58857,38195,21190,64603,56393,37509,20791,80890,66482,43972,23000,91554,60176,38248,20216,60855,42941,29274,13353,36249,22418,14185,7007,30322,22958,14103,4966,19511,13365,8846,3093,10328,7954,5922,3277,6522,5106,3315,1542,4350,2994,1699,3296,2119,3317,2946,
