报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2004-12-31,
基本每股收益(元),-0.29,-0.1,-0.06,0.02,-0.04,-0.08,-0.07,-0.21,-0.14,-0.1,-0.03,0.1,0.11,0.1,0.06,0.28,0.26,0.39,0.12,0.34,0.24,0.17,0.06,0.15,0.05,0,-0.02,-0.67,-0.32,-0.22,-0.07,0.18,0.19,0.17,0.09,--,0.23,0.18,0.08,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.98,2.97,3.02,2.96,2.95,5.75,5.5,2.8,2.71,2.63,2.52,2.46,2.37,2.32,2.29,2.32,2.66,2.77,2.92,2.98,2.99,2.96,1.37,--,--,--,--,0,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.06,-0.09,-0.03,-0.02,-0.08,0.21,0.26,0.54,0.21,0.12,0.01,0.26,0.13,-0.11,-0.05,-0.78,-0.64,-0.28,-0.36,0.11,-0.13,0.1,0,0.26,--,0.21,--,0.09,0.53,
主营业务收入(万元),46797,32690,15789,76497,58423,37514,14796,49564,44377,25718,12169,68551,56123,38471,18065,71903,55058,35934,17019,55002,39578,25181,12218,33176,22639,11137,5132,30825,26342,16986,5800,30808,21822,15500,7645,27141,19738,13055,6099,19782,15753,
主营业务利润(万元),838,1024,293,5841,4197,2006,488,1932,1147,430,235,6065,5451,4271,2232,9139,8351,5754,1966,6058,4387,2921,1088,4028,2892,12835,881,-1897,-638,-551,-243,3268,3232,2543,--,4874,3422,2320,1081,3157,2499,
营业利润(万元),-7474,-2585,-1590,-728,-1187,-2195,-1758,-5715,-3746,-2670,-888,2327,2780,2502,1385,6572,6418,4487,1260,3167,2178,1498,491,1270,647,316,25,-5980,-2785,-1860,-532,1863,1901,1546,829,3256,2098,1546,725,2073,1465,
投资收益(万元),--,--,--,--,--,--,--,--,0,0,--,0,0,0,--,--,--,--,--,--,--,0,--,0,--,--,0,--,--,--,--,0,--,0,0,--,--,--,--,0,0,
营业外收支净额(万元),162,85,-0,1107,180,175,2,309,214,77,5,252,99,99,18,86,59,59,15,-19,33,33,23,75,51,12,0,-186,--,-7,--,--,--,--,--,-7,1,1,--,0,0,
利润总额(万元),-7312,-2499,-1590,379,-1007,-2020,-1756,-5407,-3532,-2593,-884,2579,2880,2602,1402,6658,6477,4546,1275,3148,2210,1531,514,1346,697,328,25,-6166,-2791,-1867,-532,1909,1919,1564,832,3248,2100,1547,725,2074,1456,
净利润(万元),-6229,-2131,-1351,325,-850,-1712,-1491,-4586,-3007,-2209,-751,2191,2454,2218,1192,5664,5494,3853,1084,2677,1883,1305,437,1155,363,9,-195,-5249,-2555,-1715,-532,1259,1286,1048,558,2107,1340,1036,486,1386,977,
