报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-03-31,2009-12-31,2008-12-31,
基本每股收益(元),0.51,0.68,0.3,0.88,0.62,0.44,0.17,0.53,0.34,0.24,0.12,0.34,0.22,0.11,0.01,0.53,0.45,0.46,0.29,1.16,0.25,0.9,0.6,
每股净资产(元),4.9,9.45,9.17,8.84,8.54,8.85,8.61,8.44,8.25,8.15,8.18,8.06,7.94,7.83,7.93,7.92,7.84,7.81,4.46,4.17,0,3.13,2.36,
每股经营活动产生的现金流量净额(元),0.63,0.54,0.42,1.74,1.23,0.7,0.38,0.78,0.64,0.23,0.03,0.72,0.47,0.19,0.08,0.52,0.05,0.15,0.11,1.21,-0.08,1.17,0.34,
主营业务收入(万元),85291,59054,27586,105083,75780,49953,23582,90871,64360,43405,20964,79933,55841,36493,14885,78842,58972,40317,18566,75938,16599,58461,56993,
主营业务利润(万元),28829,19858,8944,36234,25616,16662,7915,27600,18058,12088,5711,18434,12003,7341,2797,16837,12702,9792,5253,21471,4422,17722,13397,
营业利润(万元),14139,9758,4313,12787,9424,6329,2520,8358,5437,3778,1658,3969,2722,1070,-243,4819,4268,4416,2655,11546,2511,9290,5870,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,0,0,0,3,0,
营业外收支净额(万元),791,316,224,-455,-470,-430,111,-307,-260,-252,84,1004,456,423,393,1717,1047,482,343,610,123,359,344,
利润总额(万元),14930,10074,4538,12332,8955,5899,2631,8051,5178,3526,1742,4973,3179,1493,149,6536,5315,4899,2998,12156,2634,9649,6214,
净利润(万元),12786,8634,3849,10870,7620,5344,2033,6460,4102,2848,1427,4161,2699,1289,131,5599,4541,4176,2570,10462,2221,8135,5367,
净利润(扣除非经常性损益后)(万元),--,8365,--,10796,--,5254,--,6722,--,3058,--,3320,--,925,--,4143,--,3767,2279,9944,2116,7833,5087,
经营活动产生的现金流量净额(万元),16043,6793,5251,21946,15504,8884,4610,9392,7803,2750,397,8661,5668,2243,949,6269,649,1820,1017,10867,-701,10562,3023,
现金及现金等价物净增加额(万元),-653,-5043,-1311,3974,-774,4973,-3934,-8765,-10146,-7019,-4590,-1620,-5332,-5613,-1488,32011,31713,42991,-3737,2150,-4627,3782,126,
总资产(万元),187808,180237,180285,178528,167323,165225,159177,157580,148596,149295,146822,146982,138905,138737,140153,139820,140053,149102,95444,95795,0,69256,62616,
流动资产(万元),89131,83824,84413,84212,77421,85306,80906,80834,77216,81525,84843,86515,81225,82099,84479,84150,86232,97479,46766,49440,--,36319,36591,
总负债(万元),61731,60646,64513,66861,59396,53638,54980,55411,48777,50718,47845,49426,42805,44037,44196,43935,45217,54600,55348,58262,--,41104,40967,
流动负债(万元),51672,50825,51956,54652,49121,50897,51072,51476,45003,46777,43391,44808,38505,38987,38945,38635,40515,49898,50646,53560,--,37104,38167,
股东权益不含少数股东权益(万元),124169,119590,115772,111667,107927,111587,104198,102169,99820,98578,98978,97556,96100,94700,95957,95884,94837,94502,40096,37533,0,28153,21277,
净资产收益率加权(%),10.88,7.48,3.39,10.16,7.27,5.14,1.97,6.47,4.12,2.88,1.45,4.3,2.81,1.34,0.14,8.39,7.91,10.54,0,31.86,0,33.13,28.59,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
