报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-06-30,2003-03-31,2002-12-31,2001-12-31,2000-12-31,
基本每股收益(元),0.16,0.04,0.02,0.11,0.1,0.05,0.01,0.1,0.03,0.02,0,-0.25,0.01,0.01,0.01,0.15,0.15,0.08,0.03,0.24,0.13,0.12,0.04,0.31,0.2,0.15,0.03,0.29,0.15,0.08,0.02,0.15,0.11,0.06,0.02,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,1.61,--,1.88,1.87,1.86,1.86,1.86,2.16,2.12,2.09,1.97,2.36,2.29,2.25,2.16,2.74,2.61,2.58,2.44,2.37,2.36,2.35,2.31,2.26,2.26,2.2,2.19,2.17,2.18,2.15,2.13,2.08,3.33,3.27,3.1,2.93,5.78,5.65,2.66,0,2.03,1.23,0.94,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0,--,-0.21,-0.27,-0.19,-0.66,-0.53,-0.87,-0.19,0.16,-0.33,0.25,0.16,0.57,0.34,0.5,-0.01,0.64,0.37,0.12,-0.25,1.69,1.28,0.88,0.44,-0.06,0,--,0,0.27,0,0,0,0.17,0,0,0,0.03,0,0,0,0,0,
主营业务收入(万元),263396,149637,57370,393291,267812,165774,67065,397377,236997,145273,59845,304284,203778,121164,45678,358127,255639,168267,70190,346422,235656,144175,62851,284578,192990,126717,52465,363224,269197,170810,69897,283487,186950,109014,43710,187840,121490,72481,32831,151626,108944,74294,34911,157329,110512,62934,26152,128028,60711,17520,63638,30959,12450,
主营业务利润(万元),59358,32314,12326,59934,43735,26218,11143,48754,29251,18073,7958,34168,27829,18294,9141,32909,25057,15879,8455,38685,25879,18394,7928,38604,25286,15828,6380,33272,23932,15561,7191,28843,20520,12004,--,24733,17034,10993,5747,23376,16933,11133,5264,23978,16936,9778,4140,18236,8031,2260,11543,6653,3341,
营业利润(万元),15355,5761,1987,6977,6450,3119,1224,7009,1262,607,88,-15682,975,1312,663,8586,7713,3875,1455,13528,7344,5561,1674,15279,9467,5096,733,8582,5669,3348,973,5407,4631,2158,534,4046,3173,2077,1011,7280,5793,3446,1527,10024,6691,3194,1134,8456,3864,506,5369,2726,1057,
投资收益(万元),--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,2717,39,39,39,--,--,--,0,68,-157,-19,--,5,--,--,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,346,346,346,346,41,21,0,43,43,4,
营业外收支净额(万元),-363,-1657,178,2356,1524,902,389,1343,753,509,312,1616,800,442,297,1053,692,377,96,2309,794,437,151,5,-32,33,483,722,350,--,--,--,--,--,--,-566,0,--,0,-303,0,0,0,-205,0,0,0,-246,0,0,0,0,0,
利润总额(万元),14992,4104,2165,9333,7974,4021,1613,8352,2015,1116,400,-14066,1775,1754,961,9639,8406,4252,1552,15837,8138,5999,1825,15284,9435,5128,1215,9304,6019,3566,1175,5858,4840,2600,836,3868,3087,2036,992,7005,5792,3457,1511,10205,7001,3500,1446,8293,3831,492,5259,2380,1046,
净利润(万元),11725,2826,1080,5926,5065,2281,324,4457,1278,739,136,-11548,573,398,231,7064,6732,3162,1198,9418,5101,3788,1147,10038,6504,3592,721,7162,3696,1992,456,3629,2768,1377,473,2113,1893,1299,595,4078,3693,2313,980,7937,5375,2725,1015,6541,3295,384,4397,1671,1143,
净利润(扣除非经常性损益后)(万元),12180,4323,952,4248,4021,1626,10,3607,828,437,--,-11059,--,1464,--,4865,--,2029,--,7823,--,3433,--,9995,0,3611,0,6519,--,1878,0,3130,0,1088,--,1802,0,1287,0,3680,0,2275,0,7573,0,2341,0,6640,0,0,0,0,0,
经营活动产生的现金流量净额(万元),103,13975,-5506,-23005,-27817,-26309,1463,8906,5062,8041,166,-9349,-9531,-12701,-8889,-30679,-24413,-33722,-7226,5994,-12936,7920,5222,18451,10860,12439,-314,15727,9270,2912,-6193,41815,31695,21870,10810,-1475,-7464,-4415,-4957,6636,3045,1521,1319,2622,-4490,-5401,-8563,198,6063,0,4576,0,0,
现金及现金等价物净增加额(万元),9381,16338,4496,3568,745,1213,27079,-5125,-2290,-4038,-333,-3399,-5115,-7765,-4771,-14103,-21447,-22406,-10715,17409,13100,37620,21875,7020,1755,1578,3275,-6495,-4478,-4369,-9072,-2323,-1550,-3943,1650,3674,-4625,-1703,-5421,3763,7867,9071,4029,-11046,-6293,10780,2341,27957,4917,0,-1598,0,0,
总资产(万元),620987,626204,626943,653531,659973,641727,652392,620086,642143,603076,575545,571691,549606,530900,515906,550370,531673,502609,446264,385024,374706,371282,337449,315754,316362,310969,312982,317880,346987,331318,315594,315258,295689,305462,297590,275285,270450,252005,232978,227266,225713,218652,201602,182365,178909,177999,156603,129087,82866,0,61235,29021,24884,
流动资产(万元),523443,527718,528632,553130,559469,539514,548207,514037,536291,495814,466577,460802,440846,420336,404543,437069,416995,388517,330613,269296,255099,251544,215968,192560,193412,188290,187841,190106,219890,202060,185570,185028,166589,175439,168106,146349,144113,126940,110342,107186,117283,117836,104498,92214,97378,106425,94924,80145,41773,0,28987,15907,15692,
总负债(万元),454381,473180,467171,495074,502637,487545,498758,500584,527003,488860,460982,457145,422753,404671,390248,423473,405792,380014,331737,270787,266065,263404,251095,233377,239483,236200,241696,247254,280468,266702,251399,251229,232291,243729,234397,212579,208169,190134,171824,165602,164741,158226,141291,120457,119650,122355,106451,82349,66098,0,49063,21776,19879,
流动负债(万元),443181,461830,458364,486267,499161,484059,497301,499127,523135,484127,455077,451172,422683,404583,390095,422733,405419,379801,331644,262385,257655,252984,240166,232239,238335,233044,239521,235269,259232,240813,221591,221335,199308,210526,200154,179331,174314,156586,145176,140954,148873,151157,136223,120389,110551,113287,97346,72227,58030,0,42995,18707,19811,
股东权益不含少数股东权益(万元),134766,121651,118241,117326,115944,113178,112916,78865,75690,75194,74624,74411,86955,86553,86351,86230,86023,83604,81753,80518,76062,76059,73578,72325,69414,67808,64664,63936,60294,58590,58540,58083,57243,55853,56021,54499,54270,53788,53965,53243,52841,51456,51590,50608,47966,45303,44752,43738,13923,0,10653,6456,4915,
净资产收益率加权(%),9.42,2.33,0.92,5.57,5.14,2.35,0.41,5.82,1.7,0.99,0.18,-14.28,0.66,0.46,0.27,8.43,8.02,3.84,1.47,12.19,6.82,5.11,1.57,14.75,0,5.45,0,11.7,--,3.37,0,6.4,0,2.46,--,3.93,0,2.41,0,7.9,0,4.47,0,16.91,0,6.09,0,35.67,26.79,0,50.8,29.05,36.03,
		
		
		
		
		
		
		
