报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2008-12-31,2007-12-31,
基本每股收益(元),0.19,0.12,0.1,0.49,0.29,0.18,0.08,--,0.21,0.14,0.11,0.68,0.31,0.21,0.1,0.48,0.31,0.2,0.12,0.55,0.42,0.27,0.11,0.82,0.61,0.64,0.6,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,6.18,6.08,5.97,5.95,5.78,5.67,8.53,8.41,8.22,8.27,8.13,3.77,--,--,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,-0.54,-0.38,-0.17,0.46,-0.11,-0.09,-0.38,0.29,-0.2,-0.36,-0.36,-0.22,--,0.27,1.13,
主营业务收入(万元),51865,32033,14284,60091,36905,21706,9483,43189,27298,17516,6767,39613,21699,14294,6410,28265,19906,12753,5635,23329,16684,10850,5277,25786,19244,24114,22557,
主营业务利润(万元),22021,13231,5829,27297,16849,10098,4563,19578,12199,7587,2815,16679,6788,4500,2061,9016,6558,4219,1946,8475,6061,3908,2007,8644,6391,7027,6038,
营业利润(万元),10728,6768,2800,13231,8260,4913,1866,9101,5436,3296,954,9555,3809,2584,1215,5054,3642,2335,975,4126,3203,2028,931,4715,3550,3712,3568,
投资收益(万元),-320,-203,-141,-342,-204,-144,-68,-181,-124,-65,-30,-40,-20,--,--,--,--,--,--,--,--,--,--,0,--,0,0,
营业外收支净额(万元),1007,761,262,1101,401,437,381,1115,843,792,767,519,-24,-17,-9,595,62,68,14,52,-2,-11,-6,79,60,--,--,
利润总额(万元),11735,7529,3062,14332,8662,5349,2246,10216,6279,4088,1721,10074,3785,2568,1206,5649,3705,2402,989,4178,3201,2017,925,4794,3610,3729,3589,
净利润(万元),10080,6477,2579,12571,7486,4662,1943,8895,5261,3433,1421,8564,3155,2142,1003,4781,3109,2019,831,3550,2678,1682,762,4108,3042,3192,3001,
净利润(扣除非经常性损益后)(万元),9432,5932,2369,12321,7241,4404,1670,--,--,2748,766,7725,--,2144,--,4267,--,1951,--,3366,--,1682,--,4038,--,3177,2615,
经营活动产生的现金流量净额(万元),-1788,-4494,-2076,-541,-9552,-2438,-878,-822,-7133,-7833,-4745,2817,-5598,-3952,-1712,4657,-1146,-920,-2534,1932,-1333,-2429,-2390,-1076,-3907,1352,5628,
现金及现金等价物净增加额(万元),-9993,-11062,-4551,-5362,-12091,-10326,-5577,-14351,-18015,-15041,-9742,-4678,-6896,-3968,-831,3646,-3361,-1568,-2018,30995,27547,27622,32190,-700,-3948,-19,3384,
总资产(万元),141793,128829,117784,120632,112334,103542,100691,98528,91663,87430,87173,93842,69681,68163,68555,69063,66437,65372,62257,63776,58935,59102,63174,30325,--,25150,24397,
流动资产(万元),93405,86597,83967,86992,81189,73214,71567,72364,70592,69386,69196,75681,62253,61724,62969,63698,61248,61130,58208,59651,54778,55051,59143,26242,--,21242,20402,
总负债(万元),28531,22075,18863,24478,15588,15331,12658,12438,9469,7018,6867,15315,5963,5458,6989,9445,8493,8516,5254,7604,4024,3851,8843,11452,--,10385,12824,
流动负债(万元),24478,15668,11154,17352,15355,15098,12426,12206,9441,6990,6839,11287,5935,5430,6961,9417,8493,8516,5254,7604,4024,3851,8843,11452,--,10385,12824,
股东权益不含少数股东权益(万元),110661,105173,98733,96154,96747,88211,88033,86090,82194,80412,80307,78526,63718,62705,61566,59617,57945,56855,57003,56172,54911,55251,54331,18873,--,14765,11573,
净资产收益率加权(%),9.92,6.51,2.65,14.05,8.38,5.3,2.23,--,--,4.29,1.79,11.41,5.22,3.56,1.67,8.27,5.44,3.55,1.47,7.18,5.69,3.92,2.08,24.42,--,24.24,28.61,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
