报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1997-06-30,1996-12-31,1996-06-30,1995-12-31,1995-06-30,1994-12-31,1994-06-30,1993-12-31,1993-06-30,1992-12-31,1992-06-30,
基本每股收益(元),0.36,0.26,0.32,0.74,0.53,0.38,0.23,0.78,-0.05,-0.03,-0.01,-0.06,0.01,0.02,-0,0.1,0.1,0.12,0,0.1,-0.03,-0.01,0.01,-0.4,-0.15,-0.06,-0.02,-0.29,-0.06,-0.05,-0.01,0.06,0.06,-0.02,-0.03,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,-0.42,--,-0.34,-0.33,-0.36,-0.36,-0.35,-0.33,-0.45,-0.46,-0.45,-0.43,-0.41,-0.42,-0.14,-0.19,-0.15,-0.14,0.1,0.1,0.14,0.16,0.28,0.1,0.09,0.12,0.07,0.05,0.09,0.1,0.11,0.11,0.09,0.06,0.17,0.21,0.24,0.28,0.4,0.53,0.62,0.69,1.35,1.44,1.7,1.7,1.7,1.7,1.71,1.69,1.69,1.67,1.69,1.67,1.7,1.67,1.62,1.7,1.69,2.04,1.91,1.99,1.76,2.52,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,0,--,-0.04,-0.03,0.01,-0.24,-0.15,-0.12,-0.06,-0.04,0.1,0.1,-0.01,0,0.01,-0,-0.01,0.14,0,0.12,0.05,-0.22,-0.17,0.03,0.08,0.12,0,0,0,0.04,0,0,0,0.09,0,0,0,0.04,0,0,0,-0,0,-0.1,--,-0.12,-0.05,0.12,0.08,0.19,--,0.17,--,--,--,--,--,--,--,--,--,--,--,--,--,
主营业务收入(万元),479152,334751,229819,550286,363376,254606,156439,439341,0,0,0,0,0,0,0,2560,1052,171,42,787,2599,2371,2176,2055,1288,584,399,2596,1754,802,423,16237,8238,7442,4563,32742,21433,3588,2794,24070,15611,12072,4590,11123,6527,5123,4031,14360,10459,7258,4167,18401,14202,9836,4098,32312,14154,41430,21310,27825,13179,24567,11135,25396,11596,20751,8520,24891,10713,16330,7027,15666,7377,--,6659,
主营业务利润(万元),108355,74563,46247,115574,79806,55730,32744,94636,0,0,0,0,0,0,-1,65,52,15,-2,96,772,759,749,-194,-95,100,14,-206,29,139,84,1442,1023,863,--,4999,2901,218,228,2749,1792,1260,641,-889,-1419,-1483,-28,-5248,-4523,-2084,-671,-2955,-1543,-823,483,1879,881,2634,1175,2020,892,1475,857,906,649,-8,-760,2485,2133,4302,2514,5315,2787,--,-3548,
营业利润(万元),50176,36093,25436,58074,37332,26799,14767,43089,-828,-436,-83,-1470,-316,-162,-140,-2370,-1216,-900,-433,-2353,-166,152,403,-7415,-2542,-965,-286,-5270,-1286,-917,-223,-4073,-1255,-1000,-426,1148,677,-932,-213,1177,987,800,191,-3199,-1946,-1335,-746,-6812,-5182,-2836,-1275,-11895,-4424,-3032,11,-153,57,609,466,622,240,-34,243,905,0,-68,0,2688,0,4423,2560,5457,2834,--,0,
投资收益(万元),-180,157,687,2871,1985,1388,391,2342,--,--,--,9366,286,286,--,0,0,0,--,1,1,1,--,1,1,1,0,1,1,1,--,0,0,0,0,-91,-158,-153,-77,-323,-74,-70,4,0,0,0,0,0,0,0,0,0,0,0,0,61,50,48,0,2,0,96,0,14,1,7,0,120,0,40,58,116,148,--,0,
营业外收支净额(万元),371,103,82,271,3705,3567,3612,-1234,--,--,--,105,105,110,109,4733,3567,3548,499,4027,-6,19,-24,3,27,-54,--,190,--,3,--,5162,--,--,--,-99,0,0,0,-327,0,0,0,-2223,0,0,0,-511,0,0,0,0,-1544,-1516,0,80,0,-7,0,3,0,0,--,0,2,0,142,0,31,-2,0,0,--,--,--,
利润总额(万元),50546,36196,25518,58345,41038,30365,18378,41855,-828,-436,-83,-1365,-210,-52,-31,2364,2351,2648,66,1674,-172,171,379,-7412,-2515,-1018,-286,-5079,-982,-914,-224,1089,1055,-250,-422,958,48,-1088,-351,538,683,574,129,-5419,-1968,-1356,-751,-7324,-5188,-2824,-1275,-18230,-5967,-4548,11,27,234,649,464,631,245,110,243,945,622,103,-638,2400,2306,4888,2874,5575,2979,--,2222,
净利润(万元),36296,26291,18892,43507,31277,22557,13591,30785,-828,-436,-83,-922,234,392,-31,1651,1745,2069,39,1674,-442,-103,127,-6652,-2430,-949,-252,-4878,-939,-876,-208,946,1009,-349,-529,318,-403,-816,-269,463,629,616,114,-4161,-1859,-1268,-734,-6833,-4992,-2717,-1218,-16882,-5828,-4449,9,113,196,619,388,525,191,53,191,779,540,90,-640,2081,2002,4242,2494,4906,2621,--,1956,
