报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2007-12-31,2006-12-31,2005-12-31,
基本每股收益(元),0.24,0.11,0.04,0.04,0.02,0.02,0.01,--,0.04,0.04,0.02,0.2,0.16,0.11,0.08,0.4,0.25,0.22,0.39,1.77,1.5,1.16,0.71,1.44,0.91,0.44,0,0.36,0,0,0.21,--,--,
每股净资产(元),9.84,10.07,10.01,9.97,9.96,9.96,9.96,--,--,9.97,10.06,10.04,9.99,9.95,10.21,10.13,9.99,9.95,25.23,24.84,24.51,24.15,3.43,2.72,--,--,0,1.19,0,0,0.83,0,0,
每股经营活动产生的现金流量净额(元),-0.19,-0.06,-0.09,-0.12,-0.31,-0.11,-0.14,--,--,-0.11,-0.15,0.26,-0.11,-0.03,-0.29,0.09,-0.27,-0.09,-0.39,0.98,0.45,0.48,0.07,1.15,--,--,0,0.54,0,0,-0.02,0,0,
主营业务收入(万元),34877,22628,12093,42570,28935,21663,9186,43362,31634,20766,9227,42838,31340,23045,12174,57138,44598,31171,17089,70237,54110,38400,18776,46585,29097,15889,7045,21874,17446,11537,15009,11414,6446,
主营业务利润(万元),11670,7785,4157,16466,11653,8687,3460,16227,11668,7508,3503,15195,11474,8003,4039,23946,18560,13627,7716,32994,25766,18199,9388,20344,13297,6716,2989,8412,6760,4594,4303,2337,1691,
营业利润(万元),5008,1758,334,-4722,-2011,-842,-266,-4854,-2496,-1790,-1786,-2189,-949,761,500,5568,4637,4671,3906,14658,13147,10174,5463,8732,5799,2715,1489,1563,1610,1151,290,584,458,
投资收益(万元),2489,636,321,547,303,56,-3,223,72,59,--,--,--,--,--,--,--,--,--,--,--,--,0,0,--,--,0,--,0,0,0,0,68,
营业外收支净额(万元),2198,1534,792,5743,2499,1295,490,5593,3908,3070,2645,8626,6100,2727,1792,5863,2578,1714,703,4466,2494,1310,799,2962,1511,848,11,849,--,130,1069,18,-6,
利润总额(万元),7206,3291,1127,1022,489,453,225,739,1412,1279,859,6437,5151,3488,2292,11430,7214,6385,4609,19124,15641,11484,6262,11694,7310,3563,1500,2412,1838,1281,1359,672,601,
净利润(万元),6493,2942,1018,1015,524,521,213,469,1033,1016,612,5499,4351,3092,2211,10771,6810,5892,4213,17702,14479,10562,5783,11694,7310,3563,1500,2412,1838,1281,1359,672,601,
净利润(扣除非经常性损益后)(万元),--,1817,--,-3085,--,-184,--,--,--,-1243,--,-1308,--,1636,--,7779,--,5355,--,15802,--,9550,4984,9681,--,--,0,2115,0,0,740,0,0,
经营活动产生的现金流量净额(万元),-5260,-1701,-2550,-3398,-8440,-2933,-3884,1816,-5810,-3076,-3946,6955,-2947,-882,-7996,2369,-7282,-2582,-4221,10632,4843,5197,554,9361,4622,1966,-287,3973,1236,-829,-105,-41,-1811,
现金及现金等价物净增加额(万元),7414,10742,-3383,-16356,-4801,593,-4766,-13301,-21168,-17914,-4270,-19409,-28775,-25462,-8939,-12097,-18925,-13301,-6576,237734,233319,234328,215,7403,5040,3804,957,5075,3028,160,397,-408,-923,
总资产(万元),312215,305729,286719,286538,282214,285343,284632,283957,284452,287737,287389,289155,283720,283801,291650,295764,288373,288762,290766,286644,279660,274301,41893,34141,--,23518,19634,15993,15861,13536,11127,8784,7528,
流动资产(万元),278752,278215,259016,258331,254441,256896,256435,255591,256645,259430,259591,260151,255127,255619,280282,284685,279025,280151,284743,282335,276817,271829,39739,32216,--,22148,18304,14920,14724,12460,9915,7303,6205,
总负债(万元),34706,31833,14332,15174,11333,14464,13654,13203,13128,16427,13751,16128,11826,13201,13810,20134,16713,18022,16264,16355,12971,11529,13925,11956,--,9464,7792,7193,7701,7021,5826,4828,4243,
流动负债(万元),16533,29931,12375,13384,9411,12425,11465,10872,11244,14984,12661,15038,10593,12111,13767,20114,16026,17494,15681,15688,12398,11529,13925,11956,--,8464,7792,7193,6243,5545,5826,2080,3092,
股东权益不含少数股东权益(万元),277436,273824,272314,271291,270807,270805,270904,270679,271250,271235,273563,272952,271812,270549,277827,275618,271659,270741,274501,270289,266689,262772,27968,22185,--,14054,11842,8800,8160,6515,5301,3956,3285,
净资产收益率加权(%),2.33,1.08,0.37,0.37,0.19,0.19,0.08,--,--,0.37,0.22,2.01,1.59,1.12,0.8,3.95,2.51,2.16,1.55,9.59,--,10.14,0,72.2,--,--,0,35.58,0,0,29.41,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
