报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,1999-12-31,
基本每股收益(元),0.15,0.07,0.01,0.01,0.07,0.03,0.01,--,0.11,0.09,0.04,0.3,0.25,0.17,0.05,0.26,0.17,0.13,0.05,0.27,0.23,0.2,0.13,0.21,0.15,0.08,0.02,0.19,0.14,0.3,0.15,0.85,0.54,0.4,0.2,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,3.49,--,3.35,3.33,3.26,3.23,3.28,3.15,3.43,3.55,2.66,2.63,2.56,2.58,2.52,2.44,2.49,2.47,2.43,3.77,3.62,4.02,3.71,3.58,3.74,3.52,3.4,3.42,3.13,3.32,3.08,2.91,4.16,4.41,4.14,3.97,4.17,4,3.73,3.65,3.56,3.5,3.61,3.54,3.49,--,0,1.48,0,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,-0.45,--,-0.04,-0.41,-0.66,-0.33,-0.16,-0.07,-0.01,0.25,0.14,0.09,-0.2,1.34,1.06,0.49,-0.01,-0.87,-0.83,-1.73,-0.78,-1.79,-1.86,0.62,0.06,0.52,0,1.26,0,-0.1,0,0,0,-4.36,0,0,0,-1.99,0,0,0,-0.79,0,-0.43,--,--,-0.72,-0.41,0,
主营业务收入(万元),435998,303389,127608,284118,182119,123993,81424,215728,129078,116273,40849,264956,209737,139512,43180,210851,143557,109857,47245,314131,279699,225824,139443,220207,157053,90756,29385,159161,115950,85678,44351,285680,171732,106774,51394,230641,145900,96573,50848,132512,92724,67666,38586,97480,53282,34799,19519,48054,24267,16279,8135,36609,20394,10404,4811,32407,14911,23260,12348,
主营业务利润(万元),34514,17897,6337,21857,14945,10502,6208,31138,27965,23868,13576,77059,61972,41247,13967,62947,42449,33264,12587,75811,61216,50605,32798,57239,41359,21767,7480,51399,36870,26752,13676,73983,47037,31913,--,46243,35727,25203,13037,31728,21056,13696,7145,20919,14199,9414,4852,13707,6727,4350,1794,9367,5595,3467,1586,8995,3789,5535,4134,
营业利润(万元),20280,9881,905,7792,10268,3522,2726,28804,20191,17126,7917,57422,46641,30730,8297,44890,30528,24774,7904,60271,51121,43230,28641,39524,28043,13157,2967,31901,24769,19862,10447,63260,38372,26662,12416,36144,27969,19889,10350,23057,15431,9849,5363,16295,11403,7433,3866,11249,4984,3214,1230,7299,4264,2653,1195,7849,3255,4535,3147,
投资收益(万元),1098,789,69,7179,1384,917,54,7803,-688,114,-593,-2543,-1271,-883,-475,121,-429,-92,-213,-363,24,24,-1,118,44,--,--,103,0,0,--,1041,0,846,389,670,382,283,136,35,-5,7,-0,-49,-367,-187,-75,-110,-36,-24,-12,-49,-36,-24,-12,-45,-22,-15,141,
营业外收支净额(万元),-108,-99,8,-116,-302,-256,-253,-348,-47,-22,15,-81,-64,-25,6,327,346,30,100,248,199,186,-64,181,209,221,-14,-121,--,--,--,--,--,--,--,-95,0,0,0,-84,0,0,0,-104,0,0,0,-74,0,0,0,-37,-26,-2,0,-22,0,0,0,
利润总额(万元),20172,9782,913,7676,9965,3266,2473,28456,20143,17105,7931,57341,46578,30705,8303,45217,30873,24804,8004,60519,51320,43415,28576,39705,28251,13378,2953,31781,24675,19869,10699,63074,38193,26514,12413,37034,28567,20385,10489,23296,15346,9769,5362,16149,10961,7224,3791,11065,4899,3166,1218,7235,4201,2626,1182,7809,3221,4466,3258,
净利润(万元),15379,7660,661,1291,7741,2770,1556,17242,11147,9523,4095,31628,26503,18261,5738,27385,17432,13559,4991,28432,24233,21098,14020,22317,16189,8100,1861,18786,14667,12025,6104,34352,21726,16320,8145,22751,17805,12715,6664,14866,9978,6409,3521,10572,6812,4384,2301,7050,3230,2073,809,4230,2282,1336,598,4153,1645,2812,2230,
净利润(扣除非经常性损益后)(万元),15461,7737,534,-4786,1760,2965,1743,--,11162,9523,--,31598,--,18211,--,27181,--,13489,--,28273,--,20980,--,22202,--,8019,0,18726,0,11992,0,34354,0,15758,--,22185,0,12418,0,14552,0,6436,0,10467,0,4409,0,7108,0,2097,0,4271,2324,1354,--,5563,1667,0,0,
经营活动产生的现金流量净额(万元),121481,29365,-40334,96184,69795,29401,-35160,80661,37606,-26439,-47404,31028,-3922,-42675,-69580,-34316,-16869,-6924,-1023,26458,14319,9164,-20908,140807,111589,51834,-686,-90966,-87584,-70109,-31474,-72642,-75359,25141,2391,20909,31481,26371,-4797,-2003,-15655,-7176,-13167,-60985,-1830,-12147,-6263,-27844,-14395,-24531,-24354,-11059,0,-6057,--,-11181,0,0,0,
现金及现金等价物净增加额(万元),61288,-14908,-44983,20467,-3735,42722,9402,-793,24568,42381,-28477,2380,-11249,-5799,18292,-13240,5787,20851,-4605,1864,63038,20830,18425,41408,36800,48008,28265,-8674,-4190,-26563,-18218,-10233,-23165,43837,27269,77656,74538,35986,-40487,3278,3059,-12967,-7498,16299,-3741,-4686,12710,2252,-1267,-3675,-8146,8537,0,12021,--,-2293,0,0,0,
总资产(万元),1329448,1357224,1421152,1463753,1472688,1501617,1476572,1402904,1436400,1371768,1299748,1215267,1189720,1200804,1187835,1068578,1028812,979885,968060,975952,873991,845737,875415,900214,819742,815524,785265,731746,713179,671610,626737,638999,619645,551513,517144,486028,482038,450507,412294,413586,395388,353958,335477,325711,194948,190043,184267,159895,129535,130680,97327,85250,76732,80359,82228,55897,0,47606,32139,
流动资产(万元),1123826,1135755,1218616,1302330,1329930,1352216,1332711,1246682,1289319,1226191,1145330,1066854,1035481,1039898,1040836,917370,896668,861885,821596,806229,829230,799542,858393,877941,802983,801090,772542,719512,700040,660153,617029,628093,608209,542284,508212,479320,473938,442117,405006,405831,388908,348328,330471,320568,166128,167136,163777,139349,112577,113696,--,0,--,0,80288,53951,0,0,0,
总负债(万元),955281,952510,1029926,1089217,1095572,1131406,1100860,1015937,1056897,992672,904539,821966,802792,817471,811199,686622,632444,598917,551568,548390,540022,517686,553582,582844,501203,508155,475195,423861,410495,472214,434223,432198,428590,368174,328723,306817,311095,345710,313988,312640,301794,264003,251896,242002,135595,133137,124724,102868,76606,78519,46460,35195,24958,29636,32468,39072,0,32186,17770,
流动负债(万元),642490,733806,689640,787568,799167,792685,764150,673070,691039,609909,516594,496512,430378,419392,383539,391898,395489,395417,368749,318626,292686,282750,302944,383906,344565,394516,258673,291419,271853,317572,243581,290553,262944,212128,159667,177761,173861,251514,194236,261323,203480,185043,184938,198495,135248,132791,124378,102522,76259,78173,--,0,--,0,24122,33726,0,0,0,
股东权益不含少数股东权益(万元),360923,391336,377785,360998,363569,354648,361180,370482,358686,358742,366160,357393,351913,349525,342377,338591,343854,330548,360169,372175,279387,276252,269173,270902,264773,256685,260949,259085,254966,152647,146726,162897,150328,144922,151270,142590,137630,71824,65773,69609,64722,61152,58264,61743,57975,55547,58364,56063,52240,51075,49810,49002,50553,49607,48869,15414,0,14793,14369,
净资产收益率加权(%),4.26,2.03,0.18,0.36,2.12,0.77,0.43,--,3.11,2.65,1.13,9.11,7.61,5.23,1.69,7.74,4.85,3.79,1.36,7.64,8.41,7.29,4.97,8.42,--,3.08,0,9.35,0,7.71,0,22.81,0,11.14,--,24.37,0,17.13,0,23.26,0,10.43,0,17.95,0,7.53,0,12.85,0,4.14,0,10.03,5.93,4.11,--,25.48,10.73,17.83,35.05,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
