报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.94,0.55,0.26,1.17,0.68,0.38,0.17,0.76,0.44,0.25,0.22,1.07,0.62,0.36,0.35,1.48,0.87,0.53,0.52,2.2,1.39,0.82,0.46,1.57,1.06,0.3,1.22,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,3.84,3.56,7.16,6.81,6.2,5.87,11.8,11.28,10.48,9.92,3.78,3.32,--,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.06,-0.08,-0.52,1.17,-0.03,-0.02,-0.38,1.33,-0.44,-0.41,-0.71,1.45,--,-0.3,1.44,--,
主营业务收入(万元),1667764,979638,428795,1723311,1066981,601606,259466,1074591,686040,390859,169733,721379,479785,281868,129268,523164,345316,208168,92991,360548,239308,140230,68731,210151,143657,40307,174247,118451,
主营业务利润(万元),683171,413617,186377,750315,489142,280628,119166,500196,324533,183819,80170,347080,232042,136863,61971,254555,171964,103888,45129,185142,119015,69821,34726,109111,75990,21984,88279,57371,
营业利润(万元),375616,217190,98070,437756,267156,145257,66639,294695,178011,97506,47461,198950,126702,74024,35645,147175,98403,57767,28082,98607,69186,38141,21522,65837,46150,13225,53521,34311,
投资收益(万元),9319,7916,4474,15102,9711,6178,237,3867,1878,1312,481,-30,-10,-10,--,152,152,152,152,334,-50,-50,0,-103,-155,0,-241,0,
营业外收支净额(万元),68091,44609,25160,82878,42158,25561,11166,43900,25676,14812,5548,32411,18439,10637,4921,25562,3056,2985,2663,15683,6043,4564,2485,10784,7316,1590,--,4728,
利润总额(万元),443707,261799,123231,520634,309314,170818,77805,338595,203687,112318,53009,231361,145142,84660,40566,172737,101459,60752,30745,114290,75229,42706,24008,76621,53466,14815,60479,39038,
净利润(万元),376999,220652,104464,466537,270972,151960,68663,306665,176016,98569,45043,213687,123818,72989,34752,148101,86899,52720,26075,105180,65545,37381,20498,70558,47488,13571,54885,36452,
净利润(扣除非经常性损益后)(万元),363356,211231,99967,447498,260793,145547,68195,297754,172521,96205,44265,210940,--,71148,--,143804,--,51939,--,103064,--,36981,20292,0,--,13373,0,--,
经营活动产生的现金流量净额(万元),-68519,-191916,-261048,370642,33206,-24252,-97183,186337,10063,-20227,-66866,143679,11695,-16622,-52082,117046,-2531,-2334,-18997,66393,-21965,-20517,-31992,65400,24287,-13689,64704,35665,
现金及现金等价物净增加额(万元),-13366,-85436,-103315,252712,-107631,-59411,-83068,-94953,-91579,-90325,-117344,28952,-60156,-65229,-54434,59508,-52144,-45833,-26893,352833,269250,302251,-38679,27638,108,-26236,42265,24271,
总资产(万元),2545422,2320239,2141787,2129052,1737485,1659915,1459144,1407153,1224043,1139384,1040028,1058949,914318,842180,811791,831665,718327,678479,663411,654934,577394,582428,218006,219708,--,0,136952,87187,
流动资产(万元),2240115,2051641,1908704,1910789,1528943,1459830,1279434,1238993,997762,887984,806328,881167,798421,728716,714134,740115,644880,608964,597883,598543,529394,541894,183161,187358,--,--,126210,81430,
总负债(万元),831808,766299,546129,641136,442824,485419,269558,286712,238214,230648,127759,191807,141532,129663,95429,150254,97805,90511,72450,90689,53130,86433,47672,69975,--,--,39997,32716,
流动负债(万元),708135,646074,480880,611213,437896,480492,264490,282304,234361,227435,125458,189507,139080,127211,93291,148117,96598,89304,71295,89534,48955,82258,43607,65910,--,--,39162,32716,
股东权益不含少数股东权益(万元),1709068,1549503,1592113,1484224,1290948,1170914,1186546,1117835,984082,906772,910653,865670,771243,711227,715796,680965,619840,586894,590124,564022,523957,495768,170121,149566,--,0,96955,54380,
净资产收益率加权(%),23.72,14.29,6.79,36.27,22.39,12.89,5.96,30.92,18.93,10.86,5.07,27.7,16.73,10.21,4.98,23.98,14.71,9.08,4.52,27.35,20.16,16.7,0,60.18,--,0,76.27,80.76,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
