报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
净利润(扣除非经常性损益后)(万元),16921,14290,7445,48506,41634,28296,10559,30205,23289,16328,7103,21363,--,9427,--,27095,--,18489,--,41849,--,18288,0,23589,--,9543,0,14024,0,10523,--,13022,0,5520,--,8775,0,3655,0,1684,0,916,0,0,0,
经营活动产生的现金流量净额(万元),62258,16823,14265,46530,20997,8389,-20541,74885,47072,27532,-12275,16267,248,-9500,-16463,31020,14581,8549,-5929,33457,19568,12344,7701,24671,24183,14075,5631,24872,13926,22319,8851,15454,-129,-5274,296,22248,26645,13578,7371,79,-2002,807,5089,0,0,
现金及现金等价物净增加额(万元),18771,33280,6428,-10430,-6587,-15341,-28496,8876,-17764,-3591,-29281,-15566,-33839,-30446,-37115,-17271,-18221,-5619,-7007,73945,57651,60838,83416,24924,2735,3781,4171,-18304,-14752,-13790,-15865,6316,-14720,-15013,-12377,23379,5417,-10,-5341,10452,6303,13255,2003,0,0,
总资产(万元),990964,1027906,954346,859351,826395,799043,775587,707112,718351,662027,657543,523243,491223,480901,471946,437234,417922,412076,410225,404493,390558,371799,377158,278062,352773,341794,309936,305049,326773,323650,288492,273511,235737,222422,213100,213884,175911,133904,98354,95017,77000,75763,46804,34679,22651,
流动资产(万元),512854,527520,475049,430661,428336,425648,411143,375311,361744,343110,307960,295236,283919,282759,268631,254434,246344,252248,251632,248893,247907,239491,248795,154809,165494,159610,135586,130549,154805,160388,145012,160458,143337,138484,127185,127507,91823,59009,47589,49856,38930,44609,19310,13349,9895,
总负债(万元),461008,455770,421659,373980,344552,357232,351458,317782,319944,288726,223627,215186,190655,171290,155491,131098,110152,101984,100097,107885,108693,104417,111895,108126,193402,194658,169383,164599,186969,189102,159991,152257,117333,109773,101610,106384,114428,83275,53269,52330,34937,34085,23740,16809,9983,
流动负债(万元),387502,371923,336422,298790,282156,299930,291954,266792,266276,241344,214218,205544,187250,169972,154283,130012,109296,101034,99229,106870,103305,99001,96674,92637,155030,156968,133513,147974,182688,185097,153586,145525,103476,94302,85596,87007,96453,65195,48269,49330,26223,25343,16240,10209,9983,
股东权益不含少数股东权益(万元),434986,485506,471187,429496,416466,384466,370847,340065,349991,327378,390058,266589,260796,270579,275912,268973,269343,274311,275406,264305,248507,237448,235733,142411,125170,116565,110775,110180,109195,105405,102251,97827,96573,90563,89836,86975,41631,37614,34822,33127,32257,31808,15851,13096,9051,
净资产收益率加权(%),4.61,3.58,1.61,13.62,11.83,8.49,2.98,10.94,7.48,5.28,2.83,9.26,6.87,4.75,2.28,10.48,8.8,6.97,4.11,18.79,14.71,10.34,5.63,28.33,--,8.59,0,14.01,0,10.32,--,15.63,0,6.47,--,24.23,0,11.18,0,8.45,0,2.98,21.7,0,0,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
