报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2004-12-31,2003-12-31,2002-12-31,
基本每股收益(元),0.37,0.33,0.14,0.99,0.84,0.58,0.21,0.65,0.46,0.32,0.14,0.46,0.36,0.24,0.11,0.5,0.42,0.34,0.2,0.77,0.55,0.36,0.17,0.72,0.37,0.2,0.01,0.29,0.29,0.21,0.09,0.52,0.43,0.21,0.09,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,5.11,4.92,4.89,4.99,4.86,4.75,4.84,4.86,4.66,4.38,4.19,4.16,2.88,2.54,2.36,2.24,2.23,2.21,2.13,3.73,3.57,3.52,3.3,3.28,3.17,1.87,3.05,3.67,3.49,3.4,3.35,2.44,2.01,1.39,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.01,-0.17,-0.3,0.56,0.26,0.15,-0.1,0.59,0.35,0.22,0.14,0.5,0.49,0.29,0.11,0.5,0.28,0.45,0.32,0.56,-0.01,-0.19,0.01,0.81,0,--,0,0.01,0,0,0.78,0.5,0.29,
主营业务收入(万元),685936,470006,239752,871281,607488,412268,203915,729183,525806,323361,148245,559970,389976,243209,112651,368243,268395,178209,86322,333311,247211,148532,66775,281360,210939,127917,51128,268307,195899,130411,59712,264325,167394,88436,41191,148377,99822,54429,22372,39150,27322,18654,26465,23299,15010,
主营业务利润(万元),125448,91106,48776,175019,129037,85957,37208,146716,104077,64747,28519,103917,73093,47979,21900,76958,55302,37745,19116,75391,53828,32286,14488,60377,43710,24880,8863,48514,37208,24471,10971,50265,34599,18289,7781,30111,20678,11482,5120,8035,5363,3653,8231,8135,5132,
营业利润(万元),46446,38424,17709,83542,67459,45276,17129,54570,39096,26104,11553,32836,24070,14906,9744,41180,33988,26505,15290,57694,42222,26280,11643,52248,27511,13810,1533,21574,20957,15446,6269,23631,19045,9095,3591,12203,10118,6013,2988,1359,1517,1065,4436,4524,2838,
投资收益(万元),12404,9925,2677,17670,11747,8579,2699,11795,8410,5478,2474,11211,8471,5454,2044,13144,10585,8304,5426,23777,16690,10419,5423,34683,12696,7016,387,10647,8845,6676,2194,3556,2009,1699,796,2551,2394,550,85,1256,586,315,756,583,604,
营业外收支净额(万元),4238,1511,81,2447,2924,2594,460,3014,1037,407,556,3816,4052,3744,132,1911,1569,794,119,231,256,276,135,-92,744,492,385,362,--,--,--,--,--,--,75,68,0,--,-29,-68,0,0,-24,-16,0,
利润总额(万元),50683,39935,17791,85988,70383,47870,17590,57584,40133,26511,12108,36651,28122,18650,9876,43091,35556,27299,15410,57926,42478,26557,11777,52156,28255,14301,1918,21935,21341,15397,6446,25075,20093,9593,3666,16137,13169,6895,3045,2579,2125,1394,5183,5101,3585,
净利润(万元),19743,17269,7533,52417,44650,30767,10933,34318,24123,16774,7642,25067,18861,13061,6212,28417,23946,19080,11101,42026,29526,18467,8245,35778,18446,9841,595,14397,14385,10595,4423,14362,11826,5816,2342,9790,8029,4025,1732,2160,1398,948,3197,3180,2235,
