报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-06-30,2009-03-31,2008-12-31,2008-09-30,2008-06-30,2008-03-31,2007-12-31,2007-09-30,2007-06-30,2007-03-31,2006-12-31,2006-09-30,2006-06-30,2006-03-31,2005-12-31,2005-09-30,2005-06-30,2005-03-31,2004-12-31,2004-09-30,2004-06-30,2004-03-31,2003-12-31,2003-09-30,2003-06-30,2003-03-31,2002-12-31,2002-09-30,2002-06-30,2002-03-31,2001-12-31,2001-06-30,2000-12-31,2000-06-30,1999-12-31,1999-06-30,1998-12-31,1998-06-30,1997-12-31,1996-12-31,1995-12-31,1994-12-31,
基本每股收益(元),-0.05,-0.05,-0.05,-0.3,-0.19,-0.19,-0.12,0.01,-0.09,-0.08,-0.05,0.01,-0.01,-0.02,-0.02,0.06,0.06,0.03,0,0.03,0.01,0.01,0.02,0.04,-0.06,-0.11,-0.12,0.07,0.2,0.14,0.09,0.57,0.51,0.3,0.1,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,2.52,2.56,2.59,2.6,2.58,3.33,3.33,3.33,3.34,3.33,3.38,3.36,3.27,2.54,2.61,2.74,2.87,2.81,3.55,2.37,2.43,2.22,1.94,3.39,3.07,2.97,3.08,3.01,2.96,2.87,3.1,3.05,2.92,2.69,4.17,4.09,3.94,3.89,3.72,3.64,3.83,3.72,2.44,2.44,2.56,2.31,2.52,2.39,2.4,2.36,2.47,0,0,0,--,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.55,0.52,0.21,0.57,0.16,-0.04,-0.12,-0.19,-0.62,-0.36,-0.24,0.44,0.17,0.04,0.04,0.5,0.39,0.08,-0.18,1.28,0.98,0.49,0.16,1.09,0,0,0,0.73,0,0,0,-0.05,0,0,0,-0.43,0,--,0,0.85,0,0.15,--,1.19,0.48,0.64,0.3,0.53,--,-0.04,--,0,0,0,--,
主营业务收入(万元),1192670,749065,299312,1909280,1388750,934867,413490,1492792,949128,575744,239742,1069273,660037,400550,177062,800613,589422,399109,195019,732579,483670,321506,152499,520956,354928,216279,98282,616100,481811,302444,145007,700454,531298,345561,170801,672511,480464,293532,139920,453313,322033,203838,91133,231062,112247,57121,28850,146463,109963,73291,36728,156280,115275,76002,35614,160374,84841,147028,70981,100292,39842,55598,30512,63278,54627,68144,46315,
主营业务利润(万元),111971,75406,25190,80546,62846,27332,5722,67299,48333,25159,11722,60051,43373,26345,10618,80184,63773,37949,16429,54208,35779,24293,16851,63706,40835,17439,1982,55946,55857,36114,16292,107267,89850,52713,--,82578,46727,30155,14830,42977,31130,19452,7820,32821,17782,9535,7123,32057,22280,14861,6587,31383,22849,14784,7100,28665,15924,22592,9868,16320,5178,2287,3173,7246,6464,15348,5903,
营业利润(万元),-35673,-18289,-15511,-96596,-59211,-58333,-36263,-52595,-26058,-25056,-13296,-19979,-14571,-11769,-8893,9700,10204,1809,-1170,-2520,-6334,-4345,2866,5394,-7153,-14382,-14945,2921,25111,17555,8785,67709,60489,33742,11591,41581,17829,10580,6194,15930,11707,6802,1943,18285,8826,5277,4558,20494,13735,9122,3595,18792,13285,8829,3688,14950,8759,10920,4473,7201,1638,-217,2000,7596,6525,15423,5903,
投资收益(万元),792,3035,-339,6952,2004,-264,-134,110,155,-93,42,1355,418,-327,-65,404,485,179,-15,1589,-303,150,117,-7992,-7429,968,1623,6332,665,2026,628,-166,-70,14,-46,414,445,1299,-1926,791,1295,964,893,6154,4718,3511,-1344,-312,-456,-462,-238,72,557,242,136,3057,790,548,87,446,42,79,76,103,46,-129,107,
营业外收支净额(万元),1799,315,241,6051,4145,3021,1227,39215,10509,10034,5258,24779,13969,11058,7510,5030,3457,3252,1461,8465,7191,5611,140,769,826,492,40,702,--,--,--,2459,--,1937,--,524,0,0,0,-62,0,0,0,-2229,0,0,0,-820,-540,-542,0,-824,-509,-509,0,-267,0,-4,0,-119,0,--,0,0,-153,0,6,
利润总额(万元),-33874,-17975,-15270,-90545,-55066,-55313,-35036,-13380,-15549,-15021,-8038,4800,-602,-711,-1383,14731,13661,5061,291,5946,857,1266,3006,6163,-6327,-13890,-14904,3622,25776,18226,9488,70168,62528,35679,12058,42518,19027,12631,5018,16660,13008,7785,2858,22210,13631,8889,3310,19362,12740,8118,3357,18040,13333,8562,3846,17739,9317,11465,4554,8928,1942,513,2545,7764,6419,15286,6084,
净利润(万元),-9517,-7525,-7825,-46704,-29166,-29516,-17854,1609,-13459,-12868,-7453,1354,-2195,-2507,-2428,9672,8771,3136,292,3048,1365,1130,1977,4636,-6195,-11590,-12904,6979,20624,14761,7733,49616,44542,26183,8820,31280,13972,8823,3715,14119,11115,6617,2429,18895,11586,7557,2814,16450,10861,6932,2854,15234,11291,7230,3269,15011,7848,9757,3881,6360,1416,278,1717,5206,4941,13705,5463,
净利润(扣除非经常性损益后)(万元),-9316,-7717,-7950,-51191,-32238,-31756,-18782,-24614,-18678,-17729,-9839,-12287,--,-8927,--,6393,--,812,--,-1416,--,-1608,0,4126,0,-11991,0,6057,0,14125,--,47473,0,24484,--,29976,0,7899,0,12558,0,5327,0,15793,0,7459,0,16906,0,7401,0,15866,11643,7651,--,15080,6976,8581,3887,6040,--,--,--,0,0,0,--,
经营活动产生的现金流量净额(万元),126414,31675,-55971,29514,79682,135779,59991,231988,49840,177,-7053,95614,84753,79441,32403,87191,24468,-5224,-14725,-21954,-73200,-42463,-28313,52676,20081,3859,4039,52318,40594,8715,-16561,117460,85705,43185,13575,59645,23833,-26812,11274,39605,34399,27648,12713,-2778,-39442,-30257,-26510,14451,15478,15128,4360,31032,0,5291,--,36861,14976,19886,9295,16333,--,-1254,--,0,0,0,0,
现金及现金等价物净增加额(万元),-5815,95816,-49013,10630,-24560,68066,2322,-30705,-40196,10533,32181,-91068,-85463,-73832,32505,4763,-73178,-37835,-21928,42930,-4841,-51361,-20223,-13601,-40309,-12655,29530,103889,91648,115579,104200,-7114,-1803,-16105,-6913,56020,37922,14874,18684,-9925,-23843,-11230,-5324,9251,-12540,-13052,-20723,-15762,-37429,-22364,-12373,26434,0,48916,--,6560,4182,5663,-3173,8813,--,326,--,0,0,0,--,
总资产(万元),2813644,2862427,2435601,2440502,2366536,2387280,2342208,2296688,2123742,2088629,1989106,1881928,1801170,1671456,1609155,1487659,1320422,1270490,1216445,1188939,1111365,1045832,1032330,968947,871169,823104,812852,743371,751412,755179,709748,571430,568946,549734,546875,556434,552147,543312,521524,460635,419899,404796,407399,415591,418923,386911,353541,348380,288017,283909,277240,276154,288384,294307,238356,232161,245324,228744,224532,214693,192469,170302,146563,99952,68984,56815,47512,
