报告日期,2015-09-30,2015-06-30,2015-03-31,2014-12-31,2014-09-30,2014-06-30,2014-03-31,2013-12-31,2013-09-30,2013-06-30,2013-03-31,2012-12-31,2012-09-30,2012-06-30,2012-03-31,2011-12-31,2011-09-30,2011-06-30,2011-03-31,2010-12-31,2010-09-30,2010-06-30,2010-03-31,2009-12-31,2009-09-30,2009-03-31,2008-12-31,2007-12-31,
基本每股收益(元),0.14,0.11,0.1,0.46,0.36,0.27,0.13,0.45,0.35,0.26,0.12,0.43,0.39,0.3,0.18,0.7,0.57,0.44,0.32,1.11,0.91,0.67,0.3,0.93,0.61,0.13,0.67,0.57,
每股净资产(元),--,--,--,--,--,--,--,--,--,--,--,--,7.21,7.12,7.2,7.02,6.89,6.75,10.09,9.77,9.52,9.47,3.56,3.26,0,0,2.36,1.69,
每股经营活动产生的现金流量净额(元),--,--,--,--,--,--,--,--,--,--,--,--,0.27,0.16,0.07,-0.09,0.08,0.12,0.17,0.13,-0.03,0.22,0.07,0.58,0,0.06,0.41,0.35,
主营业务收入(万元),69672,48112,24042,118684,85861,61456,27645,110233,80393,58605,26515,86411,63453,46621,23959,103075,80409,59952,28213,101481,74520,48828,20576,61665,41584,11558,60603,52825,
主营业务利润(万元),21296,15334,6820,33895,24973,17959,8962,32629,23763,17285,7850,27431,22360,16506,8512,36751,27717,20889,10023,35067,25936,17100,6777,19914,13469,3599,16908,14869,
营业利润(万元),8697,7096,3076,14760,11708,8946,4255,14685,11473,8630,3958,12885,12248,9546,5404,23004,19120,14506,6943,21404,17263,11793,4957,13648,8458,1933,11158,9556,
投资收益(万元),-52,346,471,1347,1081,905,261,637,359,-169,-71,-720,-147,28,6,536,527,367,222,826,800,588,248,561,63,-47,463,434,
营业外收支净额(万元),199,162,265,315,347,66,13,135,222,41,-3,923,811,652,590,113,-3,134,35,483,275,103,93,1725,1758,187,--,--,
利润总额(万元),8896,7259,3341,15075,12055,9013,4268,14819,11695,8671,3955,13809,13060,10199,5995,23116,19117,14640,6978,21887,17538,11896,5050,15373,10216,2120,11426,10641,
净利润(万元),7811,6377,2834,12908,10142,7644,3519,12558,9833,7314,3331,11998,10938,8547,5113,19724,16048,12288,5925,18523,14661,9964,4246,13063,8592,1797,9362,7373,
净利润(扣除非经常性损益后)(万元),7645,6241,2614,11532,9826,7592,3508,11838,9651,7286,3334,11235,0,7993,--,19637,--,12177,--,18101,--,9883,4168,11785,0,1805,9292,6171,
经营活动产生的现金流量净额(万元),7160,5431,540,23243,14347,10342,424,4292,5106,2034,2376,18450,7609,4380,1837,-2419,2245,3237,3215,2350,-580,4039,1035,8152,4188,806,5771,4870,
现金及现金等价物净增加额(万元),2989,2389,12481,11141,1865,2371,9107,-47984,-43302,-32729,-25423,-1271,-4175,-1811,-1193,-25090,-20771,-16162,-6216,83715,90714,105227,-4076,604,-697,-2921,2679,2006,
总资产(万元),237136,245036,241080,242105,231521,230216,237924,235018,222845,227142,226636,218361,213097,217437,215042,210112,213777,206174,201689,197494,194236,190953,76282,71425,0,0,58386,48905,
流动资产(万元),147309,155275,153279,154131,159602,159279,168346,166866,157141,161412,162133,153164,151949,156715,153630,148965,158245,150944,148229,148011,158397,158549,47367,43449,--,--,35967,32573,
总负债(万元),20214,29551,23531,27391,19584,20780,24199,24813,15369,22185,20054,15111,10912,17646,13075,13259,20597,16751,13016,14746,16190,13863,26398,25785,--,--,25355,25294,
流动负债(万元),18642,27926,21776,25658,17535,18665,22388,23403,14712,21516,19373,14418,10356,17079,12496,12667,19993,16136,12389,14106,15423,13084,25607,25098,--,--,24726,23898,
股东权益不含少数股东权益(万元),216888,215454,217521,214687,211921,209423,213713,210194,207469,204950,206577,203246,202186,199794,201970,196858,193182,189422,188669,182744,178040,177082,49875,45629,0,0,33016,23594,
净资产收益率加权(%),3.61,2.94,1.31,6.1,4.79,3.6,1.66,6.08,4.77,3.54,1.63,6.01,5.46,4.25,2.56,10.42,8.52,6.54,3.19,14.78,13.71,14.06,8.89,33.59,0,5.3,33.06,54.15,
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
		
